year,direction,country,value_usd
2017,Imports,BULGARIA,1945803
2017,Imports,IRELAND,1371476
2017,Imports,MEXICO,1215758
2017,Imports,INDIA,1110274
2017,Imports,MALTA,972935
2017,Imports,CAMBODIA,834957
2017,Imports,TURKEY,794764
2017,Imports,SPAIN,732305
2017,Imports,COSTA RICA,604470
2017,Imports,DENMARK,515896
2017,Imports,AUSTRALIA,379450
2017,Imports,HUNGARY,359440
2017,Imports,SWEDEN,312850
2017,Imports,MOROCCO,203761
2017,Imports,FINLAND,188169
2017,Imports,"TANZANIA, UNITED REP. OF",187455
2017,Imports,ALBANIA,170435
2017,Imports,NEW ZEALAND,125923
2017,Imports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",96554
2017,Imports,ROMANIA,84474
2017,Imports,"MALDIVES, REP. OF",59952
2017,Imports,MYANMAR,58530
2017,Imports,MACAU,54854
2017,Imports,TURKS AND CAICOS ISLANDS,54351
2017,Imports,SAUDI ARABIA,45820
2017,Imports,BANGLADESH,36901
2017,Imports,UKRAINE (UKRAINIAN S.S.R.),36117
2017,Imports,EGYPT ARAB REPUBLIC,34202
2017,Imports,TAJIKISTAN,31509
2017,Imports,JORDAN,21531
2017,Imports,"HONDURAS, REPUBLIC OF",20984
2017,Imports,EL SALVADOR,14665
2017,Imports,UNITED ARAB EMIRATES,10617
2017,Imports,POLAND,9246
2017,Imports,MALAWI,7230
2017,Imports,ANDORRA,6850
2017,Imports,CYPRUS,6123
2017,Imports,GHANA,5941
2017,Imports,GUINEA,5216
2017,Imports,CAMEROON,4342
2017,Imports,RUSSIA,3429
2017,Imports,"SOUTH AFRICA, REP. OF",2297
2017,Imports,LIECHTENSTEIN,2232
2017,Imports,CAYMAN ISLANDS,1411
2017,Imports,SLOVAKIA,1110
2017,Imports,QATAR,1032
2017,Imports,NETHERLANDS ANTILLES,773
2017,Imports,PORTUGAL,753
2017,Imports,ETHIOPIA,674
2017,Imports,GREECE,536
2017,Imports,BRAZIL,382
2017,Imports,TONGA,373
2017,Imports,CHILE,165
2017,Imports,BRUNEI DARUSSALAM,88
2018,Exports,HONG KONG,5341399470
2018,Exports,SINGAPORE,1736365584
2018,Exports,CHINA,1482950246
2018,Exports,NETHERLANDS,1248241655
2018,Exports,TAIWAN,1227761615
2018,Exports,UNITED STATES,1174355662
2018,Exports,JAPAN,1092491780
2018,Exports,GERMANY,945788960
2018,Exports,MALAYSIA,556053867
2018,Exports,"KOREA, REP. (SOUTH)",450410271
2018,Exports,THAILAND,331465658
2018,Exports,FRANCE,240533213
2018,Exports,VIETNAM,221506319
2018,Exports,MEXICO,126206607
2018,Exports,AUSTRIA,74064868
2018,Exports,CANADA,41559539
2018,Exports,CZECH REPUBLIC,34259104
2018,Exports,NETHERLANDS ANTILLES,28671046
2018,Exports,POLAND,27580410
2018,Exports,UNITED KINGDOM,18534360
2018,Exports,INDIA,18414546
2018,Exports,SWITZERLAND,15242851
2018,Exports,HUNGARY,12013233
2018,Exports,ROMANIA,11779548
2018,Exports,IRELAND,11087259
2018,Exports,ITALY,8293408
2018,Exports,BRAZIL,7609660
2018,Exports,ISRAEL,6601408
2018,Exports,BULGARIA,5362567
2018,Exports,AUSTRALIA,4646239
2018,Exports,PORTUGAL,3570419
2018,Exports,INDONESIA,3472278
2018,Exports,TURKEY,3378484
2018,Exports,TUNISIA,2871401
2018,Exports,BELGIUM,2659753
2018,Exports,MALTA,2441971
2018,Exports,COSTA RICA,1744772
2018,Exports,RUSSIA,1687394
2018,Exports,"SOUTH AFRICA, REP. OF",1327710
2018,Exports,SLOVAKIA,937309
2018,Exports,DENMARK,771765
2018,Exports,SPAIN,704563
2018,Exports,NEW ZEALAND,605016
2018,Exports,FINLAND,536870
2018,Exports,MOROCCO,504244
2018,Exports,AFGHANISTAN,485863
2018,Exports,VIRGIN ISLANDS (BRITISH),282299
2018,Exports,"MACEDONIA, THE FORMER YUGOSLAV REP. OF",272338
2018,Exports,ARGENTINA,260468
2018,Exports,NORWAY,255751
2018,Exports,ESTONIA,249456
2018,Exports,DJIBOUTI (AFFARS & ISSAS),180959
2018,Exports,COLOMBIA,150083
2018,Exports,SLOVENIA,91263
2018,Exports,SWAZILAND,59319
2018,Exports,SWEDEN,57116
2018,Exports,CHILE,56561
2018,Exports,"HONDURAS, REPUBLIC OF",36785
2018,Exports,ICELAND,33270
2018,Exports,UGANDA,19597
2018,Exports,PERU,19200
2018,Exports,CAMBODIA,16905
2018,Exports,RWANDA,16875
2018,Exports,U.S. MINOR OUTLYING ISLANDS,13133
2018,Exports,EGYPT ARAB REPUBLIC,10697
2018,Exports,DOMINICAN REPUBLIC,8640
2018,Exports,ALGERIA,7935
2018,Exports,SERBIA,7504
2018,Exports,KENYA,6099
2018,Exports,UKRAINE (UKRAINIAN S.S.R.),4053
2018,Exports,MONGOLIA,3534
2018,Exports,BOLIVIA,1930
2018,Exports,MACAU,230
2018,Exports,"PAKISTAN, ISLAMIC REP. OF",205
2018,Exports,GHANA,200
2018,Exports,LIECHTENSTEIN,200
2018,Exports,GREECE,186
2018,Exports,REUNION,150
2018,Exports,BOSNIA AND HERZEGOVINA,109
2018,Exports,UNITED ARAB EMIRATES,93
2018,Exports,ECUADOR,68
2018,Exports,VENEZUELA,68
2018,Exports,"MOLDOVA, REPUBLIC OF",56
2018,Exports,ANDORRA,53
2018,Imports,TAIWAN,2232284180
2018,Imports,UNITED STATES,1291826591
2018,Imports,JAPAN,1064620917
2018,Imports,CHINA,689599672
2018,Imports,SINGAPORE,679196281
2018,Imports,"KOREA, REP. (SOUTH)",654413847
2018,Imports,THAILAND,247077021
2018,Imports,HONG KONG,206855829
2018,Imports,MALAYSIA,177295016
2018,Imports,ITALY,99696412
2018,Imports,UNITED KINGDOM,90824484
2018,Imports,GERMANY,81467749
2018,Imports,FRANCE,56745484
2018,Imports,NETHERLANDS,21606554
2018,Imports,AUSTRIA,19338350
2018,Imports,SWITZERLAND,17097018
2018,Imports,VIETNAM,5016248
2018,Imports,NORWAY,3624697
2018,Imports,CANADA,3163021
2018,Imports,MEXICO,2943993
2018,Imports,CZECH REPUBLIC,2935881
2018,Imports,MALTA,1584111
2018,Imports,AUSTRALIA,1379449
2018,Imports,ISRAEL,1156701
2018,Imports,INDONESIA,1059716
2018,Imports,SPAIN,887719
2018,Imports,BELGIUM,829567
2018,Imports,INDIA,633272
2018,Imports,HUNGARY,613860
2018,Imports,"SOUTH AFRICA, REP. OF",603494
2018,Imports,BULGARIA,470642
2018,Imports,IRELAND,299046
2018,Imports,DENMARK,289280
2018,Imports,SWEDEN,243517
2018,Imports,FINLAND,162115
2018,Imports,COSTA RICA,120818
2018,Imports,UNITED ARAB EMIRATES,115873
2018,Imports,ANDORRA,98758
2018,Imports,ROMANIA,90853
2018,Imports,POLAND,83040
2018,Imports,SLOVENIA,82489
2018,Imports,MOROCCO,60496
2018,Imports,LAOS,60017
2018,Imports,PORTUGAL,51164
2018,Imports,CAMEROON,40254
2018,Imports,EL SALVADOR,39135
2018,Imports,MACAU,39039
2018,Imports,NIGER,22701
2018,Imports,ALBANIA,21929
2018,Imports,RUSSIA,18777
2018,Imports,UKRAINE (UKRAINIAN S.S.R.),16829
2018,Imports,BERMUDA,15931
2018,Imports,CAYMAN ISLANDS,8374
2018,Imports,KUWAIT,7255
2018,Imports,KENYA,4937
2018,Imports,NEW ZEALAND,4478
2018,Imports,TURKEY,4010
2018,Imports,LUXEMBOURG,3618
2018,Imports,SLOVAKIA,3490
2018,Imports,CROATIA,2787
2018,Imports,LEBANON,2657
2018,Imports,BRAZIL,2536
2018,Imports,EGYPT ARAB REPUBLIC,2125
2018,Imports,MALAWI,814
2018,Imports,JORDAN,736
2018,Imports,LIECHTENSTEIN,637
2018,Imports,TUVALU,592
2018,Imports,"MALDIVES, REP. OF",558
2018,Imports,QATAR,506
2018,Imports,TUNISIA,377
2019,Exports,HONG KONG,5846304962
2019,Exports,SINGAPORE,1562834076
2019,Exports,CHINA,1545205711
2019,Exports,JAPAN,1329630013
2019,Exports,UNITED STATES,1119796521
2019,Exports,NETHERLANDS,1026434967
2019,Exports,TAIWAN,1021374127
2019,Exports,GERMANY,885914099
2019,Exports,MALAYSIA,484473652
2019,Exports,"KOREA, REP. (SOUTH)",374849892
2019,Exports,THAILAND,336060655
2019,Exports,VIETNAM,327517942
2019,Exports,FRANCE,234260067
2019,Exports,MEXICO,168889386
2019,Exports,BELGIUM,71407957
2019,Exports,AUSTRIA,38207058
2019,Exports,CANADA,32599340
2019,Exports,CZECH REPUBLIC,32229872
2019,Exports,INDIA,28809283
2019,Exports,UNITED KINGDOM,25393690
2019,Exports,POLAND,19797409
2019,Exports,ISRAEL,16877033
2019,Exports,IRELAND,16414348
2019,Exports,BRAZIL,15670930
2019,Exports,HUNGARY,13195124
2019,Exports,SWITZERLAND,12903245
2019,Exports,NETHERLANDS ANTILLES,11978898
2019,Exports,ITALY,7100205
2019,Exports,ROMANIA,6552083
2019,Exports,INDONESIA,5831759
2019,Exports,BULGARIA,5065965
2019,Exports,AUSTRALIA,3311867
2019,Exports,"SOUTH AFRICA, REP. OF",2973873
2019,Exports,TUNISIA,2935383
2019,Exports,SPAIN,2398104
2019,Exports,PORTUGAL,2273438
2019,Exports,MALTA,1777116
2019,Exports,SLOVAKIA,1201707
2019,Exports,MACAU,1150050
2019,Exports,AFGHANISTAN,1042476
2019,Exports,COSTA RICA,838985
2019,Exports,TURKEY,695997
2019,Exports,MOROCCO,682256
2019,Exports,FINLAND,591084
2019,Exports,SWEDEN,501411
2019,Exports,DENMARK,392366
2019,Exports,RUSSIA,376341
2019,Exports,ESTONIA,302547
2019,Exports,SLOVENIA,298401
2019,Exports,COLOMBIA,208758
2019,Exports,NORWAY,202951
2019,Exports,SAUDI ARABIA,148167
2019,Exports,NEW ZEALAND,137602
2019,Exports,ARGENTINA,125050
2019,Exports,EGYPT ARAB REPUBLIC,48326
2019,Exports,MYANMAR,43614
2019,Exports,VIRGIN ISLANDS (U.S.),36288
2019,Exports,ICELAND,23311
2019,Exports,CHILE,21739
2019,Exports,PERU,19200
2019,Exports,VIRGIN ISLANDS (BRITISH),16381
2019,Exports,BARBADOS,13500
2019,Exports,IRAN,13442
2019,Exports,CAMBODIA,9044
2019,Exports,DOMINICAN REPUBLIC,8800
2019,Exports,NEW CALEDONIA,7901
2019,Exports,OMAN,6127
2019,Exports,UKRAINE (UKRAINIAN S.S.R.),5309
2019,Exports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",5255
2019,Exports,"PALAU, REP. OF",3600
2019,Exports,SERBIA,2892
2019,Exports,CROATIA,2855
2019,Exports,NIGERIA,2845
2019,Exports,HEARD AND MCDONALD ISLAND,1046
2019,Exports,GEORGIA,457
2019,Exports,UNITED ARAB EMIRATES,425
2019,Exports,CYPRUS,238
2019,Exports,"TANZANIA, UNITED REP. OF",161
2019,Exports,TAJIKISTAN,150
2019,Exports,SRI LANKA (CEYLON),126
2019,Exports,KAZAKHSTAN,70
2019,Exports,"MOLDOVA, REPUBLIC OF",62
2019,Exports,"MACEDONIA, THE FORMER YUGOSLAV REP. OF",57
2019,Exports,FIJI,46
2019,Exports,TRINIDAD AND TOBAGO,30
2019,Imports,TAIWAN,2068602612
2019,Imports,UNITED STATES,1258037187
2019,Imports,JAPAN,1086793166
2019,Imports,SINGAPORE,835932294
2019,Imports,CHINA,600451678
2019,Imports,"KOREA, REP. (SOUTH)",550596226
2019,Imports,HONG KONG,339100407
2019,Imports,THAILAND,324381973
2019,Imports,MALAYSIA,203051852
2019,Imports,ITALY,105712320
2019,Imports,UNITED KINGDOM,102267975
2019,Imports,GERMANY,70530708
2019,Imports,FRANCE,38289800
2019,Imports,SWITZERLAND,28787747
2019,Imports,NETHERLANDS,19010063
2019,Imports,AUSTRIA,15436848
2019,Imports,VIETNAM,4815309
2019,Imports,CANADA,4070484
2019,Imports,NORWAY,3518892
2019,Imports,MALTA,2392617
2019,Imports,BELGIUM,1350320
2019,Imports,CZECH REPUBLIC,1253708
2019,Imports,KENYA,1129938
2019,Imports,ANDORRA,1006259
2019,Imports,INDONESIA,962932
2019,Imports,HUNGARY,634186
2019,Imports,MEXICO,585928
2019,Imports,INDIA,583242
2019,Imports,IRELAND,505296
2019,Imports,SWEDEN,479005
2019,Imports,NETHERLANDS ANTILLES,341946
2019,Imports,RUSSIA,269722
2019,Imports,ISRAEL,261491
2019,Imports,AUSTRALIA,252552
2019,Imports,BULGARIA,163870
2019,Imports,DENMARK,116076
2019,Imports,SLOVAKIA,100748
2019,Imports,COSTA RICA,89184
2019,Imports,SLOVENIA,87157
2019,Imports,SPAIN,72702
2019,Imports,ALGERIA,61917
2019,Imports,MOROCCO,60669
2019,Imports,BANGLADESH,56080
2019,Imports,ALBANIA,55701
2019,Imports,ROMANIA,50151
2019,Imports,FINLAND,33038
2019,Imports,SYRIAN ARAB REPUBLIC,31500
2019,Imports,BRAZIL,28671
2019,Imports,POLAND,28606
2019,Imports,EGYPT ARAB REPUBLIC,27650
2019,Imports,PORTUGAL,26966
2019,Imports,VIRGIN ISLANDS (U.S.),18774
2019,Imports,EL SALVADOR,13140
2019,Imports,UNITED ARAB EMIRATES,13034
2019,Imports,LUXEMBOURG,11989
2019,Imports,ESTONIA,6874
2019,Imports,MYANMAR,6821
2019,Imports,SAUDI ARABIA,6084
2019,Imports,"SOUTH AFRICA, REP. OF",3990
2019,Imports,NEW ZEALAND,2732
2019,Imports,MACAU,2007
2019,Imports,PERU,1789
2019,Imports,TURKEY,1670
2019,Imports,MALI (WEST AFRICA),1298
2019,Imports,CROATIA,967
2019,Imports,AFGHANISTAN,208
2019,Imports,BRUNEI DARUSSALAM,59
2020,Exports,HONG KONG,5955207144
2020,Exports,CHINA,2071150014
2020,Exports,SINGAPORE,1531400558
2020,Exports,JAPAN,1334900058
2020,Exports,UNITED STATES,1026378188
2020,Exports,TAIWAN,919873876
2020,Exports,GERMANY,749378579
2020,Exports,NETHERLANDS,711207983
2020,Exports,MALAYSIA,532084783
2020,Exports,"KOREA, REP. (SOUTH)",472362369
2020,Exports,THAILAND,369605378
2020,Exports,VIETNAM,358987446
2020,Exports,MEXICO,189952857
2020,Exports,FRANCE,171954555
2020,Exports,BELGIUM,83352932
2020,Exports,AUSTRIA,42253481
2020,Exports,CZECH REPUBLIC,29855379
2020,Exports,CANADA,28792987
2020,Exports,INDIA,24869328
2020,Exports,UNITED KINGDOM,20866065
2020,Exports,ISRAEL,19568209
2020,Exports,IRELAND,17687580
2020,Exports,NETHERLANDS ANTILLES,15472362
2020,Exports,POLAND,12968623
2020,Exports,HUNGARY,12349429
2020,Exports,BRAZIL,11655176
2020,Exports,SWITZERLAND,10864869
2020,Exports,BULGARIA,7040768
2020,Exports,ROMANIA,5575105
2020,Exports,ITALY,4978478
2020,Exports,INDONESIA,4343925
2020,Exports,AUSTRALIA,3784608
2020,Exports,PORTUGAL,3594987
2020,Exports,MALTA,3370692
2020,Exports,TUNISIA,2980512
2020,Exports,DENMARK,2772418
2020,Exports,MACAU,1725801
2020,Exports,MOROCCO,1706688
2020,Exports,SLOVAKIA,1647622
2020,Exports,RUSSIA,1561578
2020,Exports,"MACEDONIA, THE FORMER YUGOSLAV REP. OF",1539176
2020,Exports,"SOUTH AFRICA, REP. OF",1126245
2020,Exports,SPAIN,1086030
2020,Exports,TURKEY,790462
2020,Exports,ESTONIA,558807
2020,Exports,NEW ZEALAND,291792
2020,Exports,FINLAND,272960
2020,Exports,SWAZILAND (ESWATINI),205296
2020,Exports,U.S. MINOR OUTLYING ISLANDS,157078
2020,Exports,NORWAY,150504
2020,Exports,CAMBODIA,149470
2020,Exports,COLOMBIA,136419
2020,Exports,SWEDEN,133064
2020,Exports,VIRGIN ISLANDS (U.S.),95830
2020,Exports,EGYPT ARAB REPUBLIC,79481
2020,Exports,COTE D' IVOIRE (IVORY COAST),68263
2020,Exports,ARGENTINA,48239
2020,Exports,COSTA RICA,44009
2020,Exports,WALLIS AND FUTUNA ISLANDS,35460
2020,Exports,GUYANA,26400
2020,Exports,VIRGIN ISLANDS (BRITISH),23906
2020,Exports,ANDORRA,17705
2020,Exports,QATAR,16575
2020,Exports,UKRAINE (UKRAINIAN S.S.R.),16265
2020,Exports,OMAN,16135
2020,Exports,"MICRONESIA, FEDERATED STATES OF",13770
2020,Exports,SAUDI ARABIA,10636
2020,Exports,DOMINICAN REPUBLIC,9760
2020,Exports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",7471
2020,Exports,ICELAND,7468
2020,Exports,LITHUANIA,7000
2020,Exports,SLOVENIA,6626
2020,Exports,CROATIA,5132
2020,Exports,AFGHANISTAN,3633
2020,Exports,HEARD AND MCDONALD ISLAND,2371
2020,Exports,SRI LANKA (CEYLON),2330
2020,Exports,SERBIA,1583
2020,Exports,"MOLDOVA, REPUBLIC OF",1034
2020,Exports,CHILE,713
2020,Exports,AZERBAIJAN,193
2020,Exports,UNITED ARAB EMIRATES,154
2020,Exports,ANGOLA,140
2020,Exports,NIGERIA,100
2020,Exports,URUGUAY,99
2020,Imports,TAIWAN,2292676239
2020,Imports,UNITED STATES,1329706675
2020,Imports,JAPAN,1049427372
2020,Imports,CHINA,751200237
2020,Imports,SINGAPORE,745734660
2020,Imports,"KOREA, REP. (SOUTH)",568403314
2020,Imports,HONG KONG,489395916
2020,Imports,THAILAND,215838464
2020,Imports,MALAYSIA,175762184
2020,Imports,ITALY,100214034
2020,Imports,UNITED KINGDOM,98470029
2020,Imports,GERMANY,56984219
2020,Imports,SWITZERLAND,35798542
2020,Imports,FRANCE,20519022
2020,Imports,AUSTRIA,19399138
2020,Imports,NETHERLANDS,10011576
2020,Imports,NORWAY,8196941
2020,Imports,VIETNAM,3635661
2020,Imports,CANADA,2314347
2020,Imports,MEXICO,1322637
2020,Imports,INDONESIA,1194499
2020,Imports,BELGIUM,823378
2020,Imports,MALTA,796349
2020,Imports,INDIA,746076
2020,Imports,HUNGARY,736310
2020,Imports,CZECH REPUBLIC,542777
2020,Imports,AUSTRALIA,529255
2020,Imports,NETHERLANDS ANTILLES,488048
2020,Imports,SWEDEN,294067
2020,Imports,RUSSIA,150727
2020,Imports,COCOS ISLAND,140752
2020,Imports,IRELAND,99138
2020,Imports,ISRAEL,96291
2020,Imports,DENMARK,95745
2020,Imports,POLAND,89800
2020,Imports,BRAZIL,73964
2020,Imports,SPAIN,60249
2020,Imports,CHILE,36299
2020,Imports,SYRIAN ARAB REPUBLIC,32222
2020,Imports,COLOMBIA,30522
2020,Imports,AFGHANISTAN,29518
2020,Imports,ROMANIA,28020
2020,Imports,BANGLADESH,25750
2020,Imports,MYANMAR,20288
2020,Imports,COSTA RICA,19818
2020,Imports,MOROCCO,18753
2020,Imports,TUNISIA,17737
2020,Imports,FINLAND,17035
2020,Imports,PORTUGAL,10239
2020,Imports,ESTONIA,10055
2020,Imports,PERU,9642
2020,Imports,TURKEY,8950
2020,Imports,NEW ZEALAND,7526
2020,Imports,ANGUILLA,7451
2020,Imports,EL SALVADOR,6537
2020,Imports,SLOVAKIA,5756
2020,Imports,LIECHTENSTEIN,4388
2020,Imports,CROATIA,4321
2020,Imports,BULGARIA,4164
2020,Imports,UNITED ARAB EMIRATES,2792
2020,Imports,EGYPT ARAB REPUBLIC,1800
2020,Imports,LUXEMBOURG,1143
2020,Imports,MALAWI,894
2020,Imports,DOMINICAN REPUBLIC,779
2020,Imports,SLOVENIA,547
2020,Imports,"SOUTH AFRICA, REP. OF",436
2020,Imports,"PAKISTAN, ISLAMIC REP. OF",101
2021,Exports,HONG KONG,6391445184
2021,Exports,CHINA,2556161528
2021,Exports,SINGAPORE,1680340657
2021,Exports,JAPAN,1425670442
2021,Exports,TAIWAN,1078787980
2021,Exports,UNITED STATES,1042865339
2021,Exports,GERMANY,872663283
2021,Exports,NETHERLANDS,693052685
2021,Exports,MALAYSIA,591910492
2021,Exports,"KOREA, REP. (SOUTH)",586093572
2021,Exports,THAILAND,495795503
2021,Exports,VIETNAM,315043151
2021,Exports,MEXICO,269175271
2021,Exports,FRANCE,220013923
2021,Exports,BELGIUM,112071202
2021,Exports,AUSTRIA,52733999
2021,Exports,NETHERLANDS ANTILLES,47709835
2021,Exports,HUNGARY,43492056
2021,Exports,INDIA,42394943
2021,Exports,CZECH REPUBLIC,40017050
2021,Exports,UNITED KINGDOM,39637889
2021,Exports,CANADA,33001607
2021,Exports,ISRAEL,32944658
2021,Exports,ROMANIA,26004397
2021,Exports,POLAND,22329632
2021,Exports,IRELAND,19464052
2021,Exports,SWITZERLAND,17029908
2021,Exports,BULGARIA,11761301
2021,Exports,BRAZIL,11666560
2021,Exports,ITALY,9900275
2021,Exports,INDONESIA,5645728
2021,Exports,MALTA,5314095
2021,Exports,TUNISIA,5287920
2021,Exports,DENMARK,4880610
2021,Exports,AUSTRALIA,3752850
2021,Exports,"MACEDONIA, THE FORMER YUGOSLAV REP. OF",3439566
2021,Exports,SPAIN,3343707
2021,Exports,RUSSIA,3127864
2021,Exports,PORTUGAL,2996924
2021,Exports,SLOVAKIA,2938275
2021,Exports,LUXEMBOURG,2025700
2021,Exports,MOROCCO,1818238
2021,Exports,LITHUANIA,1384289
2021,Exports,"SOUTH AFRICA, REP. OF",1382553
2021,Exports,SWEDEN,1258471
2021,Exports,EGYPT ARAB REPUBLIC,972751
2021,Exports,FINLAND,900208
2021,Exports,TURKEY,865539
2021,Exports,MACAU,840936
2021,Exports,NEW ZEALAND,478099
2021,Exports,ESTONIA,426355
2021,Exports,ANDORRA,231064
2021,Exports,NORWAY,211666
2021,Exports,COLOMBIA,116644
2021,Exports,SAUDI ARABIA,100548
2021,Exports,SERBIA,70439
2021,Exports,ARGENTINA,62076
2021,Exports,COSTA RICA,54928
2021,Exports,CAMBODIA,47909
2021,Exports,ICELAND,42747
2021,Exports,UNITED ARAB EMIRATES,30983
2021,Exports,SLOVENIA,25406
2021,Exports,CHILE,17097
2021,Exports,VIRGIN ISLANDS (U.S.),14784
2021,Exports,DOMINICAN REPUBLIC,12298
2021,Exports,CROATIA,8533
2021,Exports,PERU,8105
2021,Exports,UKRAINE (UKRAINIAN S.S.R.),7899
2021,Exports,MONGOLIA,6485
2021,Exports,MAURITIUS,5562
2021,Exports,OMAN,5000
2021,Exports,AFGHANISTAN,4190
2021,Exports,AZERBAIJAN,3750
2021,Exports,JORDAN,3693
2021,Exports,SURINAME,3069
2021,Exports,BOLIVIA,2110
2021,Exports,KAZAKHSTAN,1524
2021,Exports,TURKS AND CAICOS ISLANDS,952
2021,Exports,SRI LANKA (CEYLON),742
2021,Exports,BOSNIA AND HERZEGOVINA,301
2021,Exports,KUWAIT,168
2021,Exports,"MOLDOVA, REPUBLIC OF",129
2021,Exports,LIECHTENSTEIN,102
2021,Exports,CYPRUS,66
2021,Imports,TAIWAN,2568488047
2021,Imports,JAPAN,1543360990
2021,Imports,UNITED STATES,1287634937
2021,Imports,SINGAPORE,890993507
2021,Imports,CHINA,815663746
2021,Imports,"KOREA, REP. (SOUTH)",607601075
2021,Imports,HONG KONG,439476165
2021,Imports,THAILAND,291754648
2021,Imports,MALAYSIA,220956467
2021,Imports,UNITED KINGDOM,108250987
2021,Imports,ITALY,104457920
2021,Imports,GERMANY,80574422
2021,Imports,SWITZERLAND,29506171
2021,Imports,AUSTRIA,25365066
2021,Imports,FRANCE,22896527
2021,Imports,NORWAY,10952761
2021,Imports,NETHERLANDS,9420251
2021,Imports,RUSSIA,8719588
2021,Imports,CANADA,4753637
2021,Imports,MEXICO,3003937
2021,Imports,VIETNAM,2017778
2021,Imports,INDIA,1879287
2021,Imports,MALTA,1484566
2021,Imports,INDONESIA,1097727
2021,Imports,VIRGIN ISLANDS (BRITISH),891878
2021,Imports,SWEDEN,832248
2021,Imports,BELGIUM,681828
2021,Imports,AUSTRALIA,612108
2021,Imports,ANDORRA,371474
2021,Imports,CZECH REPUBLIC,284910
2021,Imports,MOROCCO,275239
2021,Imports,FINLAND,229457
2021,Imports,SPAIN,210938
2021,Imports,HUNGARY,184324
2021,Imports,ISRAEL,168324
2021,Imports,ROMANIA,140978
2021,Imports,CAMEROON,103713
2021,Imports,"SOUTH AFRICA, REP. OF",101441
2021,Imports,SLOVENIA,49716
2021,Imports,IRELAND,46246
2021,Imports,BRAZIL,41797
2021,Imports,POLAND,38558
2021,Imports,DENMARK,36791
2021,Imports,WALLIS AND FUTUNA ISLANDS,36264
2021,Imports,RWANDA,28391
2021,Imports,PORTUGAL,25221
2021,Imports,MAURITIUS,23658
2021,Imports,LIECHTENSTEIN,21204
2021,Imports,TURKEY,19184
2021,Imports,COSTA RICA,16699
2021,Imports,ESTONIA,16332
2021,Imports,BULGARIA,12176
2021,Imports,SLOVAKIA,9250
2021,Imports,ALBANIA,4784
2021,Imports,CAMBODIA,4136
2021,Imports,GRENADA,3693
2021,Imports,DOMINICAN REPUBLIC,2506
2021,Imports,"PAKISTAN, ISLAMIC REP. OF",2499
2021,Imports,LUXEMBOURG,2087
2021,Imports,LAOS,1732
2021,Imports,GREECE,1494
2021,Imports,EL SALVADOR,1458
2021,Imports,LITHUANIA,1411
2021,Imports,GEORGIA,1338
2021,Imports,SRI LANKA (CEYLON),959
2021,Imports,SERBIA,593
2021,Imports,MACAU,574
2021,Imports,BRUNEI DARUSSALAM,452
2021,Imports,CROATIA,290
2021,Imports,UNITED ARAB EMIRATES,239
2021,Imports,NEW ZEALAND,212
2021,Imports,UKRAINE (UKRAINIAN S.S.R.),210
2021,Imports,NIGER,173
2021,Imports,MYANMAR,149
2021,Imports,TUNISIA,140
2022,Exports,HONG KONG,7028012145
2022,Exports,CHINA,3142499302
2022,Exports,JAPAN,2056438984
2022,Exports,SINGAPORE,1953001475
2022,Exports,UNITED STATES,1896528484
2022,Exports,TAIWAN,1439610006
2022,Exports,NETHERLANDS,1212292824
2022,Exports,GERMANY,1081053065
2022,Exports,"KOREA, REP. (SOUTH)",744081148
2022,Exports,MALAYSIA,715173910
2022,Exports,THAILAND,612126689
2022,Exports,MEXICO,434247548
2022,Exports,FRANCE,429508839
2022,Exports,VIETNAM,326968374
2022,Exports,INDIA,81557303
2022,Exports,UNITED KINGDOM,69058850
2022,Exports,AUSTRIA,67615369
2022,Exports,ISRAEL,62683194
2022,Exports,HUNGARY,55046016
2022,Exports,CZECH REPUBLIC,41188104
2022,Exports,NETHERLANDS ANTILLES,35202041
2022,Exports,CANADA,33870989
2022,Exports,BELGIUM,27350197
2022,Exports,SWITZERLAND,24623269
2022,Exports,ROMANIA,23137343
2022,Exports,POLAND,22433539
2022,Exports,IRELAND,21247598
2022,Exports,BRAZIL,18294281
2022,Exports,ITALY,14937421
2022,Exports,PORTUGAL,14913250
2022,Exports,BULGARIA,11188583
2022,Exports,MACAU,9210749
2022,Exports,AUSTRALIA,8762976
2022,Exports,INDONESIA,6715563
2022,Exports,"SOUTH AFRICA, REP. OF",6710731
2022,Exports,DENMARK,4914586
2022,Exports,SWEDEN,4661871
2022,Exports,SPAIN,3996915
2022,Exports,SLOVAKIA,3859632
2022,Exports,TUNISIA,3853364
2022,Exports,FINLAND,3800935
2022,Exports,"MACEDONIA, THE FORMER YUGOSLAV REP. OF",3410332
2022,Exports,LUXEMBOURG,2154140
2022,Exports,MOROCCO,2074772
2022,Exports,MALTA,1834641
2022,Exports,SAUDI ARABIA,1633240
2022,Exports,"PAKISTAN, ISLAMIC REP. OF",1395242
2022,Exports,EGYPT ARAB REPUBLIC,1237413
2022,Exports,TURKEY,1236584
2022,Exports,RUSSIA,1152399
2022,Exports,NEW ZEALAND,741133
2022,Exports,LITHUANIA,672721
2022,Exports,COSTA RICA,592841
