year,direction,country,value_usd
2012,Imports,"HONDURAS, REPUBLIC OF",58862
2012,Imports,HUNGARY,46016
2012,Imports,BULGARIA,31500
2012,Imports,NEPAL,17315
2012,Imports,UNITED ARAB EMIRATES,7046
2012,Imports,SLOVENIA,5797
2012,Imports,QATAR,4832
2012,Imports,PORTUGAL,4044
2012,Imports,RUSSIA,3799
2012,Imports,MACAU,3647
2012,Imports,NEW ZEALAND (EXCLUDES WESTERN SAMOA),3444
2012,Imports,TOGO,3111
2012,Imports,BRAZIL,2721
2012,Imports,MOROCCO,2535
2012,Imports,PERU,2284
2012,Imports,SLOVAKIA,596
2012,Imports,ESTONIA,206
2013,Exports,SINGAPORE,2547899885
2013,Exports,HONG KONG,2311956695
2013,Exports,JAPAN,1596614193
2013,Exports,TAIWAN,1106380916
2013,Exports,UNITED STATES,1002697190
2013,Exports,CHINA,922894515
2013,Exports,GERMANY,790850678
2013,Exports,"KOREA, REP. (SOUTH)",671240989
2013,Exports,NETHERLANDS,612756655
2013,Exports,MALAYSIA,350531183
2013,Exports,THAILAND,295911015
2013,Exports,VIETNAM,151175270
2013,Exports,FRANCE,138821729
2013,Exports,SWEDEN,138647451
2013,Exports,AUSTRIA,116075168
2013,Exports,MEXICO,55135568
2013,Exports,INDIA,52930814
2013,Exports,COSTA RICA,41968820
2013,Exports,CANADA,25343619
2013,Exports,BULGARIA,22718578
2013,Exports,BELGIUM,20405046
2013,Exports,SWITZERLAND,20015405
2013,Exports,ITALY,15806832
2013,Exports,INDONESIA,14262265
2013,Exports,CZECH REPUBLIC,13551700
2013,Exports,BRAZIL,13124033
2013,Exports,UNITED KINGDOM,12568730
2013,Exports,NORWAY,12268777
2013,Exports,HUNGARY,9440155
2013,Exports,MALTA,6936984
2013,Exports,AUSTRALIA,6144657
2013,Exports,ISRAEL,5342912
2013,Exports,NETHERLANDS ANTILLES,4992503
2013,Exports,IRELAND,3694202
2013,Exports,TUNISIA,3289863
2013,Exports,"SOUTH AFRICA, REP. OF",2752735
2013,Exports,ROMANIA,2533519
2013,Exports,POLAND,2155364
2013,Exports,"KOREA, DPR (NORTH)",2084137
2013,Exports,PORTUGAL,1875776
2013,Exports,SLOVAKIA,1802361
2013,Exports,TURKEY,1111716
2013,Exports,ESTONIA,818540
2013,Exports,SPAIN,501951
2013,Exports,DENMARK,480637
2013,Exports,FINLAND,450418
2013,Exports,NEW ZEALAND,371409
2013,Exports,RUSSIA,360084
2013,Exports,SLOVENIA,296728
2013,Exports,ARGENTINA,257912
2013,Exports,COLOMBIA,199492
2013,Exports,LITHUANIA,194848
2013,Exports,NEUTRAL ZONE,177381
2013,Exports,MOROCCO,142947
2013,Exports,VIRGIN ISLANDS (U.S.),122155
2013,Exports,IRAN,117853
2013,Exports,"MICRONESIA, FEDERATED STATES OF",106733
2013,Exports,SWAZILAND,83602
2013,Exports,NEPAL,68477
2013,Exports,ANDORRA,55188
2013,Exports,AFGHANISTAN,54545
2013,Exports,SRI LANKA (CEYLON),43831
2013,Exports,URUGUAY,39509
2013,Exports,PERU,38174
2013,Exports,BANGLADESH,37475
2013,Exports,EGYPT ARAB REPUBLIC,35153
2013,Exports,VENEZUELA,27642
2013,Exports,PAPUA NEW GUINEA,27585
2013,Exports,CHILE,22028
2013,Exports,UKRAINE (UKRAINIAN S.S.R.),18349
2013,Exports,BOLIVIA,17527
2013,Exports,ST. HELENA,15411
2013,Exports,SAUDI ARABIA,13120
2013,Exports,QATAR,12312
2013,Exports,TIMOR-LESTE (EAST TIMOR),11454
2013,Exports,LUXEMBOURG,4000
2013,Exports,ECUADOR,3191
2013,Exports,SENEGAL,3000
2013,Exports,U.S. MINOR OUTLYING ISLANDS,2808
2013,Exports,BAHRAIN,2060
2013,Exports,KYRGYZSTAN,1403
2013,Exports,CYPRUS,1248
2013,Exports,GEORGIA,936
2013,Exports,GREECE,924
2013,Exports,MACAU,810
2013,Exports,PARAGUAY,712
2013,Exports,"HONDURAS, REPUBLIC OF",361
2013,Exports,UNITED ARAB EMIRATES,309
2013,Exports,CHAD,163
2013,Exports,ICELAND,152
2013,Exports,OMAN,145
2013,Exports,CROATIA,125
2013,Exports,GUATEMALA,94
2013,Exports,SERBIA,78
2013,Exports,FRENCH POLYNESIA,50
2013,Exports,LIECHTENSTEIN,50
2013,Exports,KENYA,32
2013,Exports,"MOLDOVA, REPUBLIC OF",28
2013,Imports,UNITED STATES,1417325761
2013,Imports,TAIWAN,676364017
2013,Imports,JAPAN,523948438
2013,Imports,"KOREA, REP. (SOUTH)",282691400
2013,Imports,SINGAPORE,262987174
2013,Imports,CHINA,205266112
2013,Imports,MALAYSIA,154872555
2013,Imports,FRANCE,119146127
2013,Imports,GERMANY,87184981
2013,Imports,HONG KONG,60155628
2013,Imports,THAILAND,29839206
2013,Imports,NETHERLANDS,26688926
2013,Imports,UNITED KINGDOM,25639540
2013,Imports,ITALY,11622431
2013,Imports,FINLAND,11057130
2013,Imports,MEXICO,9891616
2013,Imports,MALTA,2874126
2013,Imports,AUSTRIA,1522552
2013,Imports,BELGIUM,1504467
2013,Imports,SPAIN,1168839
2013,Imports,CANADA,799504
2013,Imports,IRELAND,784708
2013,Imports,COSTA RICA,683868
2013,Imports,INDONESIA,360870
2013,Imports,SWITZERLAND,329947
2013,Imports,INDIA,315270
2013,Imports,VIETNAM,294666
2013,Imports,BULGARIA,237812
2013,Imports,SWEDEN,190544
2013,Imports,"SOUTH AFRICA, REP. OF",154704
2013,Imports,ISRAEL,135691
2013,Imports,AUSTRALIA,111057
2013,Imports,POLAND,66091
2013,Imports,DENMARK,63463
2013,Imports,NORWAY,50617
2013,Imports,HUNGARY,46266
2013,Imports,CZECH REPUBLIC,29950
2013,Imports,LIECHTENSTEIN,23671
2013,Imports,UNITED ARAB EMIRATES,16829
2013,Imports,ROMANIA,16031
2013,Imports,MOROCCO,10134
2013,Imports,MACAU,8657
2013,Imports,LUXEMBOURG,4073
2013,Imports,BRAZIL,3304
2013,Imports,TURKEY,1632
2013,Imports,SAUDI ARABIA,1627
2013,Imports,RUSSIA,1514
2013,Imports,SLOVENIA,1257
2013,Imports,CHILE,706
2013,Imports,NEW ZEALAND,565
2013,Imports,NIGERIA,461
2013,Imports,PORTUGAL,427
2013,Imports,OMAN,153
2014,Exports,HONG KONG,3186268611
2014,Exports,SINGAPORE,2791982173
2014,Exports,JAPAN,1893635165
2014,Exports,CHINA,1498657494
2014,Exports,TAIWAN,1458923338
2014,Exports,UNITED STATES,1103668056
2014,Exports,GERMANY,1055630526
2014,Exports,NETHERLANDS,730167231
2014,Exports,"KOREA, REP. (SOUTH)",448300766
2014,Exports,MALAYSIA,415637747
2014,Exports,THAILAND,392969291
2014,Exports,FRANCE,160517238
2014,Exports,SWEDEN,128523236
2014,Exports,VIETNAM,76984753
2014,Exports,AUSTRIA,68578174
2014,Exports,MEXICO,54882606
2014,Exports,SWITZERLAND,48305553
2014,Exports,CZECH REPUBLIC,28570016
2014,Exports,UNITED KINGDOM,27172677
2014,Exports,BELGIUM,22578958
2014,Exports,BULGARIA,15720599
2014,Exports,COSTA RICA,15030513
2014,Exports,CANADA,14253617
2014,Exports,INDONESIA,13769224
2014,Exports,INDIA,12824642
2014,Exports,ITALY,11721036
2014,Exports,BRAZIL,10521588
2014,Exports,HUNGARY,9079060
2014,Exports,ISRAEL,8173502
2014,Exports,IRELAND,7958638
2014,Exports,NETHERLANDS ANTILLES,5698807
2014,Exports,MALTA,4906356
2014,Exports,TUNISIA,3840481
2014,Exports,FINLAND,3308104
2014,Exports,"KOREA, DPR (NORTH)",3299979
2014,Exports,AUSTRALIA,3068557
2014,Exports,POLAND,3039802
2014,Exports,DENMARK,2862933
2014,Exports,ROMANIA,2807181
2014,Exports,PORTUGAL,2503088
2014,Exports,TURKEY,2344718
2014,Exports,"SOUTH AFRICA, REP. OF",2092612
2014,Exports,NORWAY,1993901
2014,Exports,SLOVAKIA,1885913
2014,Exports,AFGHANISTAN,675064
2014,Exports,RUSSIA,580537
2014,Exports,SPAIN,545770
2014,Exports,SAUDI ARABIA,544075
2014,Exports,ESTONIA,475045
2014,Exports,SLOVENIA,431059
2014,Exports,MOROCCO,289908
2014,Exports,SWAZILAND,207234
2014,Exports,CAMBODIA,193778
2014,Exports,MONGOLIA,169785
2014,Exports,UNITED ARAB EMIRATES,160758
2014,Exports,ARGENTINA,158523
2014,Exports,NEW ZEALAND,104957
2014,Exports,UKRAINE (UKRAINIAN S.S.R.),82881
2014,Exports,SRI LANKA (CEYLON),71051
2014,Exports,LITHUANIA,57241
2014,Exports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",52592
2014,Exports,VIRGIN ISLANDS (U.S.),48114
2014,Exports,EGYPT ARAB REPUBLIC,34250
2014,Exports,DJIBOUTI (AFFARS & ISSAS),22746
2014,Exports,SUDAN,15905
2014,Exports,CHILE,14952
2014,Exports,LIECHTENSTEIN,7515
2014,Exports,KENYA,6388
2014,Exports,COLOMBIA,5861
2014,Exports,MACAU,2100
2014,Exports,LIBYAN ARAB JAMAHIRIYA,1760
2014,Exports,IRAQ,1050
2014,Exports,GREECE,1030
2014,Exports,U.S. MINOR OUTLYING ISLANDS,708
2014,Exports,ICELAND,360
2014,Exports,BRUNEI DARUSSALAM,313
2014,Exports,JORDAN,301
2014,Exports,BAHRAIN,250
2014,Exports,FIJI,223
2014,Exports,CROATIA,187
2014,Exports,TUVALU,168
2014,Exports,KYRGYZSTAN,159
2014,Exports,PAPUA NEW GUINEA,149
2014,Exports,MYANMAR,105
2014,Exports,ANTIGUA AND BARBUDA,67
2014,Exports,BOSNIA AND HERZEGOVINA,63
2014,Exports,"HONDURAS, REPUBLIC OF",62
2014,Exports,"MACEDONIA, THE FORMER YUGOSLAV REP. OF",62
2014,Exports,KAZAKHSTAN,57
2014,Exports,NIGERIA,56
2014,Exports,"MOLDOVA, REPUBLIC OF",28
2014,Imports,UNITED STATES,752314381
2014,Imports,TAIWAN,408118706
2014,Imports,SINGAPORE,267587565
2014,Imports,CHINA,248649915
2014,Imports,JAPAN,232444910
2014,Imports,"KOREA, REP. (SOUTH)",206127302
2014,Imports,HONG KONG,90547253
2014,Imports,MALAYSIA,82076053
2014,Imports,THAILAND,41337373
2014,Imports,GERMANY,32159867
2014,Imports,FRANCE,31813586
2014,Imports,MEXICO,13049497
2014,Imports,NETHERLANDS,6771800
2014,Imports,MALTA,6714108
2014,Imports,UNITED KINGDOM,5561995
2014,Imports,FINLAND,4651391
2014,Imports,ITALY,2284465
2014,Imports,AUSTRIA,1564884
2014,Imports,INDONESIA,1213708
2014,Imports,"SOUTH AFRICA, REP. OF",1136875
2014,Imports,SWITZERLAND,936052
2014,Imports,CAYMAN ISLANDS,818961
2014,Imports,BELGIUM,489416
2014,Imports,VIETNAM,414937
2014,Imports,COSTA RICA,412439
2014,Imports,IRELAND,347795
2014,Imports,NORWAY,216875
2014,Imports,SWEDEN,206524
2014,Imports,INDIA,160701
2014,Imports,SAUDI ARABIA,152429
2014,Imports,CANADA,134364
2014,Imports,MOROCCO,130405
2014,Imports,MACAU,125949
2014,Imports,SPAIN,121953
2014,Imports,ISRAEL,85415
2014,Imports,TURKEY,62795
2014,Imports,CZECH REPUBLIC,60409
2014,Imports,UNITED ARAB EMIRATES,41934
2014,Imports,AUSTRALIA,35872
2014,Imports,DENMARK,29466
2014,Imports,SLOVAKIA,25440
2014,Imports,LIECHTENSTEIN,15827
2014,Imports,HUNGARY,11106
2014,Imports,SRI LANKA (CEYLON),8703
2014,Imports,NEW ZEALAND,4268
2014,Imports,BRAZIL,3671
2014,Imports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",2814
2014,Imports,UKRAINE (UKRAINIAN S.S.R.),1329
2014,Imports,ICELAND,1131
2014,Imports,"PAKISTAN, ISLAMIC REP. OF",723
2014,Imports,NORTHERN MARIANA ISLANDS,554
2015,Exports,HONG KONG,4082777961
2015,Exports,SINGAPORE,2943632089
2015,Exports,JAPAN,2272488567
2015,Exports,UNITED STATES,1418531739
2015,Exports,CHINA,1405642513
2015,Exports,GERMANY,1232239710
2015,Exports,TAIWAN,1103822519
2015,Exports,"KOREA, REP. (SOUTH)",642748226
2015,Exports,NETHERLANDS,613731962
2015,Exports,MALAYSIA,470910000
2015,Exports,THAILAND,362284097
2015,Exports,VIETNAM,248673217
2015,Exports,FRANCE,230930503
2015,Exports,MEXICO,103471848
2015,Exports,AUSTRIA,74703682
2015,Exports,"SOUTH AFRICA, REP. OF",43600684
2015,Exports,UNITED KINGDOM,34159026
2015,Exports,CZECH REPUBLIC,33566797
2015,Exports,BELGIUM,29325822
2015,Exports,SWITZERLAND,29310386
2015,Exports,IRELAND,20427226
2015,Exports,BULGARIA,19437825
2015,Exports,CANADA,18021347
2015,Exports,HUNGARY,15944427
2015,Exports,INDIA,14583246
2015,Exports,"KOREA, DPR (NORTH)",12717694
2015,Exports,ISRAEL,12132480
2015,Exports,ITALY,10728436
2015,Exports,INDONESIA,9280961
2015,Exports,BRAZIL,9254108
2015,Exports,ROMANIA,5215336
2015,Exports,PORTUGAL,4888124
2015,Exports,AUSTRALIA,4358434
2015,Exports,TUNISIA,4202180
2015,Exports,POLAND,4106523
2015,Exports,NETHERLANDS ANTILLES,3383982
2015,Exports,FINLAND,2992087
2015,Exports,SLOVAKIA,2803123
2015,Exports,MOROCCO,2786434
2015,Exports,MALTA,2690068
2015,Exports,TURKEY,2547823
2015,Exports,SWEDEN,1791888
2015,Exports,DENMARK,1621218
2015,Exports,NORWAY,1497826
2015,Exports,SPAIN,1359455
2015,Exports,RUSSIA,975438
2015,Exports,ARGENTINA,269660
2015,Exports,ESTONIA,218079
2015,Exports,COLOMBIA,196199
2015,Exports,SLOVENIA,163706
2015,Exports,NEW ZEALAND,159762
2015,Exports,UNITED ARAB EMIRATES,100080
2015,Exports,MACAU,92467
2015,Exports,"MALDIVES, REP. OF",87393
2015,Exports,SWAZILAND,48396
2015,Exports,ICELAND,41449
2015,Exports,UKRAINE (UKRAINIAN S.S.R.),34360
2015,Exports,LIECHTENSTEIN,31486
2015,Exports,LITHUANIA,22010
2015,Exports,EGYPT ARAB REPUBLIC,17818
2015,Exports,CHILE,16055
2015,Exports,U.S. MINOR OUTLYING ISLANDS,13757
2015,Exports,CYPRUS,11453
2015,Exports,DOMINICAN REPUBLIC,10057
2015,Exports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",9994
2015,Exports,VIRGIN ISLANDS (U.S.),5699
2015,Exports,FIJI,2917
2015,Exports,SAUDI ARABIA,2768
2015,Exports,GREECE,2117
2015,Exports,SUDAN,2100
2015,Exports,SRI LANKA (CEYLON),1760
2015,Exports,"TANZANIA, UNITED REP. OF",1565
2015,Exports,OMAN,1455
2015,Exports,MYANMAR,840
2015,Exports,LAOS,449
2015,Exports,GUYANA,382
2015,Exports,BOLIVIA,197
2015,Exports,SERBIA,138
2015,Exports,CROATIA,91
2015,Exports,PERU,87
2015,Exports,NORTHERN MARIANA ISLANDS,75
2015,Exports,MONGOLIA,56
2015,Exports,AFGHANISTAN,47
2015,Exports,GEORGIA,45
2015,Exports,COSTA RICA,28
2015,Imports,UNITED STATES,943576747
2015,Imports,TAIWAN,748898035
2015,Imports,"KOREA, REP. (SOUTH)",708984603
2015,Imports,CHINA,516043241
2015,Imports,JAPAN,399438093
2015,Imports,SINGAPORE,297859382
2015,Imports,MALAYSIA,89442371
2015,Imports,HONG KONG,75548305
2015,Imports,GERMANY,57391745
2015,Imports,THAILAND,52251922
2015,Imports,FRANCE,39581560
2015,Imports,UNITED KINGDOM,16702557
2015,Imports,MEXICO,11715924
2015,Imports,AUSTRIA,8289251
2015,Imports,NETHERLANDS,6609174
2015,Imports,MALTA,4103357
2015,Imports,NORWAY,4096785
2015,Imports,INDONESIA,3885163
2015,Imports,ITALY,3846967
2015,Imports,FINLAND,3593610
2015,Imports,MACAU,1646360
2015,Imports,BELGIUM,1515336
2015,Imports,CAMBODIA,1515195
2015,Imports,CAYMAN ISLANDS,1242656
2015,Imports,SWEDEN,992906
2015,Imports,"KOREA, DPR (NORTH)",860085
2015,Imports,SWITZERLAND,752250
2015,Imports,ISRAEL,549009
2015,Imports,CANADA,463773
2015,Imports,VIETNAM,427732
2015,Imports,BULGARIA,425737
2015,Imports,IRELAND,371564
2015,Imports,CZECH REPUBLIC,338620
2015,Imports,CHILE,273232
2015,Imports,INDIA,216852
2015,Imports,AUSTRALIA,156564
2015,Imports,SPAIN,155925
2015,Imports,ANDORRA,153791
2015,Imports,"SOUTH AFRICA, REP. OF",130397
2015,Imports,TURKEY,97185
2015,Imports,MOROCCO,85688
2015,Imports,HUNGARY,68306
2015,Imports,COSTA RICA,60156
2015,Imports,UNITED ARAB EMIRATES,48890
2015,Imports,TURKS AND CAICOS ISLANDS,45083
2015,Imports,DENMARK,37584
2015,Imports,ROMANIA,28135
2015,Imports,POLAND,22602
2015,Imports,MALI (WEST AFRICA),15906
2015,Imports,SLOVAKIA,14023
2015,Imports,SAUDI ARABIA,13740
2015,Imports,SLOVENIA,11781
2015,Imports,BRAZIL,3734
2015,Imports,NEW ZEALAND,3633
2015,Imports,ECUADOR,2624
2015,Imports,MYANMAR,2605
2015,Imports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",2164
2015,Imports,GREENLAND,2022
2015,Imports,EL SALVADOR,2013
2015,Imports,EGYPT ARAB REPUBLIC,1820
2015,Imports,LITHUANIA,1256
2015,Imports,ICELAND,937
2015,Imports,RWANDA,877
2015,Imports,TUNISIA,807
2015,Imports,RUSSIA,622
2015,Imports,ARGENTINA,462
2015,Imports,CYPRUS,316
2015,Imports,ESTONIA,203
2015,Imports,SENEGAL,185
2015,Imports,GREECE,184
2015,Imports,UKRAINE (UKRAINIAN S.S.R.),114
2015,Imports,DOMINICAN REPUBLIC,68
2015,Imports,CAMEROON,38
2015,Imports,LUXEMBOURG,38
2016,Exports,HONG KONG,3483820334
2016,Exports,SINGAPORE,2358658199
2016,Exports,JAPAN,1317661568
2016,Exports,CHINA,883772548
2016,Exports,TAIWAN,846963795
2016,Exports,UNITED STATES,768889330
2016,Exports,NETHERLANDS,578080947
2016,Exports,GERMANY,401604029
2016,Exports,"KOREA, REP. (SOUTH)",300388264
2016,Exports,MALAYSIA,231386199
2016,Exports,FRANCE,191306054
2016,Exports,THAILAND,159063733
2016,Exports,MEXICO,76973340
2016,Exports,VIETNAM,59051127
2016,Exports,AUSTRIA,27192418
2016,Exports,CZECH REPUBLIC,25461051
2016,Exports,SWITZERLAND,22872099
2016,Exports,IRELAND,16017662
2016,Exports,CANADA,12852579
2016,Exports,HUNGARY,10595815
2016,Exports,ITALY,10459618
2016,Exports,ROMANIA,8123080
2016,Exports,UNITED KINGDOM,7734244
2016,Exports,"SOUTH AFRICA, REP. OF",6570013
2016,Exports,BRAZIL,4606269
2016,Exports,POLAND,4512249
2016,Exports,INDONESIA,4031783
2016,Exports,INDIA,4011189
2016,Exports,AUSTRALIA,3700074
2016,Exports,BELGIUM,3566158
2016,Exports,TUNISIA,3189669
2016,Exports,"KOREA, DPR (NORTH)",2284981
2016,Exports,TURKEY,1689890
2016,Exports,SPAIN,1681956
2016,Exports,MALTA,1470124
2016,Exports,PORTUGAL,1173738
2016,Exports,BULGARIA,1087549
2016,Exports,ISRAEL,961637
2016,Exports,SLOVAKIA,920905
2016,Exports,NORWAY,539325
2016,Exports,RUSSIA,371887
2016,Exports,FINLAND,234624
2016,Exports,NETHERLANDS ANTILLES,218716
2016,Exports,DENMARK,178265
2016,Exports,ESTONIA,162211
2016,Exports,MAURITIUS,70517
2016,Exports,COSTA RICA,54808
2016,Exports,SWEDEN,52786
2016,Exports,EGYPT ARAB REPUBLIC,40689
2016,Exports,FAEROE ISLANDS,36575
2016,Exports,VIRGIN ISLANDS (BRITISH),32253
2016,Exports,MOROCCO,28122
2016,Exports,"MOLDOVA, REPUBLIC OF",17298
2016,Exports,ARGENTINA,16710
2016,Exports,MALAWI,8993
2016,Exports,BAHRAIN,8390
2016,Exports,GREECE,8270
2016,Exports,U.S. MINOR OUTLYING ISLANDS,8000
2016,Exports,MALI (WEST AFRICA),6964
2016,Exports,NEPAL,3707
2016,Exports,SAUDI ARABIA,3045
2016,Exports,LITHUANIA,2700
2016,Exports,UKRAINE (UKRAINIAN S.S.R.),1903
2016,Exports,PAPUA NEW GUINEA,1640
2016,Exports,CHAD,1500
2016,Exports,AFGHANISTAN,904
2016,Exports,MONACO,806
2016,Exports,COLOMBIA,655
2016,Exports,GUATEMALA,655
2016,Exports,PERU,655
2016,Exports,SLOVENIA,344
2016,Exports,NIGERIA,180
2016,Exports,MONGOLIA,168
2016,Exports,BOSNIA AND HERZEGOVINA,143
2016,Exports,SAMOA (WESTERN SAMOA),120
2016,Exports,NEW ZEALAND,108
2016,Exports,KAZAKHSTAN,63
2016,Exports,LEBANON,42
2016,Exports,PANAMA,35
2016,Exports,ETHIOPIA,28
2016,Imports,"KOREA, REP. (SOUTH)",1390297916
2016,Imports,UNITED STATES,1251843932
2016,Imports,TAIWAN,1198099145
2016,Imports,JAPAN,579179314
2016,Imports,CHINA,495945317
2016,Imports,SINGAPORE,451652683
2016,Imports,MALAYSIA,157216267
2016,Imports,HONG KONG,115551519
2016,Imports,THAILAND,71411022
2016,Imports,GERMANY,63762318
2016,Imports,FRANCE,47165918
2016,Imports,UNITED KINGDOM,47067197
2016,Imports,NORWAY,31285756
2016,Imports,ITALY,24720156
2016,Imports,AUSTRIA,15852773
2016,Imports,NETHERLANDS,14882339
2016,Imports,BELGIUM,5108833
2016,Imports,FINLAND,4107143
2016,Imports,MEXICO,3623013
2016,Imports,MALTA,3193914
2016,Imports,INDONESIA,2263805
2016,Imports,SWITZERLAND,2110071
2016,Imports,CANADA,1872542
2016,Imports,IRELAND,1493364
2016,Imports,CZECH REPUBLIC,1200836
2016,Imports,AUSTRALIA,1200655
2016,Imports,SPAIN,1140071
2016,Imports,INDIA,947067
2016,Imports,ISRAEL,599921
2016,Imports,CAYMAN ISLANDS,599010
2016,Imports,HUNGARY,383261
2016,Imports,VIETNAM,378393
2016,Imports,CAMBODIA,363115
2016,Imports,"KOREA, DPR (NORTH)",359297
2016,Imports,"NAURU, REP. OF",225307
2016,Imports,SWEDEN,218674
2016,Imports,"SOUTH AFRICA, REP. OF",203744
2016,Imports,"YEMEN, REPUBLIC OF",166052
2016,Imports,DENMARK,111989
2016,Imports,MOROCCO,83248
2016,Imports,MACAU,71809
2016,Imports,NEW ZEALAND,70760
2016,Imports,POLAND,66779
2016,Imports,ROMANIA,54130
2016,Imports,TURKEY,50155
2016,Imports,RUSSIA,47169
2016,Imports,SLOVENIA,36066
2016,Imports,"PAKISTAN, ISLAMIC REP. OF",34849
2016,Imports,COSTA RICA,33328
2016,Imports,"HONDURAS, REPUBLIC OF",20209
2016,Imports,EGYPT ARAB REPUBLIC,18554
2016,Imports,BULGARIA,13717
2016,Imports,TURKS AND CAICOS ISLANDS,13066
2016,Imports,MALI (WEST AFRICA),12651
2016,Imports,BRAZIL,12620
2016,Imports,UNITED ARAB EMIRATES,9533
2016,Imports,MALAWI,5984
2016,Imports,LUXEMBOURG,4469
2016,Imports,ESTONIA,2763
2016,Imports,SLOVAKIA,2605
2016,Imports,"JAMAICA (EXCLUDES CAYMAN IS.,TURKS,CAICOS)",2200
2016,Imports,SAUDI ARABIA,1381
2016,Imports,NIGER,1290
2016,Imports,LESOTHO,1090
2016,Imports,DOMINICAN REPUBLIC,1049
2016,Imports,LIECHTENSTEIN,1015
2016,Imports,UKRAINE (UKRAINIAN S.S.R.),962
2016,Imports,MYANMAR,794
2016,Imports,JORDAN,703
2016,Imports,BRUNEI DARUSSALAM,446
2016,Imports,KYRGYZSTAN,432
2016,Imports,GUYANA,352
2016,Imports,PORTUGAL,194
2016,Imports,TUNISIA,114
2016,Imports,COLOMBIA,113
2016,Imports,"TANZANIA, UNITED REP. OF",100
2016,Imports,QATAR,38
2016,Imports,KENYA,35
2017,Exports,HONG KONG,4545214920
2017,Exports,SINGAPORE,1971408779
2017,Exports,CHINA,1295860331
2017,Exports,TAIWAN,1096636232
2017,Exports,JAPAN,1094460063
2017,Exports,NETHERLANDS,992751484
2017,Exports,UNITED STATES,777011015
2017,Exports,GERMANY,715524147
2017,Exports,"KOREA, REP. (SOUTH)",489174847
2017,Exports,MALAYSIA,378855037
2017,Exports,THAILAND,266911590
2017,Exports,FRANCE,225282630
2017,Exports,MEXICO,122045406
2017,Exports,VIETNAM,104068493
2017,Exports,CZECH REPUBLIC,29050568
2017,Exports,AUSTRIA,21053974
2017,Exports,ITALY,17618594
2017,Exports,CANADA,17285393
2017,Exports,POLAND,15629667
2017,Exports,SWITZERLAND,13556715
2017,Exports,IRELAND,13232816
2017,Exports,HUNGARY,12878377
2017,Exports,BELGIUM,11918570
2017,Exports,UNITED KINGDOM,11160826
2017,Exports,NETHERLANDS ANTILLES,8271287
2017,Exports,MALTA,6764711
2017,Exports,ROMANIA,5659701
2017,Exports,BULGARIA,4764713
2017,Exports,INDIA,4162126
2017,Exports,TURKEY,3657312
2017,Exports,AUSTRALIA,3347346
2017,Exports,PORTUGAL,2930734
2017,Exports,INDONESIA,2527797
2017,Exports,TUNISIA,2487196
2017,Exports,NEW ZEALAND,2090019
2017,Exports,BRAZIL,2048116
2017,Exports,MOROCCO,1610469
2017,Exports,ISRAEL,1560410
2017,Exports,SPAIN,1501798
2017,Exports,RUSSIA,1028393
2017,Exports,ESTONIA,940701
2017,Exports,SLOVAKIA,767432
2017,Exports,DENMARK,613860
2017,Exports,FINLAND,476070
2017,Exports,AFGHANISTAN,317875
2017,Exports,"SOUTH AFRICA, REP. OF",303365
2017,Exports,NORWAY,293992
2017,Exports,SAUDI ARABIA,288539
2017,Exports,COSTA RICA,180651
2017,Exports,SWEDEN,113710
2017,Exports,ARGENTINA,39879
2017,Exports,HAITI,33833
2017,Exports,MONTENEGRO,32771
2017,Exports,SLOVENIA,18156
2017,Exports,CAMEROON,17250
2017,Exports,UNITED ARAB EMIRATES,15324
2017,Exports,ANDORRA,12448
2017,Exports,ST. HELENA,11809
2017,Exports,VIRGIN ISLANDS (BRITISH),11222
2017,Exports,KENYA,7025
2017,Exports,GREECE,6826
2017,Exports,"TANZANIA, UNITED REP. OF",6816
2017,Exports,UKRAINE (UKRAINIAN S.S.R.),6673
2017,Exports,TIMOR-LESTE (EAST TIMOR),3500
2017,Exports,EGYPT ARAB REPUBLIC,3200
2017,Exports,GHANA,3028
2017,Exports,ERITREA,2373
2017,Exports,FIJI,1460
2017,Exports,MONGOLIA,1400
2017,Exports,SERBIA,814
2017,Exports,BOSNIA AND HERZEGOVINA,445
2017,Exports,COLOMBIA,357
2017,Exports,UGANDA,210
2017,Exports,KAZAKHSTAN,35
2017,Imports,TAIWAN,1806950332
2017,Imports,"KOREA, REP. (SOUTH)",1451483283
2017,Imports,UNITED STATES,1072068585
2017,Imports,JAPAN,878083699
2017,Imports,SINGAPORE,668150390
2017,Imports,CHINA,584089843
2017,Imports,MALAYSIA,238231364
2017,Imports,THAILAND,203806458
2017,Imports,HONG KONG,187993602
2017,Imports,GERMANY,109330589
2017,Imports,UNITED KINGDOM,60743091
2017,Imports,ITALY,60638832
2017,Imports,FRANCE,47108070
2017,Imports,AUSTRIA,20991608
2017,Imports,BELGIUM,19326516
2017,Imports,NETHERLANDS,17681619
2017,Imports,CZECH REPUBLIC,14671180
2017,Imports,ISRAEL,13323914
2017,Imports,VIETNAM,11525108
2017,Imports,SWITZERLAND,8921872
2017,Imports,NORWAY,8756514
2017,Imports,CANADA,2807280
2017,Imports,INDONESIA,1961929
