year,direction,country,mineral_type,value_usd
2008,Exports,CANADA,Copper (74),42085
2008,Exports,BRUNEI DARUSSALAM,Copper (74),37739
2008,Exports,SLOVENIA,"Salt, stone & earths (25)",34717
2008,Exports,"MARSHALL ISLANDS, REP. OF","Salt, stone & earths (25)",34291
2008,Exports,VIETNAM,"Lead, zinc & tin (78-80)",29985
2008,Exports,ITALY,"Salt, stone & earths (25)",20915
2008,Exports,PAPUA NEW GUINEA,Mineral fuels (27),20393
2008,Exports,CHINA,Nickel (75),19790
2008,Exports,BRAZIL,"Salt, stone & earths (25)",19593
2008,Exports,BELGIUM,"Lead, zinc & tin (78-80)",17648
2008,Exports,VIETNAM,Metal ores & concentrates (26),16036
2008,Exports,TURKEY,"Salt, stone & earths (25)",13157
2008,Exports,QATAR,Copper (74),13116
2008,Exports,CANADA,"Salt, stone & earths (25)",12928
2008,Exports,SWEDEN,"Salt, stone & earths (25)",12635
2008,Exports,INDONESIA,Metal ores & concentrates (26),12000
2008,Exports,POLAND,"Salt, stone & earths (25)",11878
2008,Exports,GERMANY,"Lead, zinc & tin (78-80)",11361
2008,Exports,UNITED ARAB EMIRATES,Copper (74),9653
2008,Exports,UNITED KINGDOM,Copper (74),9250
2008,Exports,NEW ZEALAND (EXCLUDES WESTERN SAMOA),"Salt, stone & earths (25)",8794
2008,Exports,BRUNEI DARUSSALAM,"Salt, stone & earths (25)",7755
2008,Exports,BANGLADESH,Copper (74),7500
2008,Exports,CHINA,Gold (7108),7492
2008,Exports,PAPUA NEW GUINEA,Copper (74),4933
2008,Exports,BRAZIL,"Lead, zinc & tin (78-80)",4634
2008,Exports,IRAN,"Salt, stone & earths (25)",4427
2008,Exports,"MICRONESIA, FEDERATED STATES OF",Copper (74),4160
2008,Exports,COLOMBIA,"Lead, zinc & tin (78-80)",3300
2008,Exports,"MARSHALL ISLANDS, REP. OF",Copper (74),2880
2008,Exports,BURUNDI,"Salt, stone & earths (25)",2000
2008,Exports,DENMARK,"Lead, zinc & tin (78-80)",1358
2008,Exports,BAHRAIN,"Salt, stone & earths (25)",1240
2008,Exports,ITALY,"Lead, zinc & tin (78-80)",1021
2008,Exports,TAIWAN,Nickel (75),840
2008,Exports,NEW ZEALAND (EXCLUDES WESTERN SAMOA),Copper (74),634
2008,Exports,VANUATU (NEW HEBRIDES),"Salt, stone & earths (25)",464
2008,Exports,ISRAEL,"Salt, stone & earths (25)",400
2008,Exports,RUSSIA,"Salt, stone & earths (25)",400
2008,Exports,BANGLADESH,"Salt, stone & earths (25)",300
2008,Exports,MEXICO,"Salt, stone & earths (25)",300
2008,Imports,SAUDI ARABIA,Mineral fuels (27),5041452912
2008,Imports,SINGAPORE,Mineral fuels (27),2002508397
2008,Imports,UNITED ARAB EMIRATES,Mineral fuels (27),1352782405
2008,Imports,TAIWAN,Mineral fuels (27),993824076
2008,Imports,MALAYSIA,Mineral fuels (27),927717891
2008,Imports,"KOREA, REP. (SOUTH)",Mineral fuels (27),742539957
2008,Imports,INDONESIA,Mineral fuels (27),473518460
2008,Imports,AUSTRALIA,Mineral fuels (27),297758557
2008,Imports,IRAN,Mineral fuels (27),262208399
2008,Imports,CHINA,Mineral fuels (27),209199289
2008,Imports,QATAR,Mineral fuels (27),136421600
2008,Imports,JAPAN,Gold (7108),113804693
2008,Imports,THAILAND,Mineral fuels (27),109322480
2008,Imports,JAPAN,Mineral fuels (27),107107987
2008,Imports,PAPUA NEW GUINEA,Metal ores & concentrates (26),89002020
2008,Imports,BRUNEI DARUSSALAM,Mineral fuels (27),82529880
2008,Imports,"KOREA, REP. (SOUTH)",Copper (74),79456198
2008,Imports,INDONESIA,Metal ores & concentrates (26),74507603
2008,Imports,JAPAN,Copper (74),70695314
2008,Imports,TAIWAN,Copper (74),69386879
2008,Imports,AUSTRALIA,Copper (74),69094049
2008,Imports,AUSTRALIA,Metal ores & concentrates (26),68077512
2008,Imports,CHILE,Metal ores & concentrates (26),64223722
2008,Imports,HONG KONG,Gold (7108),52211317
2008,Imports,KUWAIT,Mineral fuels (27),42454148
2008,Imports,ARGENTINA,Metal ores & concentrates (26),31139252
2008,Imports,RUSSIA,Mineral fuels (27),30438983
2008,Imports,MALAYSIA,Gold (7108),27689909
2008,Imports,"KOREA, REP. (SOUTH)",Gold (7108),25485231
2008,Imports,CHINA,"Salt, stone & earths (25)",22808932
2008,Imports,INDONESIA,Copper (74),22142230
2008,Imports,MALAYSIA,"Salt, stone & earths (25)",22048017
2008,Imports,CHINA,Copper (74),20080333
2008,Imports,AUSTRALIA,"Salt, stone & earths (25)",19418352
2008,Imports,MALAYSIA,Copper (74),15654279
2008,Imports,THAILAND,"Salt, stone & earths (25)",15377602
2008,Imports,"SOUTH AFRICA, REP. OF",Metal ores & concentrates (26),15085053
2008,Imports,BRAZIL,Metal ores & concentrates (26),13835823
2008,Imports,"KOREA, REP. (SOUTH)","Lead, zinc & tin (78-80)",13761789
2008,Imports,ALGERIA,"Salt, stone & earths (25)",13492046
2008,Imports,THAILAND,Copper (74),12682860
2008,Imports,CANADA,"Salt, stone & earths (25)",12576498
2008,Imports,JAPAN,"Lead, zinc & tin (78-80)",12131185
2008,Imports,CANADA,Metal ores & concentrates (26),11367548
2008,Imports,MAURITIUS,Metal ores & concentrates (26),11354138
2008,Imports,SINGAPORE,Copper (74),11151319
2008,Imports,CHINA,Metal ores & concentrates (26),9620040
2008,Imports,UNITED STATES,Mineral fuels (27),8815057
2008,Imports,TAIWAN,"Salt, stone & earths (25)",8346320
2008,Imports,EGYPT ARAB REPUBLIC,"Salt, stone & earths (25)",7783133
2008,Imports,INDIA,Copper (74),7716412
2008,Imports,GIBRALTAR,Metal ores & concentrates (26),7630120
2008,Imports,PERU,Metal ores & concentrates (26),7473801
2008,Imports,CHILE,Copper (74),6817246
2008,Imports,"SOUTH AFRICA, REP. OF",Copper (74),6685198
2008,Imports,ISRAEL,Mineral fuels (27),6568123
2008,Imports,JAPAN,"Salt, stone & earths (25)",6340521
2008,Imports,MALAYSIA,Metal ores & concentrates (26),5764511
2008,Imports,GERMANY,Copper (74),5759108
2008,Imports,UNITED STATES,"Salt, stone & earths (25)",4929360
2008,Imports,SINGAPORE,Gold (7108),4893267
2008,Imports,CANADA,"Lead, zinc & tin (78-80)",4521374
2008,Imports,HONG KONG,Copper (74),4253988
2008,Imports,SINGAPORE,"Salt, stone & earths (25)",3992420
2008,Imports,UNITED STATES,Copper (74),3770615
2008,Imports,UNITED STATES,Gold (7108),3761015
2008,Imports,RUSSIA,Copper (74),3416535
2008,Imports,VIETNAM,"Salt, stone & earths (25)",3315249
2008,Imports,HONG KONG,Mineral fuels (27),3181568
2008,Imports,VIETNAM,Mineral fuels (27),2988110
2008,Imports,SINGAPORE,"Lead, zinc & tin (78-80)",2862318
2008,Imports,JAPAN,Nickel (75),2700869
2008,Imports,BERMUDA,Mineral fuels (27),2470825
2008,Imports,INDIA,"Salt, stone & earths (25)",2454196
2008,Imports,CHINA,Nickel (75),2428424
2008,Imports,HONG KONG,"Lead, zinc & tin (78-80)",2366612
2008,Imports,UNITED ARAB EMIRATES,"Lead, zinc & tin (78-80)",2330098
2008,Imports,JAPAN,Metal ores & concentrates (26),2230789
2008,Imports,INDONESIA,"Salt, stone & earths (25)",2179987
2008,Imports,OMAN,Mineral fuels (27),2062563
2008,Imports,UNITED STATES,"Lead, zinc & tin (78-80)",1853041
2008,Imports,GERMANY,"Lead, zinc & tin (78-80)",1605964
2008,Imports,TAIWAN,"Lead, zinc & tin (78-80)",1544980
2008,Imports,AUSTRALIA,"Lead, zinc & tin (78-80)",1428960
2008,Imports,INDONESIA,"Lead, zinc & tin (78-80)",1355566
2008,Imports,SAUDI ARABIA,Copper (74),1332157
2008,Imports,MALAYSIA,Nickel (75),1285792
2008,Imports,"KOREA, REP. (SOUTH)","Salt, stone & earths (25)",1171432
2008,Imports,INDIA,Mineral fuels (27),1094018
2008,Imports,CHINA,"Lead, zinc & tin (78-80)",1087369
2008,Imports,CUBA,Mineral fuels (27),999013
2008,Imports,UNITED KINGDOM,"Salt, stone & earths (25)",892566
2008,Imports,GERMANY,"Salt, stone & earths (25)",841759
2008,Imports,NETHERLANDS,Mineral fuels (27),830381
2008,Imports,HONG KONG,"Salt, stone & earths (25)",804956
2008,Imports,THAILAND,"Lead, zinc & tin (78-80)",679822
2008,Imports,SINGAPORE,Nickel (75),637109
2008,Imports,CUBA,Copper (74),526761
2008,Imports,AUSTRIA,Nickel (75),518471
2008,Imports,IRAQ,"Salt, stone & earths (25)",494867
2008,Imports,SWITZERLAND,"Lead, zinc & tin (78-80)",492033
2008,Imports,UNITED ARAB EMIRATES,Copper (74),490628
2008,Imports,THAILAND,Gold (7108),489373
2008,Imports,TURKEY,Mineral fuels (27),472699
2008,Imports,CANADA,Nickel (75),469728
2008,Imports,NETHERLANDS,Copper (74),462471
2008,Imports,TAIWAN,Nickel (75),456347
2008,Imports,MALAYSIA,"Lead, zinc & tin (78-80)",414412
2008,Imports,INDIA,"Lead, zinc & tin (78-80)",363972
2008,Imports,UNITED KINGDOM,Nickel (75),349451
2008,Imports,GERMANY,Gold (7108),332157
2008,Imports,FRANCE,Mineral fuels (27),325582
2008,Imports,SWEDEN,Copper (74),290929
2008,Imports,UNITED KINGDOM,Copper (74),285198
2008,Imports,FRANCE,"Salt, stone & earths (25)",284355
2008,Imports,GERMANY,Mineral fuels (27),242053
2008,Imports,SINGAPORE,Metal ores & concentrates (26),224549
2008,Imports,NEW ZEALAND,Copper (74),221738
2008,Imports,FRANCE,Copper (74),188806
2008,Imports,QATAR,Copper (74),180027
2008,Imports,UNITED KINGDOM,Mineral fuels (27),175550
2008,Imports,"KOREA, REP. (SOUTH)",Nickel (75),166688
2008,Imports,NEW ZEALAND,"Salt, stone & earths (25)",164103
2008,Imports,ISRAEL,"Salt, stone & earths (25)",162673
2008,Imports,UKRAINE (UKRAINIAN S.S.R.),Metal ores & concentrates (26),146216
2008,Imports,ITALY,Copper (74),138028
2008,Imports,BRAZIL,"Salt, stone & earths (25)",134489
2008,Imports,HONG KONG,Nickel (75),122386
2008,Imports,NETHERLANDS,"Salt, stone & earths (25)",118618
2008,Imports,SWEDEN,"Lead, zinc & tin (78-80)",115344
2008,Imports,ITALY,Mineral fuels (27),94160
2008,Imports,UKRAINE (UKRAINIAN S.S.R.),"Salt, stone & earths (25)",92252
2008,Imports,"SOUTH AFRICA, REP. OF",Mineral fuels (27),86497
2008,Imports,SWITZERLAND,Gold (7108),85767
2008,Imports,THAILAND,Nickel (75),84959
2008,Imports,"PAKISTAN, ISLAMIC REP. OF",Mineral fuels (27),78140
2008,Imports,UNITED KINGDOM,"Lead, zinc & tin (78-80)",75470
2008,Imports,TAIWAN,Gold (7108),74904
2008,Imports,MEXICO,Gold (7108),74081
2008,Imports,THAILAND,Metal ores & concentrates (26),71572
2008,Imports,TURKEY,"Salt, stone & earths (25)",70238
2008,Imports,SWITZERLAND,"Salt, stone & earths (25)",63891
2008,Imports,HONG KONG,Metal ores & concentrates (26),53100
2008,Imports,SWEDEN,Mineral fuels (27),51481
2008,Imports,UNITED KINGDOM,Metal ores & concentrates (26),51295
2008,Imports,NORWAY,"Salt, stone & earths (25)",51223
2008,Imports,VIETNAM,Copper (74),48987
2008,Imports,SWITZERLAND,Copper (74),47157
2008,Imports,TAIWAN,Metal ores & concentrates (26),46456
2008,Imports,CANADA,Mineral fuels (27),40620
2008,Imports,NETHERLANDS,"Lead, zinc & tin (78-80)",39768
2008,Imports,NEW ZEALAND,Mineral fuels (27),38343
2008,Imports,ITALY,"Lead, zinc & tin (78-80)",35052
2008,Imports,BELGIUM,Mineral fuels (27),34857
2008,Imports,UNITED ARAB EMIRATES,Metal ores & concentrates (26),34220
2008,Imports,ITALY,"Salt, stone & earths (25)",33734
2008,Imports,VIETNAM,"Lead, zinc & tin (78-80)",29513
2008,Imports,GERMANY,Nickel (75),27227
2008,Imports,INDIA,Nickel (75),24129
2008,Imports,UNITED STATES,Nickel (75),20483
2008,Imports,"SOUTH AFRICA, REP. OF","Salt, stone & earths (25)",20292
2008,Imports,BELGIUM,"Salt, stone & earths (25)",19933
2008,Imports,MEXICO,"Lead, zinc & tin (78-80)",18520
2008,Imports,DENMARK,Gold (7108),17240
2008,Imports,"PAKISTAN, ISLAMIC REP. OF",Copper (74),16126
2008,Imports,POLAND,"Lead, zinc & tin (78-80)",14773
2008,Imports,BELGIUM,Copper (74),13537
2008,Imports,SPAIN,Mineral fuels (27),13465
2008,Imports,UNITED STATES,Metal ores & concentrates (26),12022
2008,Imports,NEW ZEALAND,"Lead, zinc & tin (78-80)",9660
2008,Imports,FRANCE,Nickel (75),6647
2008,Imports,"SOUTH AFRICA, REP. OF","Lead, zinc & tin (78-80)",6621
2008,Imports,NEPAL,Copper (74),6360
2008,Imports,SWEDEN,"Salt, stone & earths (25)",6170
2008,Imports,SWITZERLAND,Metal ores & concentrates (26),6078
2008,Imports,FRANCE,Gold (7108),5418
2008,Imports,BRAZIL,Copper (74),5256
2008,Imports,MEXICO,Copper (74),4352
2008,Imports,SPAIN,"Salt, stone & earths (25)",4100
2008,Imports,SWITZERLAND,Mineral fuels (27),3515
2008,Imports,FRANCE,"Lead, zinc & tin (78-80)",3360
2008,Imports,NETHERLANDS,Metal ores & concentrates (26),3131
2008,Imports,"PAKISTAN, ISLAMIC REP. OF","Salt, stone & earths (25)",3089
2008,Imports,CANADA,Copper (74),3057
2008,Imports,IRELAND,"Salt, stone & earths (25)",2624
2008,Imports,MALAWI,"Salt, stone & earths (25)",2564
2008,Imports,DENMARK,"Salt, stone & earths (25)",1737
2008,Imports,NETHERLANDS,Nickel (75),1163
2008,Imports,PACIFIC TRUST TERRITORY,Copper (74),760
2008,Imports,LUXEMBOURG,Copper (74),500
2008,Imports,LUXEMBOURG,"Lead, zinc & tin (78-80)",360
2009,Exports,CHINA,Copper (74),238757031
2009,Exports,JAPAN,Metal ores & concentrates (26),218110582
2009,Exports,"KOREA, REP. (SOUTH)",Copper (74),211454188
2009,Exports,THAILAND,Copper (74),181798985
2009,Exports,CHINA,Metal ores & concentrates (26),178613255
2009,Exports,"KOREA, REP. (SOUTH)",Mineral fuels (27),139336490
2009,Exports,SINGAPORE,Mineral fuels (27),132703280
2009,Exports,HONG KONG,Gold (7108),132651397
2009,Exports,TAIWAN,Mineral fuels (27),117132688
2009,Exports,THAILAND,Mineral fuels (27),111973936
2009,Exports,CHINA,Mineral fuels (27),74194003
2009,Exports,HONG KONG,Copper (74),47249723
2009,Exports,MALAYSIA,Mineral fuels (27),46393688
2009,Exports,VIETNAM,Copper (74),39636212
2009,Exports,TAIWAN,Gold (7108),37634611
2009,Exports,INDIA,Mineral fuels (27),34485948
2009,Exports,JAPAN,Copper (74),34440852
2009,Exports,TAIWAN,Copper (74),26440909
2009,Exports,AUSTRALIA,Copper (74),23150963
2009,Exports,SWITZERLAND,Gold (7108),19713011
2009,Exports,INDONESIA,Mineral fuels (27),13963881
2009,Exports,VIETNAM,Mineral fuels (27),13826359
2009,Exports,JAPAN,Gold (7108),13430230
2009,Exports,"KOREA, REP. (SOUTH)",Metal ores & concentrates (26),12740043
2009,Exports,MALAYSIA,Gold (7108),11329024
2009,Exports,AUSTRALIA,Metal ores & concentrates (26),9244089
2009,Exports,AUSTRALIA,Mineral fuels (27),9107517
2009,Exports,MALAYSIA,"Salt, stone & earths (25)",7538899
2009,Exports,HONG KONG,Mineral fuels (27),7110008
2009,Exports,GREECE,Metal ores & concentrates (26),5791810
2009,Exports,INDONESIA,Copper (74),5077664
2009,Exports,MALAYSIA,"Lead, zinc & tin (78-80)",4871228
2009,Exports,JAPAN,"Salt, stone & earths (25)",4376604
2009,Exports,TAIWAN,"Salt, stone & earths (25)",4259920
2009,Exports,TAIWAN,"Lead, zinc & tin (78-80)",4200365
2009,Exports,NIGERIA,"Salt, stone & earths (25)",3710500
2009,Exports,"KOREA, REP. (SOUTH)","Lead, zinc & tin (78-80)",3289144
2009,Exports,BANGLADESH,"Lead, zinc & tin (78-80)",2547422
2009,Exports,UNITED STATES,"Salt, stone & earths (25)",2247377
2009,Exports,MALAYSIA,Copper (74),2137588
2009,Exports,SINGAPORE,Copper (74),2050031
2009,Exports,SINGAPORE,"Salt, stone & earths (25)",1508077
2009,Exports,"KOREA, REP. (SOUTH)","Salt, stone & earths (25)",1479791
2009,Exports,CAMBODIA,Mineral fuels (27),1137061
2009,Exports,INDONESIA,"Lead, zinc & tin (78-80)",1109516
2009,Exports,INDONESIA,Gold (7108),1008734
2009,Exports,PAPUA NEW GUINEA,Mineral fuels (27),1001412
2009,Exports,ECUADOR,"Salt, stone & earths (25)",960000
2009,Exports,INDIA,"Lead, zinc & tin (78-80)",956476
2009,Exports,CHINA,"Salt, stone & earths (25)",955738
2009,Exports,INDIA,"Salt, stone & earths (25)",735920
2009,Exports,INDIA,Metal ores & concentrates (26),669876
2009,Exports,MACAU,Copper (74),630083
2009,Exports,JAPAN,Mineral fuels (27),615263
2009,Exports,CHINA,"Lead, zinc & tin (78-80)",569072
2009,Exports,SINGAPORE,"Lead, zinc & tin (78-80)",387065
2009,Exports,"KOREA, REP. (SOUTH)",Gold (7108),378686
2009,Exports,VIETNAM,"Salt, stone & earths (25)",374690
2009,Exports,THAILAND,Gold (7108),358330
2009,Exports,SINGAPORE,Gold (7108),355372
2009,Exports,JAPAN,"Lead, zinc & tin (78-80)",350116
2009,Exports,HONG KONG,Metal ores & concentrates (26),326851
2009,Exports,THAILAND,"Lead, zinc & tin (78-80)",323906
2009,Exports,INDIA,Copper (74),285116
2009,Exports,VIETNAM,Metal ores & concentrates (26),243845
2009,Exports,NEW CALEDONIA,"Salt, stone & earths (25)",236313
2009,Exports,AUSTRALIA,"Salt, stone & earths (25)",184768
2009,Exports,"PAKISTAN, ISLAMIC REP. OF","Lead, zinc & tin (78-80)",174133
2009,Exports,PAPUA NEW GUINEA,"Lead, zinc & tin (78-80)",166424
2009,Exports,UNITED STATES,"Lead, zinc & tin (78-80)",158341
2009,Exports,NETHERLANDS,"Lead, zinc & tin (78-80)",150950
2009,Exports,PAPUA NEW GUINEA,"Salt, stone & earths (25)",140800
2009,Exports,THAILAND,"Salt, stone & earths (25)",135804
2009,Exports,HONG KONG,"Salt, stone & earths (25)",134711
2009,Exports,NETHERLANDS,"Salt, stone & earths (25)",105555
2009,Exports,SOLOMON ISLANDS (BRITISH),"Salt, stone & earths (25)",99048
2009,Exports,INDONESIA,"Salt, stone & earths (25)",86325
2009,Exports,UNITED KINGDOM,"Salt, stone & earths (25)",71071
2009,Exports,"MICRONESIA, FEDERATED STATES OF","Salt, stone & earths (25)",65588
2009,Exports,CANADA,Copper (74),57942
2009,Exports,UNITED STATES,Copper (74),55840
2009,Exports,"KOREA, REP. (SOUTH)",Nickel (75),55789
2009,Exports,GERMANY,"Salt, stone & earths (25)",52854
2009,Exports,UNITED KINGDOM,"Lead, zinc & tin (78-80)",49416
2009,Exports,VIETNAM,"Lead, zinc & tin (78-80)",46830
2009,Exports,BELGIUM,Metal ores & concentrates (26),42000
2009,Exports,FRANCE,"Salt, stone & earths (25)",41976
2009,Exports,AUSTRALIA,"Lead, zinc & tin (78-80)",41107
2009,Exports,AUSTRIA,Mineral fuels (27),40481
2009,Exports,PACIFIC TRUST TERRITORY,Copper (74),40411
2009,Exports,GERMANY,"Lead, zinc & tin (78-80)",39664
2009,Exports,UNITED STATES,Metal ores & concentrates (26),36344
2009,Exports,BELGIUM,"Salt, stone & earths (25)",32858
2009,Exports,JAPAN,Nickel (75),32201
2009,Exports,PACIFIC TRUST TERRITORY,"Salt, stone & earths (25)",30876
2009,Exports,"MICRONESIA, FEDERATED STATES OF",Mineral fuels (27),26972
2009,Exports,TAIWAN,Metal ores & concentrates (26),26026
2009,Exports,CHINA,Gold (7108),24621
2009,Exports,"MARSHALL ISLANDS, REP. OF","Salt, stone & earths (25)",22612
2009,Exports,"PALAU, REP. OF","Salt, stone & earths (25)",21385
2009,Exports,NIGERIA,Mineral fuels (27),20160
2009,Exports,CANADA,"Salt, stone & earths (25)",18619
2009,Exports,NEW ZEALAND,"Salt, stone & earths (25)",17453
2009,Exports,BRAZIL,"Salt, stone & earths (25)",15673
2009,Exports,UNITED STATES,Mineral fuels (27),15445
2009,Exports,PAPUA NEW GUINEA,Copper (74),15421
2009,Exports,"SOUTH AFRICA, REP. OF","Salt, stone & earths (25)",14214
2009,Exports,LUXEMBOURG,Gold (7108),13987
2009,Exports,"MICRONESIA, FEDERATED STATES OF",Copper (74),13160
2009,Exports,UNITED ARAB EMIRATES,"Lead, zinc & tin (78-80)",10895
2009,Exports,SINGAPORE,Metal ores & concentrates (26),10600
2009,Exports,QATAR,"Salt, stone & earths (25)",10352
2009,Exports,"PALAU, REP. OF",Mineral fuels (27),9363
2009,Exports,UNITED KINGDOM,Copper (74),8750
2009,Exports,RUSSIA,"Salt, stone & earths (25)",7696
2009,Exports,KUWAIT,"Salt, stone & earths (25)",7398
2009,Exports,ISRAEL,"Salt, stone & earths (25)",6891
2009,Exports,BRUNEI DARUSSALAM,"Salt, stone & earths (25)",6680
2009,Exports,POLAND,"Salt, stone & earths (25)",6216
2009,Exports,BAHRAIN,"Salt, stone & earths (25)",5136
2009,Exports,ITALY,"Salt, stone & earths (25)",2500
2009,Exports,"HONDURAS, REPUBLIC OF","Salt, stone & earths (25)",2100
2009,Exports,SINGAPORE,Nickel (75),2064
2009,Exports,BURUNDI,"Salt, stone & earths (25)",2050
2009,Exports,HONG KONG,"Lead, zinc & tin (78-80)",2000
2009,Exports,AUSTRALIA,Nickel (75),1844
2009,Exports,SWITZERLAND,"Lead, zinc & tin (78-80)",1639
2009,Exports,"PAKISTAN, ISLAMIC REP. OF","Salt, stone & earths (25)",1100
2009,Exports,MALAYSIA,Metal ores & concentrates (26),943
2009,Exports,BRAZIL,Copper (74),820
2009,Exports,"MALDIVES, REP. OF",Mineral fuels (27),584
2009,Exports,"PALAU, REP. OF",Copper (74),567
2009,Exports,LEBANON,Copper (74),526
2009,Exports,UNITED ARAB EMIRATES,"Salt, stone & earths (25)",300
2009,Exports,KIRIBATI,"Salt, stone & earths (25)",150
2009,Imports,SAUDI ARABIA,Mineral fuels (27),1520600835
2009,Imports,SINGAPORE,Mineral fuels (27),1079092495
2009,Imports,UNITED ARAB EMIRATES,Mineral fuels (27),786794610
2009,Imports,TAIWAN,Mineral fuels (27),772722942
2009,Imports,"KOREA, REP. (SOUTH)",Mineral fuels (27),767676152
2009,Imports,QATAR,Mineral fuels (27),572714771
2009,Imports,INDONESIA,Mineral fuels (27),511240030
2009,Imports,MALAYSIA,Mineral fuels (27),446665790
2009,Imports,CHINA,Mineral fuels (27),310418824
2009,Imports,JAPAN,Mineral fuels (27),289273538
2009,Imports,INDONESIA,Metal ores & concentrates (26),256182162
2009,Imports,PAPUA NEW GUINEA,Metal ores & concentrates (26),204775525
2009,Imports,AUSTRALIA,Mineral fuels (27),149337373
2009,Imports,RUSSIA,Mineral fuels (27),148181086
2009,Imports,THAILAND,Mineral fuels (27),104805549
2009,Imports,PERU,Metal ores & concentrates (26),97559659
2009,Imports,ARGENTINA,Metal ores & concentrates (26),94066478
2009,Imports,AUSTRALIA,Metal ores & concentrates (26),87663711
2009,Imports,OMAN,Mineral fuels (27),83547482
2009,Imports,CHILE,Metal ores & concentrates (26),67515244
2009,Imports,JAPAN,Gold (7108),65563997
2009,Imports,IRAN,Mineral fuels (27),62842827
2009,Imports,JAPAN,Copper (74),57889659
