Geographic location,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2012=100)
..REGION XII (SOCCSKSARGEN),RECREATION AND CULTURE,0.04880820
..REGION XII (SOCCSKSARGEN),AUDIO-VISUAL PHOTOGRAPHY AND INFORMATION PROCESSING EQUIPMENT,0.01171160
..REGION XII (SOCCSKSARGEN),"Equipment for the reception, recording and reproduction of sound and pictures (D)",0.00890662
..REGION XII (SOCCSKSARGEN),Photographic and cinematographic equipment and optical instruments (D),..
..REGION XII (SOCCSKSARGEN),Information processing equipment (D),0.00270562
..REGION XII (SOCCSKSARGEN),Recording media (SD),0.00005792
..REGION XII (SOCCSKSARGEN),"Repair of audio-visual, photographic and information processing equipment (S)",0.00004144
..REGION XII (SOCCSKSARGEN),OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,..
..REGION XII (SOCCSKSARGEN),Musical instruments and major durables for indoor recreation (D),..
..REGION XII (SOCCSKSARGEN),"OTHER RECREATIONAL ITEMS AND EQUIPMENT, GARDENS AND PETS",0.00267542
..REGION XII (SOCCSKSARGEN),"Games, toys and hobbies (SD)",0.00211930
..REGION XII (SOCCSKSARGEN),"Equipment for sport, camping and open-air recreation (SD)",0.00010658
..REGION XII (SOCCSKSARGEN),"Gardens, plants and flowers (ND)",0.00000474
..REGION XII (SOCCSKSARGEN),Pets and related products (ND),0.00044480
..REGION XII (SOCCSKSARGEN),RECREATIONAL AND CULTURAL SERVICES,0.00416409
..REGION XII (SOCCSKSARGEN),Recreational and sporting services (S),0.00011515
..REGION XII (SOCCSKSARGEN),Cultural services (S),0.00050745
..REGION XII (SOCCSKSARGEN),Games of chance (S),0.00354149
..REGION XII (SOCCSKSARGEN),NEWSPAPERS. BOOKS AND STATIONERY,0.03025709
..REGION XII (SOCCSKSARGEN),Books (SD),0.00122623
..REGION XII (SOCCSKSARGEN),Newspapers and periodicals (ND),0.00024390
..REGION XII (SOCCSKSARGEN),Miscellaneous printed matter (ND),0.00035296
..REGION XII (SOCCSKSARGEN),Stationery and drawing materials (ND),0.02843400
..REGION XII (SOCCSKSARGEN),EDUCATION,0.09875428
..REGION XII (SOCCSKSARGEN),PRE-PRIMARY (PRE-SCHOOL) AND PRIMARY (ELEMENTARY) EDUCATION,0.02924527
..REGION XII (SOCCSKSARGEN),Pre-primary education services (S),0.00448136
..REGION XII (SOCCSKSARGEN),Primary education services (S),0.02476391
..REGION XII (SOCCSKSARGEN),SECONDARY (HIGH SCHOOL) EDUCATION,0.01982517
..REGION XII (SOCCSKSARGEN),Secondary education services (S),0.01982517
..REGION XII (SOCCSKSARGEN),POST-SECONDARY NON-TERTIARY (TECHNICAL-VOCATIONAL) EDUCATION,0.00263932
..REGION XII (SOCCSKSARGEN),Post-secondary non-tertiary education services (S),0.00263932
..REGION XII (SOCCSKSARGEN),TERTIARY (BACCALAUREATE AND POST-GRADUATE) EDUCATION,0.04704452
..REGION XII (SOCCSKSARGEN),First stage of tertiary education services (S),0.03954190
..REGION XII (SOCCSKSARGEN),Second stage of tertiary education services (S),0.00750262
..REGION XII (SOCCSKSARGEN),EDUCATION NOT DEFINABLE BY LEVEL,..
..REGION XII (SOCCSKSARGEN),Education services not definable by level (S),..
..REGION XII (SOCCSKSARGEN),RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.66681083
..REGION XII (SOCCSKSARGEN),CATERING SERVICES,0.36272173
..REGION XII (SOCCSKSARGEN),"Restaurants, cafes and the like (S)",0.36272173
..REGION XII (SOCCSKSARGEN),PERSONAL CARE,0.26795555
..REGION XII (SOCCSKSARGEN),Hairdressing salons and personal grooming establishments (S),0.02867661
..REGION XII (SOCCSKSARGEN),Electric appliances for personal care (SD),..
..REGION XII (SOCCSKSARGEN),"Other appliances, articles and products for personal care (ND)",0.23927894
..REGION XII (SOCCSKSARGEN),"PERSONAL EFFECTS, N.E.C.",0.03272707
..REGION XII (SOCCSKSARGEN),"Jewellery, clocks and watches (D)",0.02220297
..REGION XII (SOCCSKSARGEN),Other personal effects (SD),0.01052410
..REGION XII (SOCCSKSARGEN),"OTHER SERVICES, n.e.c.",0.00340648
..REGION XII (SOCCSKSARGEN),"Other services, n.e.c.",0.00340648
..REGION XIII (CARAGA),ALL ITEMS,3.46494402
..REGION XIII (CARAGA),FOOD AND NON-ALCOHOLIC BEVERAGES,2.14797316
..REGION XIII (CARAGA),FOOD,2.03034916
..REGION XIII (CARAGA),Bread and cereals (ND),1.06663635
..REGION XIII (CARAGA),Rice,0.85939862
..REGION XIII (CARAGA),Corn,0.10217363
..REGION XIII (CARAGA),"Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.10506410
..REGION XIII (CARAGA),Meat (ND),0.16614314
..REGION XIII (CARAGA),Fish  and Seafood (ND),0.35761697
..REGION XIII (CARAGA),"Milk, cheese and eggs (ND)",0.11530493
..REGION XIII (CARAGA),Oils and fats (ND),0.02715543
..REGION XIII (CARAGA),Fruit (ND),0.05488743
..REGION XIII (CARAGA),Vegetables (ND),0.15139403
..REGION XIII (CARAGA),"Sugar, jam, honey, chocolate and confectionery (ND)",0.03953629
..REGION XIII (CARAGA),Food products n.e.c. (ND),0.05167459
..REGION XIII (CARAGA),NON-ALCOHOLIC BEVERAGES,0.11762400
..REGION XIII (CARAGA),"Coffee, tea and cocoa (ND)",0.07634778
..REGION XIII (CARAGA),"Mineral water, soft drinks, fruit and vegetable juices (ND)",0.04127622
..REGION XIII (CARAGA),ALCOHOLIC BEVERAGES AND TOBACCO,0.06680736
..REGION XIII (CARAGA),ALCOHOLIC BEVERAGES,0.02303492
..REGION XIII (CARAGA),Spirits (ND),0.01168799
..REGION XIII (CARAGA),Wine (ND),0.00362216
..REGION XIII (CARAGA),Beer (ND),0.00772477
..REGION XIII (CARAGA),TOBACCO,0.04377244
..REGION XIII (CARAGA),Tobacco (ND),0.04377244
..REGION XIII (CARAGA),OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
..REGION XIII (CARAGA),Other vegetable-based products,..
..REGION XIII (CARAGA),NON-FOOD,1.25016350
..REGION XIII (CARAGA),CLOTHING AND FOOTWEAR,0.08738523
..REGION XIII (CARAGA),CLOTHING,0.06074103
..REGION XIII (CARAGA),Clothing materials (SD),0.00018541
..REGION XIII (CARAGA),Garments (SD),0.06018187
..REGION XIII (CARAGA),Other articles of clothing and clothing accessories (SD),0.00024081
..REGION XIII (CARAGA),"Cleaning, repair and hire of clothing (S)",0.00013294
..REGION XIII (CARAGA),FOOTWEAR,0.02664420
..REGION XIII (CARAGA),Shoes and other footwear (SD),0.02658228
..REGION XIII (CARAGA),Repair and hire of footwear (S),0.00006192
..REGION XIII (CARAGA),"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.47997432
..REGION XIII (CARAGA),ACTUAL RENTALS FOR HOUSING,0.23242320
..REGION XIII (CARAGA),Actual rentals paid by tenants (S),0.23242320
..REGION XIII (CARAGA),MAINTENANCE AND REPAIR OF THE DWELLING,0.01712712
..REGION XIII (CARAGA),Materials for the maintenance and repair of the dwelling (ND),0.01659372
..REGION XIII (CARAGA),Services for the maintenance and repair of the dwelling (S),0.00053340
..REGION XIII (CARAGA),WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.02190820
..REGION XIII (CARAGA),Water supply (ND),0.02190820
..REGION XIII (CARAGA),"ELECTRICITY, GAS AND OTHER FUELS",0.20851580
..REGION XIII (CARAGA),Electricity (ND),0.07525067
..REGION XIII (CARAGA),Gas (ND),0.00255595
..REGION XIII (CARAGA),Liquid fuels (ND),0.01549937
..REGION XIII (CARAGA),Solid fuels (ND),0.11520981
..REGION XIII (CARAGA),"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.06573897
..REGION XIII (CARAGA),"FURNITURE AND FURNISHINGS, CARPETS AND OTHER FLOOR COVERINGS",0.00171300
..REGION XIII (CARAGA),Furniture and furnishings (D),0.00152987
..REGION XIII (CARAGA),Carpets and other floor coverings (D),0.00018313
..REGION XIII (CARAGA),HOUSEHOLD TEXTILES,0.00332406
..REGION XIII (CARAGA),Household textiles (SD),0.00332406
..REGION XIII (CARAGA),HOUSEHOLD APPLIANCES,0.00501317
..REGION XIII (CARAGA),Major household appliances whether electric or not (D),0.00411365
..REGION XIII (CARAGA),Small electric household appliances (SD),0.00061082
..REGION XIII (CARAGA),Repair of household appliances (S),0.00028870
..REGION XIII (CARAGA),"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00124839
..REGION XIII (CARAGA),"Glassware, tableware and household utensils (SD)",0.00124839
..REGION XIII (CARAGA),TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00039865
..REGION XIII (CARAGA),Major tools and equipment (D),0.00019933
..REGION XIII (CARAGA),Small tools and miscellaneous accessories (SD),0.00019932
..REGION XIII (CARAGA),GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.05404170
..REGION XIII (CARAGA),Non-durable household goods (ND),0.05325610
..REGION XIII (CARAGA),Domestic services and household services (S),0.00078560
..REGION XIII (CARAGA),HEALTH,0.05971777
..REGION XIII (CARAGA),"MEDICAL PRODUCTS, APPLIANCES AND EQUIPMENT",0.02968180
..REGION XIII (CARAGA),Pharmaceutical Products (ND),0.02846826
..REGION XIII (CARAGA),Other medical products (ND),0.00101658
..REGION XIII (CARAGA),Therapeutic appliances and equipment (D),0.00019696
..REGION XIII (CARAGA),OUTPATIENT SERVICES,0.00568618
..REGION XIII (CARAGA),Medical services,0.00498236
..REGION XIII (CARAGA),Dental services (S),0.00016250
..REGION XIII (CARAGA),Paramedical services (S),0.00054132
..REGION XIII (CARAGA),HOSPITAL SERVICES,0.02434979
..REGION XIII (CARAGA),Hospital services (In-Patient Services),0.02434979
..REGION XIII (CARAGA),TRANSPORT,0.17544275
..REGION XIII (CARAGA),Purchase of vehicles,0.01841989
..REGION XIII (CARAGA),Motorcycle,0.01789238
..REGION XIII (CARAGA),Bicycle and tricycle,0.00052751
..REGION XIII (CARAGA),OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.02684840
..REGION XIII (CARAGA),Spare parts and accessories for personal transport equipment (SD),0.00348773
..REGION XIII (CARAGA),Fuel and lubricants for personal transport equipment (ND),0.02237689
..REGION XIII (CARAGA),Maintenance and repair of personal transport equipment (S),0.00098378
..REGION XIII (CARAGA),Other services with respect of personal transport equipment (S),..
..REGION XIII (CARAGA),TRANSPORT SERVICES,0.13017446
..REGION XIII (CARAGA),Passenger transport by railway,..
..REGION XIII (CARAGA),Passenger transport by road,0.12301984
..REGION XIII (CARAGA),Passenger transport by air,0.00094173
..REGION XIII (CARAGA),Passenger transport by sea and inland waterway,0.00621289
..REGION XIII (CARAGA),COMMUNICATION,0.03765297
..REGION XIII (CARAGA),POSTAL SERVICES,0.00004174
..REGION XIII (CARAGA),Postal services (S),0.00004174
..REGION XIII (CARAGA),TELEPHONE AND TELEFAX EQUIPMENT,0.00986506
..REGION XIII (CARAGA),Telephone and telefax equipment (S),0.00986506
..REGION XIII (CARAGA),TELEPHONE AND TELEFAX SERVICES,0.02774617
..REGION XIII (CARAGA),Telephone and telefax services (S),0.02774617
..REGION XIII (CARAGA),RECREATION AND CULTURE,0.02742936
..REGION XIII (CARAGA),AUDIO-VISUAL PHOTOGRAPHY AND INFORMATION PROCESSING EQUIPMENT,0.00746230
..REGION XIII (CARAGA),"Equipment for the reception, recording and reproduction of sound and pictures (D)",0.00587760
..REGION XIII (CARAGA),Photographic and cinematographic equipment and optical instruments (D),..
..REGION XIII (CARAGA),Information processing equipment (D),0.00150583
..REGION XIII (CARAGA),Recording media (SD),0.00001840
..REGION XIII (CARAGA),"Repair of audio-visual, photographic and information processing equipment (S)",0.00006047
..REGION XIII (CARAGA),OTHER MAJOR DURABLES FOR RECREATION AND CULTURE,0.00010340
..REGION XIII (CARAGA),Musical instruments and major durables for indoor recreation (D),0.00010340
..REGION XIII (CARAGA),"OTHER RECREATIONAL ITEMS AND EQUIPMENT, GARDENS AND PETS",0.00077817
..REGION XIII (CARAGA),"Games, toys and hobbies (SD)",0.00045072
..REGION XIII (CARAGA),"Equipment for sport, camping and open-air recreation (SD)",0.00003968
..REGION XIII (CARAGA),"Gardens, plants and flowers (ND)",0.00001984
..REGION XIII (CARAGA),Pets and related products (ND),0.00026793
..REGION XIII (CARAGA),RECREATIONAL AND CULTURAL SERVICES,0.00161736
..REGION XIII (CARAGA),Recreational and sporting services (S),..
..REGION XIII (CARAGA),Cultural services (S),0.00044274
..REGION XIII (CARAGA),Games of chance (S),0.00117462
..REGION XIII (CARAGA),NEWSPAPERS. BOOKS AND STATIONERY,0.01746813
..REGION XIII (CARAGA),Books (SD),0.00035286
..REGION XIII (CARAGA),Newspapers and periodicals (ND),0.00013902
..REGION XIII (CARAGA),Miscellaneous printed matter (ND),0.00034615
..REGION XIII (CARAGA),Stationery and drawing materials (ND),0.01663010
..REGION XIII (CARAGA),EDUCATION,0.04529216
..REGION XIII (CARAGA),PRE-PRIMARY (PRE-SCHOOL) AND PRIMARY (ELEMENTARY) EDUCATION,0.01383650
..REGION XIII (CARAGA),Pre-primary education services (S),0.00175002
..REGION XIII (CARAGA),Primary education services (S),0.01208648
..REGION XIII (CARAGA),SECONDARY (HIGH SCHOOL) EDUCATION,0.01204856
..REGION XIII (CARAGA),Secondary education services (S),0.01204856
..REGION XIII (CARAGA),POST-SECONDARY NON-TERTIARY (TECHNICAL-VOCATIONAL) EDUCATION,0.00268492
..REGION XIII (CARAGA),Post-secondary non-tertiary education services (S),0.00268492
..REGION XIII (CARAGA),TERTIARY (BACCALAUREATE AND POST-GRADUATE) EDUCATION,0.01672218
..REGION XIII (CARAGA),First stage of tertiary education services (S),0.01672218
..REGION XIII (CARAGA),Second stage of tertiary education services (S),..
..REGION XIII (CARAGA),EDUCATION NOT DEFINABLE BY LEVEL,..
..REGION XIII (CARAGA),Education services not definable by level (S),..
..REGION XIII (CARAGA),RESTAURANTS AND MISCELLANEOUS GOODS AND SERVICES,0.27152997
..REGION XIII (CARAGA),CATERING SERVICES,0.11315893
..REGION XIII (CARAGA),"Restaurants, cafes and the like (S)",0.11315893
..REGION XIII (CARAGA),PERSONAL CARE,0.13471893
..REGION XIII (CARAGA),Hairdressing salons and personal grooming establishments (S),0.01127318
..REGION XIII (CARAGA),Electric appliances for personal care (SD),..
..REGION XIII (CARAGA),"Other appliances, articles and products for personal care (ND)",0.12344575
..REGION XIII (CARAGA),"PERSONAL EFFECTS, N.E.C.",0.01869063
..REGION XIII (CARAGA),"Jewellery, clocks and watches (D)",0.01299537
..REGION XIII (CARAGA),Other personal effects (SD),0.00569526
..REGION XIII (CARAGA),"OTHER SERVICES, n.e.c.",0.00496148
..REGION XIII (CARAGA),"Other services, n.e.c.",0.00496148
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),ALL ITEMS,6.04405785
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),FOOD AND NON-ALCOHOLIC BEVERAGES,3.82738324
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),FOOD,3.60247246
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Bread and cereals (ND),1.76508991
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Rice,1.41021885
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Corn,0.02045578
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"Other Cereals, Flour, Cereal Preparation, Bread,  Pasta and Other Bakery Products",0.33441528
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Meat (ND),0.14578533
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Fish  and Seafood (ND),0.69340911
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"Milk, cheese and eggs (ND)",0.12035484
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Oils and fats (ND),0.08519723
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Fruit (ND),0.15767975
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Vegetables (ND),0.34954103
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"Sugar, jam, honey, chocolate and confectionery (ND)",0.16527340
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Food products n.e.c. (ND),0.12014186
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),NON-ALCOHOLIC BEVERAGES,0.22491078
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"Coffee, tea and cocoa (ND)",0.14154867
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"Mineral water, soft drinks, fruit and vegetable juices (ND)",0.08336211
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),ALCOHOLIC BEVERAGES AND TOBACCO,0.13982953
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),ALCOHOLIC BEVERAGES,0.00820106
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Spirits (ND),0.00424565
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Wine (ND),0.00265621
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Beer (ND),0.00129920
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),TOBACCO,0.13091931
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Tobacco (ND),0.13091931
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),OTHER VEGETABLE-BASED TOBACCO PRODUCTS,0.00070916
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Other vegetable-based products,0.00070916
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),NON-FOOD,2.07684508
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),CLOTHING AND FOOTWEAR,0.18077295
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),CLOTHING,0.13407099
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Clothing materials (SD),0.00087160
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Garments (SD),0.13076186
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Other articles of clothing and clothing accessories (SD),0.00242591
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"Cleaning, repair and hire of clothing (S)",0.00001162
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),FOOTWEAR,0.04670196
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Shoes and other footwear (SD),0.04666130
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Repair and hire of footwear (S),0.00004066
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"HOUSING, WATER, ELECTRICITY, GAS AND OTHER FUELS",0.86467728
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),ACTUAL RENTALS FOR HOUSING,0.45044121
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Actual rentals paid by tenants (S),0.45044121
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAINTENANCE AND REPAIR OF THE DWELLING,0.01030320
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Materials for the maintenance and repair of the dwelling (ND),0.00318395
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Services for the maintenance and repair of the dwelling (S),0.00711925
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.02321161
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Water supply (ND),0.02321161
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"ELECTRICITY, GAS AND OTHER FUELS",0.38072126
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Electricity (ND),0.11504702
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Gas (ND),0.02123877
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Liquid fuels (ND),0.05882024
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Solid fuels (ND),0.18561523
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.06245490
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"FURNITURE AND FURNISHINGS, CARPETS AND OTHER FLOOR COVERINGS",0.00149710
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Furniture and furnishings (D),0.00126995
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Carpets and other floor coverings (D),0.00022715
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),HOUSEHOLD TEXTILES,0.00702616
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Household textiles (SD),0.00702616
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),HOUSEHOLD APPLIANCES,0.00217210
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Major household appliances whether electric or not (D),0.00047226
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Small electric household appliances (SD),0.00169984
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Repair of household appliances (S),..
..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00217341
