Geolocation,Commodity Description,Weights
..Region XIII (Caraga),"05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.06505793
..Region XIII (Caraga),"05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",0.00603414
..Region XIII (Caraga),"05.1.1 - Furniture, furnishings and loose carpets (D)",0.00603414
..Region XIII (Caraga),05.1.1.1 - Household furniture (D),0.00498865
..Region XIII (Caraga),05.1.1.3 - Lighting equipment (D),0.00049388
..Region XIII (Caraga),"05.1.1.4 - Furnishings, loose carpets and rugs (D)",0.00055161
..Region XIII (Caraga),05.2 - HOUSEHOLD TEXTILES,0.00286619
..Region XIII (Caraga),05.2.1 - Household textiles (SD),0.00286619
..Region XIII (Caraga),05.2.1.1 - Furnishing fabrics and curtains (SD),0.00087711
..Region XIII (Caraga),05.2.1.2 - Bed linen and bedding (SD),0.00169732
..Region XIII (Caraga),05.2.1.3 - Table linen and bathroom linen (SD),0.00014588
..Region XIII (Caraga),05.2.1.9 - Other household textiles (SD),0.00014588
..Region XIII (Caraga),05.3 - HOUSEHOLD APPLIANCES,0.01365830
..Region XIII (Caraga),"05.3.1 - Major household appliances, whether electric or not (D)",0.01184938
..Region XIII (Caraga),05.3.1.1 - Major kitchen appliances (D),0.00664831
..Region XIII (Caraga),05.3.1.2 - Major laundry appliances (D),0.00347367
..Region XIII (Caraga),"05.3.1.3 - Heaters, air conditioners (D)",0.00172740
..Region XIII (Caraga),05.3.2 - Small household appliances (SD),0.00172114
..Region XIII (Caraga),05.3.2.1 - Small appliances for cooking and processing of food (SD),0.00017082
..Region XIII (Caraga),05.3.2.9 - Other small household appliances (SD),0.00155032
..Region XIII (Caraga),"05.3.3 - Repair, installation and hire of household appliances (S)",0.00008778
..Region XIII (Caraga),"05.3.3.0 - Repair, installation and hire of household appliances (S)",0.00008778
..Region XIII (Caraga),"05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00111426
..Region XIII (Caraga),"05.4.0 - Glassware, tableware and household utensils (SD)",0.00111426
..Region XIII (Caraga),"05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.00063672
..Region XIII (Caraga),"05.4.0.2 - Cutlery, flatware and silverware (SD)",0.00015918
..Region XIII (Caraga),05.4.0.3 - Kitchen utensils and articles (SD),0.00031836
..Region XIII (Caraga),05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00061505
..Region XIII (Caraga),05.5.1 - Motorized tools and equipment (D),0.00009657
..Region XIII (Caraga),05.5.1.0 - Motorized tools and equipment (D),0.00009657
..Region XIII (Caraga),05.5.2 - Non-motorized tools and miscellaneous accessories (SD),0.00051848
..Region XIII (Caraga),05.5.2.1 - Non-motorized tools (SD),0.00024533
..Region XIII (Caraga),05.5.2.2 - Miscellaneous accessories (SD),0.00027315
..Region XIII (Caraga),05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.04076999
..Region XIII (Caraga),05.6.1 - Non-durable household goods (ND),0.02689888
..Region XIII (Caraga),05.6.1.1 - Household cleaning and maintenance products (ND),0.00672472
..Region XIII (Caraga),05.6.1.9 - Other non-durable household goods (ND),0.02017416
..Region XIII (Caraga),05.6.2 - Domestic services and household services (S),0.01387111
..Region XIII (Caraga),05.6.2.1 - Domestic services by paid staff (S),0.01387111
..Region XIII (Caraga),06 - HEALTH,0.05324337
..Region XIII (Caraga),06.1 - MEDICINES AND HEALTH PRODUCTS,0.03420277
..Region XIII (Caraga),06.1.1 - Medicines (ND),0.03228760
..Region XIII (Caraga),"06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",0.03228760
..Region XIII (Caraga),06.1.2 - Medical products (ND),0.00058224
..Region XIII (Caraga),06.1.2.1 - Medical diagnostic products (ND),0.00019408
..Region XIII (Caraga),06.1.2.2 - Prevention and protective devices (ND),0.00019408
..Region XIII (Caraga),06.1.2.3 - Treatment devices for personal use (ND),0.00019408
..Region XIII (Caraga),06.1.3 - Assistive products (D),0.00133293
..Region XIII (Caraga),06.1.3.1 - Assistive products for vision (D),0.00133293
..Region XIII (Caraga),06.2 - OUTPATIENT CARE SERVICES,0.00869032
..Region XIII (Caraga),06.2.1 - Preventive care services (S),0.00682833
..Region XIII (Caraga),06.2.1.9 - Other preventive services (S),0.00682833
..Region XIII (Caraga),06.2.2 - Outpatient dental services (S),0.00186199
..Region XIII (Caraga),06.2.2.1 - Dental preventive services (S),0.00186199
..Region XIII (Caraga),06.2.3 - Other outpatient care services (S),..
..Region XIII (Caraga),06.2.3.1 - Outpatient curative and rehabilitative services (S),..
..Region XIII (Caraga),06.3 - INPATIENT CARE SERVICES,0.01006794
..Region XIII (Caraga),06.3.1 - Inpatient curative and rehabilitative services (S),0.01006794
..Region XIII (Caraga),06.3.1.0 - Inpatient curative and rehabilitative services (S),0.01006794
..Region XIII (Caraga),06.4 - OTHER HEALTH SERVICES,0.00028234
..Region XIII (Caraga),06.4.1 - Diagnostic imaging services and medical laboratory services (S),0.00028234
..Region XIII (Caraga),06.4.1.0 - Diagnostic imaging services and medical laboratory services (S),0.00028234
..Region XIII (Caraga),07 - TRANSPORT,0.19172833
..Region XIII (Caraga),07.1 - PURCHASE OF VEHICLES,0.06441088
..Region XIII (Caraga),07.1.1 - Motor cars (D),0.00837404
..Region XIII (Caraga),07.1.1.1 - New motor cars (D),0.00837404
..Region XIII (Caraga),07.1.2 - Motorcycles (D),0.03203819
..Region XIII (Caraga),07.1.2.0 - Motorcycles (D),0.03203819
..Region XIII (Caraga),07.1.3 - Bicycles (D),0.02399865
..Region XIII (Caraga),07.1.3.0 - Bicycles (D),0.02399865
..Region XIII (Caraga),07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.06021143
..Region XIII (Caraga),07.2.1 - Parts and accessories for personal transport equipment (SD),0.00637924
..Region XIII (Caraga),07.2.1.1 - Tires (SD),0.00460051
..Region XIII (Caraga),07.2.1.2 - Parts for personal transport equipment (SD),0.00177873
..Region XIII (Caraga),07.2.1.3 - Accessories for personal transport equipment (SD),..
..Region XIII (Caraga),07.2.2 - Fuels and lubricants for personal transport equipment (ND),0.05229147
..Region XIII (Caraga),07.2.2.1 - Diesel (ND),0.00872795
..Region XIII (Caraga),07.2.2.2 - Gasoline (ND),0.04290314
..Region XIII (Caraga),07.2.2.3 - Other fuels for personal transport equipment (ND),..
..Region XIII (Caraga),07.2.2.4 - Lubricants (ND),0.00066038
..Region XIII (Caraga),07.2.3 - Maintenance and repair of personal transport equipment (S),0.00154072
..Region XIII (Caraga),07.2.3.0 - Maintenance and repair of personal transport equipment (S),0.00154072
..Region XIII (Caraga),07.2.4 - Other services in respect of personal transport equipment (S),..
..Region XIII (Caraga),07.2.4.2 - Toll facilities (S),..
..Region XIII (Caraga),"07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",..
..Region XIII (Caraga),07.3 - PASSENGER TRANSPORT SERVICES,0.06709786
..Region XIII (Caraga),07.3.1 - Passenger transport by railway (S),..
..Region XIII (Caraga),07.3.1.1 - Passenger transport by train (S),..
..Region XIII (Caraga),07.3.1.2 - Passenger transport by rapid transit and tram (S),..
..Region XIII (Caraga),07.3.2 - Passenger transport by road (S),0.06094136
..Region XIII (Caraga),07.3.2.1 - Passenger transport by bus and coach (S),0.01270411
..Region XIII (Caraga),07.3.2.2 - Passenger transport by taxi and hired car with driver (S),..
..Region XIII (Caraga),07.3.2.9 - Other passenger transport by road (S),0.04823725
..Region XIII (Caraga),07.3.3 - Passenger transport by air (S),0.00240016
..Region XIII (Caraga),"07.3.3.1 - Passenger transport by air, domestic (S)",0.00240016
..Region XIII (Caraga),07.3.4 - Passenger transport by sea and inland waterway (S),0.00375634
..Region XIII (Caraga),07.3.4.0 - Passenger transport by sea and inland waterway (S),0.00375634
..Region XIII (Caraga),07.4 - TRANSPORT SERVICES OF GOODS,0.00000816
..Region XIII (Caraga),07.4.1 - Postal and courier services (S),0.00000816
..Region XIII (Caraga),07.4.1.1 - Letter handling services (S),0.00000483
..Region XIII (Caraga),07.4.1.2 - Courier and parcel delivery services (S),0.00000333
..Region XIII (Caraga),08 - INFORMATION AND COMMUNICATION,0.05250386
..Region XIII (Caraga),08.1 - INFORMATION AND COMMUNICATION EQUIPMENT,0.02392756
..Region XIII (Caraga),08.1.1 - Fixed telephone equipment (D),..
..Region XIII (Caraga),08.1.1.0 - Fixed telephone equipment (D),..
..Region XIII (Caraga),08.1.2 - Mobile telephone equipment (D),0.00817751
..Region XIII (Caraga),08.1.2.0 - Mobile telephone equipment (D),0.00817751
..Region XIII (Caraga),08.1.3 - Information processing equipment (D),0.00412287
..Region XIII (Caraga),"08.1.3.1 - Computers, laptops and tablets (D)",0.00342638
..Region XIII (Caraga),08.1.3.2 - Peripheral equipment and its consumable components (D),0.00069649
..Region XIII (Caraga),"08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",0.01118059
..Region XIII (Caraga),"08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",0.01118059
..Region XIII (Caraga),08.1.5 - Unrecorded recording media (SD),0.00044659
..Region XIII (Caraga),08.1.5.0 - Unrecorded recording media (SD),0.00044659
..Region XIII (Caraga),08.3 - INFORMATION AND COMMUNICATION SERVICES,0.02857630
..Region XIII (Caraga),08.3.1 - Fixed communication services (S),0.00084466
..Region XIII (Caraga),08.3.1.0 - Fixed communication services (S),0.00084466
..Region XIII (Caraga),08.3.2 - Mobile communication services (S),0.02633094
..Region XIII (Caraga),08.3.2.0 - Mobile communication services (S),0.02633094
..Region XIII (Caraga),08.3.3 - Internet access provision services and net storage services (S),0.00139878
..Region XIII (Caraga),08.3.3.0 - Internet access provision services and net storage services (S),0.00139878
..Region XIII (Caraga),08.3.5 - Repair and rental of information and communication equipment (S),0.00000192
..Region XIII (Caraga),08.3.5.0 - Repair and rental of information and communication equipment (S),0.00000192
..Region XIII (Caraga),"09 - RECREATION, SPORT AND CULTURE",0.02015980
..Region XIII (Caraga),09.1 - RECREATIONAL DURABLES,0.00001700
..Region XIII (Caraga),09.1.1 - Photographic and cinematographic equipment and optical instruments (D),0.00001700
..Region XIII (Caraga),09.1.1.1 - Cameras (D),0.00001700
..Region XIII (Caraga),09.2 - OTHER RECREATIONAL GOODS,0.00132815
..Region XIII (Caraga),"09.2.1 - Games, toys and hobbies (SD)",0.00117991
..Region XIII (Caraga),"09.2.1.2 - Other games, toys and hobbies (SD)",0.00117991
..Region XIII (Caraga),"09.2.2 - Equipment for sport, camping and open-air recreation (SD)",0.00014824
..Region XIII (Caraga),09.2.2.1 - Equipment for sport (SD),0.00013546
..Region XIII (Caraga),09.2.2.2 - Equipment for camping and open-air recreation (SD),0.00001278
..Region XIII (Caraga),09.3 - GARDEN PRODUCTS AND PETS,0.00269576
..Region XIII (Caraga),"09.3.1 - Garden products, plants and flowers (ND)",0.00152554
..Region XIII (Caraga),09.3.1.1 - Garden products (ND),0.00076277
..Region XIII (Caraga),"09.3.1.2 - Plants, seeds and flowers (ND)",0.00076277
..Region XIII (Caraga),09.3.2 - Pets and products for pets (ND),0.00117022
..Region XIII (Caraga),09.3.2.2 - Products for pets and other household animals (ND),0.00117022
..Region XIII (Caraga),09.4 - RECREATIONAL SERVICES,0.00127194
..Region XIII (Caraga),09.4.6 - Recreational and sporting services (S),0.00001571
..Region XIII (Caraga),09.4.6.2 - Sporting services - practice (S),0.00001571
..Region XIII (Caraga),09.4.7 - Games of chance (S),0.00125623
..Region XIII (Caraga),09.4.7.0 - Games of chance (S),0.00125623
..Region XIII (Caraga),09.5 - CULTURAL GOODS,0.00008972
..Region XIII (Caraga),09.5.1 - Musical instruments (D),0.00008972
..Region XIII (Caraga),09.5.1.0 - Musical instruments (D),0.00008972
..Region XIII (Caraga),09.6 - CULTURAL SERVICES,0.00291125
..Region XIII (Caraga),"09.6.1 - Services provided by cinemas, theatres and concert venues (S)",0.00137471
..Region XIII (Caraga),"09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",0.00137471
..Region XIII (Caraga),09.6.3 - Photographic services (S),..
..Region XIII (Caraga),09.6.3.0 - Photographic services (S),..
..Region XIII (Caraga),09.6.9 - Other cultural services (S),0.00153654
..Region XIII (Caraga),09.6.9.0 - Other cultural services (S),0.00153654
..Region XIII (Caraga),"09.7 - NEWSPAPERS, BOOKS AND STATIONERY",0.01134029
..Region XIII (Caraga),09.7.1 - Books (SD),0.00079320
..Region XIII (Caraga),09.7.1.1 - Educational and textbooks in printed or electronic copy (SD),0.00040831
..Region XIII (Caraga),09.7.1.9 - Other books (SD) in printed or electronic copy,0.00038489
..Region XIII (Caraga),09.7.2 - Newspapers and periodicals (ND),0.00008807
..Region XIII (Caraga),09.7.2.1 - Newspapers (ND),0.00004730
..Region XIII (Caraga),09.7.2.2 - Magazines and periodicals (ND),0.00004077
..Region XIII (Caraga),09.7.4 - Stationery and drawing materials (ND),0.01045902
..Region XIII (Caraga),09.7.4.0 - Stationery and drawing materials (ND),0.01045902
..Region XIII (Caraga),09.8 - PACKAGE HOLIDAYS (S),0.00050569
..Region XIII (Caraga),09.8.0 - Package holidays (S),0.00050569
..Region XIII (Caraga),09.8.0.0 - Package holidays (S),0.00050569
..Region XIII (Caraga),10 - EDUCATION SERVICES,0.02811286
..Region XIII (Caraga),10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION,0.00610009
..Region XIII (Caraga),10.1.0 - Early chilhood and primary education (S),0.00610009
..Region XIII (Caraga),10.1.0.1 - Early childhood education services (S),0.00196082
..Region XIII (Caraga),10.1.0.2 - Primary education (S),0.00413927
..Region XIII (Caraga),10.2 - SECONDARY EDUCATION  (S),0.00654293
..Region XIII (Caraga),10.2.0 - Secondary education (S),0.00654293
..Region XIII (Caraga),10.2.0.1 - Lower secondary general education services,0.00566493
..Region XIII (Caraga),10.2.0.2 - Lower secondary technical-vocational livelihood programs services,0.00087800
..Region XIII (Caraga),10.4 - TERTIARY EDUCATION (S),0.01546984
..Region XIII (Caraga),10.4.0 - Tertiary education (s),0.01546984
..Region XIII (Caraga),10.4.0.0 - Tertiary education (s),0.01546984
..Region XIII (Caraga),10.5 - EDUCATION NOT DEFINED BY LEVEL (S),..
..Region XIII (Caraga),10.5.0 - Education not defined by level (s),..
..Region XIII (Caraga),10.5.0.2 - Review classes for professional and licensure examination (S),..
..Region XIII (Caraga),10.5.0.9 - Other education not defined by level (S),..
..Region XIII (Caraga),11 - RESTAURANTS AND ACCOMMODATION SERVICES,0.10063660
..Region XIII (Caraga),11.1 - FOOD AND BEVERAGE SERVING SERVICES,0.09531692
..Region XIII (Caraga),"11.1.1 - Restaurants, café and the like (S)",0.09531692
..Region XIII (Caraga),"11.1.1.1 - Restaurants, café and the like - with full service (S)",0.09531692
..Region XIII (Caraga),11.2 - ACCOMMODATION SERVICES,0.00531968
..Region XIII (Caraga),11.2.0 - Accommodation services (S),0.00531968
..Region XIII (Caraga),"11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",0.00531968
..Region XIII (Caraga),12 - FINANCIAL SERVICES,0.00076717
..Region XIII (Caraga),12.2 - FINANCIAL SERVICES,0.00076717
..Region XIII (Caraga),12.2.1 - Financial intermediation services indirectly measured (S),0.00073436
..Region XIII (Caraga),12.2.1.0 - Financial intermediation services indirectly measured (S),0.00073436
..Region XIII (Caraga),12.2.9 - Other financial services (S),0.00003281
..Region XIII (Caraga),12.2.9.1 - Remittances fees (S),0.00003281
..Region XIII (Caraga),"13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",0.08022326
..Region XIII (Caraga),13.1 - PERSONAL CARE,0.06840156
..Region XIII (Caraga),13.1.1 - Electric appliances for personal care (SD),..
..Region XIII (Caraga),13.1.1.1 - Electric appliances for personal care (SD),..
..Region XIII (Caraga),"13.1.2 - Other appliances, articles and products for personal care (ND)",0.05914092
..Region XIII (Caraga),"13.1.2.0 - Other appliances, articles and products for personal care (ND)",0.05914092
..Region XIII (Caraga),13.1.3 - Hairdressing salons and personal grooming establishments (S),0.00926064
..Region XIII (Caraga),13.1.3.1 - Hairdressing (S),0.00463032
..Region XIII (Caraga),13.1.3.2 - Personal grooming treatments (S),0.00463032
..Region XIII (Caraga),13.2 - OTHER PERSONAL EFFECTS,0.01120201
..Region XIII (Caraga),13.2.1 - Jewellery and watches (D),0.00294045
..Region XIII (Caraga),13.2.1.1 - Jewellery and watches (D),0.00196030
..Region XIII (Caraga),"13.2.1.2 - Repair and hire of jewellery, clocks and watches (S)",0.00098015
..Region XIII (Caraga),13.2.9 - Other personal effects n.e.c. (SD),0.00826156
..Region XIII (Caraga),13.2.9.1 - Travel goods and articles for babies and other personal effects n.e.c. (SD),0.00826156
..Region XIII (Caraga),13.9 - OTHER SERVICES,0.00061969
..Region XIII (Caraga),13.9.0 - Other services (S),0.00061969
..Region XIII (Caraga),13.9.0.9 - Other services n.e.c. (S),0.00061969
....Agusan del Norte,0 - ALL ITEMS,0.23624709
....Agusan del Norte,01 - FOOD AND NON-ALCOHOLIC BEVERAGES,0.11244620
....Agusan del Norte,01.1 - FOOD,0.10474440
....Agusan del Norte,01.1.1 - Cereals and cereal products (ND),0.04353182
....Agusan del Norte,01.1.1.1 - Cereals (ND),0.03735458
....Agusan del Norte,01.1.1.12 - Rice,0.03410861
....Agusan del Norte,01.1.1.16 - Corn,0.00324597
....Agusan del Norte,"01.1.1.20 - Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.00617724
....Agusan del Norte,01.1.1.2 - Flour of cereals (ND),0.00006203
....Agusan del Norte,01.1.1.3 - Bread and bakery products (ND),0.00401232
....Agusan del Norte,01.1.1.4 - Breakfast cereals (ND),0.00004528
....Agusan del Norte,"01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",0.00153704
....Agusan del Norte,01.1.1.9 - Other cereal and grain mill products (ND),0.00052057
....Agusan del Norte,01.1.2 - Meat and other parts of slaughtered land animals (ND),0.01699505
....Agusan del Norte,"01.1.2.2 - Meat, fresh, chilled or frozen (ND)",0.01329119
....Agusan del Norte,"01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",..
....Agusan del Norte,"01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.00043887
....Agusan del Norte,"01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.00326499
....Agusan del Norte,01.1.3 - Fish and other seafood (ND),0.01729130
....Agusan del Norte,"01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",0.01258311
....Agusan del Norte,"01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",0.00166012
....Agusan del Norte,01.1.3.3 - Fish preparations (ND),0.00194437
....Agusan del Norte,"01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",0.00109132
....Agusan del Norte,01.1.3.6 - Other seafood preparations (ND),0.00001238
....Agusan del Norte,"01.1.4 - Milk, other dairy products and eggs (ND)",0.00934895
....Agusan del Norte,01.1.4.1 - Raw and whole milk (ND),..
....Agusan del Norte,01.1.4.3 - Other milk and cream (ND),0.00555134
....Agusan del Norte,01.1.4.4 - Non-animal milk (ND),..
....Agusan del Norte,01.1.4.5 - Cheese (ND),0.00006442
....Agusan del Norte,01.1.4.6 - Yoghurt and similar products (ND),..
