Geolocation,Commodity Description,Consumer Price Index for Bottom 30% Income Households Weights: (2018=100)
Region 9,"FURNITURE, FURNISHINGS, AND LOOSE CARPETS",0.00206303
Region 9,"Furniture, furnishings and loose carpets (D)",0.00206303
Region 9,Household furniture (D),0.00206303
Region 9,"Furnishings, loose carpets and rugs (D)",..
Region 9,HOUSEHOLD TEXTILES,0.00740838
Region 9,Household textiles (SD),0.00740838
Region 9,Furnishing fabrics and curtains (SD),0.00109393
Region 9,Bed linen and bedding (SD),0.00630794
Region 9,Other household textiles (SD),0.00000651
Region 9,HOUSEHOLD APPLIANCES,0.00427689
Region 9,"Major household appliances, whether electric or not (D)",0.00210395
Region 9,Major kitchen appliances (D),0.00187853
Region 9,Major laundry appliances (D),0.00022542
Region 9,Small household appliances (SD),0.00210962
Region 9,Small appliances for cooking and processing of food (SD),0.00091326
Region 9,Other small household appliances (SD),0.00119636
Region 9,"Repair, installation and hire of household appliances (S)",0.00006332
Region 9,"Repair, installation and hire of household appliances (S)",0.00006332
Region 9,"GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",0.00327528
Region 9,"Glassware, tableware and household utensils (SD)",0.00327528
Region 9,"Glassware, crystal-ware, ceramic ware and chinaware (SD)",0.00327528
Region 9,TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN,0.00038309
Region 9,Non-motorized tools and miscellaneous accessories (SD),0.00038309
Region 9,Non-motorized tools (SD),0.00015297
Region 9,Miscellaneous accessories (SD),0.00023012
Region 9,GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE,0.08092052
Region 9,Non-durable household goods (ND),0.08092052
Region 9,Household cleaning and maintenance products (ND),0.02954834
Region 9,Other non-durable household goods (ND),0.05137218
Region 9,HEALTH,0.06589964
Region 9,MEDICINES AND HEALTH PRODUCTS,0.06412569
Region 9,Medicines (ND),0.06267005
Region 9,"Medicines, vaccines and other pharmaceutical preparations (ND)",0.06267005
Region 9,Medical products (ND),0.00039329
Region 9,Medical diagnostic products (ND),0.00004319
Region 9,Prevention and protective devices (ND),0.00030705
Region 9,Treatment devices for personal use (ND),0.00004305
Region 9,Assistive products (D),0.00106235
Region 9,Assistive products for vision (D),0.00106235
Region 9,OUTPATIENT CARE SERVICES,0.00007530
Region 9,Preventive care services (S),..
Region 9,Other preventive services (S),..
Region 9,Outpatient dental services (S),0.00007530
Region 9,Dental preventive services (S),0.00007530
Region 9,INPATIENT CARE SERVICES,0.00036708
Region 9,Inpatient curative and rehabilitative services (S),0.00036708
Region 9,Inpatient curative and rehabilitative services (S),0.00036708
Region 9,OTHER HEALTH SERVICES,0.00133157
Region 9,Diagnostic imaging services and medical laboratory services (S),0.00133157
Region 9,Diagnostic imaging services and medical laboratory services (S),0.00133157
Region 9,TRANSPORT,0.28327402
Region 9,PURCHASE OF VEHICLES,0.03156141
Region 9,Motorcycles (D),0.03148177
Region 9,Motorcycles (D),0.03148177
Region 9,Bicycles (D),0.00007964
Region 9,Bicycles (D),0.00007964
Region 9,OPERATION OF PERSONAL TRANSPORT EQUIPMENT,0.08905126
Region 9,Parts and accessories for personal transport equipment (SD),0.00480540
Region 9,Tires (SD),0.00472356
Region 9,Parts for personal transport equipment (SD),0.00008184
Region 9,Fuels and lubricants for personal transport equipment (ND),0.07773296
Region 9,Diesel (ND),0.00170116
Region 9,Gasoline (ND),0.07541125
Region 9,Lubricants (ND),0.00062055
Region 9,Maintenance and repair of personal transport equipment (S),0.00651290
Region 9,Maintenance and repair of personal transport equipment (S),0.00651290
Region 9,Other services in respect of personal transport equipment (S),..
Region 9,Toll facilities (S),..
Region 9,PASSENGER TRANSPORT SERVICES,0.16265434
Region 9,Passenger transport by railway (S),..
Region 9,Passenger transport by rapid transit and tram (S),..
Region 9,Passenger transport by road (S),0.15304203
Region 9,Passenger transport by bus and coach (S),0.01718242
Region 9,Passenger transport by taxi and hired car with driver (S),..
Region 9,Other passenger transport by road (S),0.13585961
Region 9,Passenger transport by air (S),0.00077452
Region 9,"Passenger transport by air, domestic (S)",0.00077452
Region 9,Passenger transport by sea and inland waterway (S),0.00883779
Region 9,Passenger transport by sea and inland waterway (S),0.00883779
Region 9,TRANSPORT SERVICES OF GOODS,0.00000701
Region 9,Postal and courier services (S),0.00000701
Region 9,Letter handling services (S),..
Region 9,Courier and parcel delivery services (S),0.00000701
Region 9,INFORMATION AND COMMUNICATION,0.05246716
Region 9,INFORMATION AND COMMUNICATION EQUIPMENT,0.00034982
Region 9,Mobile telephone equipment (D),..
Region 9,Mobile telephone equipment (D),..
Region 9,Information processing equipment (D),0.00009373
Region 9,"Computers, laptops and tablets (D)",0.00009257
Region 9,Peripheral equipment and its consumable components (D),0.00000116
Region 9,"Equipment for the reception, recording and reproduction of sound and vision (D)",0.00025609
Region 9,"Equipment for the reception, recording and reproduction of sound and vision (D)",0.00025609
Region 9,Unrecorded recording media (SD),..
Region 9,Unrecorded recording media (SD),..
Region 9,INFORMATION AND COMMUNICATION SERVICES,0.05211734
Region 9,Fixed communication services (S),..
Region 9,Fixed communication services (S),..
Region 9,Mobile communication services (S),0.05153193
Region 9,Mobile communication services (S),0.05153193
Region 9,Internet access provision services and net storage services (S),0.00058541
Region 9,Internet access provision services and net storage services (S),0.00058541
Region 9,"RECREATION, SPORT AND CULTURE",0.03563232
Region 9,OTHER RECREATIONAL GOODS,0.00056878
Region 9,"Games, toys and hobbies (SD)",0.00056087
Region 9,"Other games, toys and hobbies (SD)",0.00056087
Region 9,"Equipment for sport, camping and open-air recreation (SD)",0.00000791
Region 9,Equipment for sport (SD),0.00000791
Region 9,GARDEN PRODUCTS AND PETS,0.00015560
Region 9,"Garden products, plants and flowers (ND)",0.00013118
Region 9,Garden products (ND),0.00009839
Region 9,"Plants, seeds and flowers (ND)",0.00003279
Region 9,Pets and products for pets (ND),0.00002442
Region 9,Products for pets and other household animals (ND),0.00002442
Region 9,RECREATIONAL SERVICES,0.00117289
Region 9,Recreational and sporting services (S),..
Region 9,Sporting services - practice (S),..
Region 9,Games of chance (S),0.00117289
Region 9,Games of chance (S),0.00117289
Region 9,CULTURAL GOODS,..
Region 9,Musical instruments (D),..
Region 9,Musical instruments (D),..
Region 9,CULTURAL SERVICES,0.00290003
Region 9,Other cultural services (S),0.00290003
Region 9,Other cultural services (S),0.00290003
Region 9,"NEWSPAPERS, BOOKS AND STATIONERY",0.03083502
Region 9,Books (SD),..
Region 9,Educational and textbooks in printed or electronic copy (SD),..
Region 9,Other books (SD) in printed or electronic copy,..
Region 9,Newspapers and periodicals (ND),..
Region 9,Newspapers (ND),..
Region 9,Stationery and drawing materials (ND),0.03083502
Region 9,Stationery and drawing materials (ND),0.03083502
Region 9,PACKAGE HOLIDAYS (S),..
Region 9,Package holidays (S),..
Region 9,Package holidays (S),..
Region 9,EDUCATION SERVICES,0.01302141
Region 9,EARLY CHILDHOOD AND PRIMARY EDUCATION,0.00345317
Region 9,Early chilhood and primary education (S),0.00345317
Region 9,Early childhood education services (S),0.00076505
Region 9,Primary education (S),0.00268812
Region 9,SECONDARY EDUCATION  (S),0.00298578
Region 9,Secondary education (S),0.00298578
Region 9,Lower secondary general education services,0.00298578
Region 9,Lower secondary technical-vocational livelihood programs services,..
Region 9,TERTIARY EDUCATION (S),0.00658246
Region 9,Tertiary education (s),0.00658246
Region 9,Tertiary education (s),0.00658246
Region 9,RESTAURANTS AND ACCOMMODATION SERVICES,0.22104283
Region 9,FOOD AND BEVERAGE SERVING SERVICES,0.22104283
Region 9,"Restaurants, café and the like (S)",0.22104283
Region 9,"Restaurants, café and the like - with full service (S)",0.22104283
Region 9,ACCOMMODATION SERVICES,..
Region 9,Accommodation services (S),..
Region 9,"Hotels, motels, inns and similar accommodation services (S)",..
Region 9,FINANCIAL SERVICES,0.00004145
Region 9,FINANCIAL SERVICES,0.00004145
Region 9,Financial intermediation services indirectly measured (S),0.00004064
Region 9,Financial intermediation services indirectly measured (S),0.00004064
Region 9,Other financial services (S),0.00000081
Region 9,Remittances fees (S),0.00000081
Region 9,"PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",0.24178921
Region 9,PERSONAL CARE,0.22378752
Region 9,Electric appliances for personal care (SD),..
Region 9,Electric appliances for personal care (SD),..
Region 9,"Other appliances, articles and products for personal care (ND)",0.19828606
Region 9,"Other appliances, articles and products for personal care (ND)",0.19828606
Region 9,Hairdressing salons and personal grooming establishments (S),0.02550146
Region 9,Hairdressing (S),0.01275073
Region 9,Personal grooming treatments (S),0.01275073
Region 9,OTHER PERSONAL EFFECTS,0.01680906
Region 9,Jewellery and watches (D),0.00053763
Region 9,Jewellery and watches (D),0.00019384
Region 9,"Repair and hire of jewellery, clocks and watches (S)",0.00034379
Region 9,Other personal effects n.e.c. (SD),0.01627143
Region 9,Travel goods and articles for babies and other personal effects n.e.c. (SD),0.01627143
Region 9,OTHER SERVICES,0.00119263
Region 9,Other services (S),0.00119263
Region 9,Other services n.e.c. (S),0.00119263
ZAMBOANGA DEL NORTE,ALL ITEMS,1.37469317
ZAMBOANGA DEL NORTE,FOOD AND NON-ALCOHOLIC BEVERAGES,0.83693720
ZAMBOANGA DEL NORTE,FOOD,0.79376447
ZAMBOANGA DEL NORTE,Cereals and cereal products (ND),0.38973053
ZAMBOANGA DEL NORTE,Cereals (ND),0.34704435
ZAMBOANGA DEL NORTE,Rice,0.22327201
ZAMBOANGA DEL NORTE,Corn,0.12377234
ZAMBOANGA DEL NORTE,"Flour, Bread and Other Bakery Products, Pasta Products,  and Other Cereals",0.04268618
ZAMBOANGA DEL NORTE,Flour of cereals (ND),0.00122652
ZAMBOANGA DEL NORTE,Bread and bakery products (ND),0.02513388
ZAMBOANGA DEL NORTE,Breakfast cereals (ND),0.00012846
ZAMBOANGA DEL NORTE,"Macaroni, noodles, couscous and similar pasta products (ND)",0.01232637
ZAMBOANGA DEL NORTE,Other cereal and grain mill products (ND),0.00387095
ZAMBOANGA DEL NORTE,Meat and other parts of slaughtered land animals (ND),0.06959543
ZAMBOANGA DEL NORTE,"Meat, fresh, chilled or frozen (ND)",0.05572824
ZAMBOANGA DEL NORTE,"Meat, dried, salted, in brine or smoked (ND)",..
ZAMBOANGA DEL NORTE,"Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",0.00151388
ZAMBOANGA DEL NORTE,"Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",0.01235331
ZAMBOANGA DEL NORTE,Fish and other seafood (ND),0.15581314
ZAMBOANGA DEL NORTE,"Fish, live, fresh, chilled or frozen (ND)",0.12087107
ZAMBOANGA DEL NORTE,"Fish, dried, salted, in brine or smoked (ND)",0.02839962
ZAMBOANGA DEL NORTE,Fish preparations (ND),..
ZAMBOANGA DEL NORTE,"Other seafood, live, fresh, chilled or frozen (ND)",0.00654245
ZAMBOANGA DEL NORTE,Other seafood preparations (ND),..
ZAMBOANGA DEL NORTE,"Milk, other dairy products and eggs (ND)",0.05484313
ZAMBOANGA DEL NORTE,Raw and whole milk (ND),..
ZAMBOANGA DEL NORTE,Other milk and cream (ND),0.02948301
ZAMBOANGA DEL NORTE,Non-animal milk (ND),..
ZAMBOANGA DEL NORTE,Cheese (ND),..
ZAMBOANGA DEL NORTE,Yoghurt and similar products (ND),..
ZAMBOANGA DEL NORTE,Milk-based dessert and beverages (ND),..
ZAMBOANGA DEL NORTE,Eggs (ND),0.02536012
ZAMBOANGA DEL NORTE,Oils and fats (ND),0.00049737
ZAMBOANGA DEL NORTE,Vegetable oils (ND),..
ZAMBOANGA DEL NORTE,Butter and other fats and oils derived from milk (ND),..
ZAMBOANGA DEL NORTE,Margarine and similar preparations (ND),0.00049737
ZAMBOANGA DEL NORTE,Other animal oils and fats (ND),..
ZAMBOANGA DEL NORTE,Fruits and nuts (ND),0.02631452
ZAMBOANGA DEL NORTE,"Dates, figs and tropical fruits, fresh (ND)",0.02540821
ZAMBOANGA DEL NORTE,"Citrus fruits, fresh (ND)",..
ZAMBOANGA DEL NORTE,"Fruit, dried and dehydrated (ND)",0.00000959
ZAMBOANGA DEL NORTE,"Nuts, in shell or shelled (ND)",0.00067698
ZAMBOANGA DEL NORTE,Fruit and nuts ground and other preparations (ND),0.00021974
ZAMBOANGA DEL NORTE,"Vegetables, tubers, plantains, cooking bananas and pulses (ND)",0.05724004
ZAMBOANGA DEL NORTE,"Leafy or stem vegetables, fresh or chilled (ND)",0.01941511
ZAMBOANGA DEL NORTE,"Fruit-bearing vegetables, fresh or chilled (ND)",0.01538102
ZAMBOANGA DEL NORTE,"Other vegetables, fresh or chilled (ND)",0.01410005
ZAMBOANGA DEL NORTE,"Tubers, plantains and cooking bananas (ND)",0.00834386
ZAMBOANGA DEL NORTE,"Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",..
ZAMBOANGA DEL NORTE,"Sugar, confectionery and desserts (ND)",0.01677612
ZAMBOANGA DEL NORTE,Cane and beet sugar (ND),0.01087766
ZAMBOANGA DEL NORTE,"Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",..
ZAMBOANGA DEL NORTE,"Nut purée, nut butter and nut pastes (ND)",0.00048079
ZAMBOANGA DEL NORTE,"Chocolate, cocoa, and cocoa-based food products (ND)",0.00063559
ZAMBOANGA DEL NORTE,"Ice, ice cream and sorbet (ND)",0.00307597
ZAMBOANGA DEL NORTE,Other sugar confectionery and desserts n.e.c. (ND),0.00170611
ZAMBOANGA DEL NORTE,Ready-made food and other food products n.e.c. (ND),0.02295419
ZAMBOANGA DEL NORTE,Baby food (ND),0.00288765
ZAMBOANGA DEL NORTE,"Salt, condiments and sauces (ND)",0.01332260
ZAMBOANGA DEL NORTE,"Spices, culinary herbs and seeds (ND)",0.00674394
ZAMBOANGA DEL NORTE,Other food products n.e.c. (ND),..
ZAMBOANGA DEL NORTE,NON-ALCOHOLIC BEVERAGES,0.04317273
ZAMBOANGA DEL NORTE,Fruit and vegetable juices (ND),0.00319063
ZAMBOANGA DEL NORTE,Fruit and vegetable juices (ND),0.00319063
ZAMBOANGA DEL NORTE,Coffee and coffee substitutes (ND),0.02043433
ZAMBOANGA DEL NORTE,Coffee and coffee substitutes (ND),0.02043433
ZAMBOANGA DEL NORTE,"Tea, maté and other plant products for infusion (ND)",..
ZAMBOANGA DEL NORTE,"Tea, maté and other plant products for infusion (ND)",..
ZAMBOANGA DEL NORTE,Cocoa drinks (ND),0.00662477
ZAMBOANGA DEL NORTE,Cocoa drinks (ND),0.00662477
ZAMBOANGA DEL NORTE,Water (ND),0.00443018
ZAMBOANGA DEL NORTE,Water (ND),0.00443018
ZAMBOANGA DEL NORTE,Soft drinks (ND),0.00825244
ZAMBOANGA DEL NORTE,Soft drinks (ND),0.00825244
ZAMBOANGA DEL NORTE,Other non-alcoholic beverages (ND),0.00024038
ZAMBOANGA DEL NORTE,Other non-alcoholic beverages (ND),0.00024038
ZAMBOANGA DEL NORTE,ALCOHOLIC BEVERAGES AND TOBACCO,0.03568704
ZAMBOANGA DEL NORTE,ALCOHOLIC BEVERAGES,0.01230967
ZAMBOANGA DEL NORTE,Spirits and liquors (ND),0.00525994
ZAMBOANGA DEL NORTE,Spirits and liquors (ND),0.00525994
ZAMBOANGA DEL NORTE,Wine (ND),0.00361318
ZAMBOANGA DEL NORTE,Wine from other sources (ND),0.00361318
ZAMBOANGA DEL NORTE,Beer (ND),0.00343655
ZAMBOANGA DEL NORTE,Beer (ND),0.00343655
ZAMBOANGA DEL NORTE,TOBACCO,0.02337737
ZAMBOANGA DEL NORTE,Tobacco (ND),0.02337737
ZAMBOANGA DEL NORTE,Cigarettes (ND),0.02221527
ZAMBOANGA DEL NORTE,Cigars (ND),..
ZAMBOANGA DEL NORTE,Other tobacco products (ND),0.00116210
ZAMBOANGA DEL NORTE,OTHER VEGETABLE-BASED TOBACCO PRODUCTS,..
ZAMBOANGA DEL NORTE,Other vegetable-based tobacco products (ND),..
ZAMBOANGA DEL NORTE,Other vegetable-based tobacco products (ND),..
ZAMBOANGA DEL NORTE,NON-FOOD,0.50206893
ZAMBOANGA DEL NORTE,CLOTHING AND FOOTWEAR,0.04286434
ZAMBOANGA DEL NORTE,CLOTHING,0.03563726
ZAMBOANGA DEL NORTE,Clothing materials (SD),0.00000103
ZAMBOANGA DEL NORTE,Clothing materials (SD),0.00000103
ZAMBOANGA DEL NORTE,Garments (SD),0.03549460
ZAMBOANGA DEL NORTE,Garments for men or boys (SD),0.01937362
ZAMBOANGA DEL NORTE,Garments for women or girls (SD),0.01561095
ZAMBOANGA DEL NORTE,Garments for infants (0 to under 2 years) (SD),0.00051003
ZAMBOANGA DEL NORTE,Other articles of clothing and clothing accessories (SD),0.00014163
ZAMBOANGA DEL NORTE,Other articles of clothing (SD),0.00011954
ZAMBOANGA DEL NORTE,Clothing accessories (SD),0.00002209
ZAMBOANGA DEL NORTE,"Cleaning, repair, tailoring and hire of clothing (S)",..
ZAMBOANGA DEL NORTE,Cleaning of clothing (S),..
ZAMBOANGA DEL NORTE,"Repair, tailoring and hire of clothing (S)",..
ZAMBOANGA DEL NORTE,FOOTWEAR,0.00722708
ZAMBOANGA DEL NORTE,Shoes and other footwear (SD),0.00721501
ZAMBOANGA DEL NORTE,Footwear for men (SD),0.00401108
ZAMBOANGA DEL NORTE,Footwear for women (SD),0.00320393
ZAMBOANGA DEL NORTE,"Cleaning, repair, and hire of footwear (S)",0.00001207
ZAMBOANGA DEL NORTE,"Cleaning, repair, and hire of footwear (S)",0.00001207
ZAMBOANGA DEL NORTE,"HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",0.18440750
ZAMBOANGA DEL NORTE,ACTUAL RENTALS FOR HOUSING,0.08827500
ZAMBOANGA DEL NORTE,Actual rentals paid by tenants for main residence (S),0.08827500
ZAMBOANGA DEL NORTE,Actual rentals paid by tenants for main residence (S),0.08827500
ZAMBOANGA DEL NORTE,"MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",0.00234340
ZAMBOANGA DEL NORTE,Security equipment and materials for the maintenance and repair of the dwelling (ND),0.00159086
ZAMBOANGA DEL NORTE,Materials for the maintenance and repair of the dwelling (ND),0.00159086
ZAMBOANGA DEL NORTE,"Services for the maintenance, repair and security of the dwelling (S)",0.00075254
ZAMBOANGA DEL NORTE,"Services for the maintenance, repair and security of the dwelling (S)",0.00075254
ZAMBOANGA DEL NORTE,WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING,0.00646221
ZAMBOANGA DEL NORTE,Water supply (ND),0.00646221
ZAMBOANGA DEL NORTE,Water supply through network systems (ND),0.00646221
ZAMBOANGA DEL NORTE,"ELECTRICITY, GAS AND OTHER FUELS",0.08732689
ZAMBOANGA DEL NORTE,Electricity (ND),0.03104942
ZAMBOANGA DEL NORTE,Electricity (ND),0.03104942
ZAMBOANGA DEL NORTE,Gas (ND),..
ZAMBOANGA DEL NORTE,Liquefied hydrocarbons (ND),..
ZAMBOANGA DEL NORTE,Liquid fuels (ND),0.00305588
ZAMBOANGA DEL NORTE,Liquid fuels (ND),0.00305588
ZAMBOANGA DEL NORTE,Solid fuels (ND),0.05322159
ZAMBOANGA DEL NORTE,"Wood fuel, including pellets and briquettes (ND)",0.05177636
ZAMBOANGA DEL NORTE,Charcoal (ND),0.00144523
ZAMBOANGA DEL NORTE,"FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",0.02811868
ZAMBOANGA DEL NORTE,"FURNITURE, FURNISHINGS, AND LOOSE CARPETS",..
ZAMBOANGA DEL NORTE,"Furniture, furnishings and loose carpets (D)",..
ZAMBOANGA DEL NORTE,Household furniture (D),..
ZAMBOANGA DEL NORTE,"Furnishings, loose carpets and rugs (D)",..
ZAMBOANGA DEL NORTE,HOUSEHOLD TEXTILES,0.00142549
ZAMBOANGA DEL NORTE,Household textiles (SD),0.00142549
