Geolocation,Subsector,1980 Quarter 1,1980 Quarter 2,1980 Quarter 3,1980 Quarter 4,1980 Annual,1981 Quarter 1,1981 Quarter 2,1981 Quarter 3,1981 Quarter 4,1981 Annual,1982 Quarter 1,1982 Quarter 2,1982 Quarter 3,1982 Quarter 4,1982 Annual,1983 Quarter 1,1983 Quarter 2,1983 Quarter 3,1983 Quarter 4,1983 Annual,1984 Quarter 1,1984 Quarter 2,1984 Quarter 3,1984 Quarter 4,1984 Annual,1985 Quarter 1,1985 Quarter 2,1985 Quarter 3,1985 Quarter 4,1985 Annual,1986 Quarter 1,1986 Quarter 2,1986 Quarter 3,1986 Quarter 4,1986 Annual,1987 Quarter 1,1987 Quarter 2,1987 Quarter 3,1987 Quarter 4,1987 Annual,1988 Quarter 1,1988 Quarter 2,1988 Quarter 3,1988 Quarter 4,1988 Annual,1989 Quarter 1,1989 Quarter 2,1989 Quarter 3,1989 Quarter 4,1989 Annual,1990 Quarter 1,1990 Quarter 2,1990 Quarter 3,1990 Quarter 4,1990 Annual,1991 Quarter 1,1991 Quarter 2,1991 Quarter 3,1991 Quarter 4,1991 Annual,1992 Quarter 1,1992 Quarter 2,1992 Quarter 3,1992 Quarter 4,1992 Annual,1993 Quarter 1,1993 Quarter 2,1993 Quarter 3,1993 Quarter 4,1993 Annual,1994 Quarter 1,1994 Quarter 2,1994 Quarter 3,1994 Quarter 4,1994 Annual,1995 Quarter 1,1995 Quarter 2,1995 Quarter 3,1995 Quarter 4,1995 Annual,1996 Quarter 1,1996 Quarter 2,1996 Quarter 3,1996 Quarter 4,1996 Annual,1997 Quarter 1,1997 Quarter 2,1997 Quarter 3,1997 Quarter 4,1997 Annual,1998 Quarter 1,1998 Quarter 2,1998 Quarter 3,1998 Quarter 4,1998 Annual,1999 Quarter 1,1999 Quarter 2,1999 Quarter 3,1999 Quarter 4,1999 Annual,2000 Quarter 1,2000 Quarter 2,2000 Quarter 3,2000 Quarter 4,2000 Annual,2001 Quarter 1,2001 Quarter 2,2001 Quarter 3,2001 Quarter 4,2001 Annual,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2002 Annual,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2003 Annual,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2004 Annual,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2005 Annual,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2006 Annual,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2007 Annual,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2008 Annual,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2009 Annual,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2010 Annual,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2011 Annual,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2012 Annual,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2013 Annual,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2014 Annual,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2015 Annual,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2016 Annual,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2017 Annual,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2018 Annual,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2019 Annual,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2020 Annual,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4,2021 Annual,2022 Quarter 1,2022 Quarter 2,2022 Quarter 3,2022 Quarter 4,2022 Annual,2023 Quarter 1,2023 Quarter 2,2023 Quarter 3,2023 Quarter 4,2023 Annual,2024 Quarter 1,2024 Quarter 2,2024 Quarter 3,2024 Quarter 4,2024 Annual,2025 Quarter 1,2025 Quarter 2,2025 Quarter 3,2025 Quarter 4,2025 Annual,2026 Quarter 1,2026 Quarter 2,2026 Quarter 3,2026 Quarter 4,2026 Annual
....Cotabato,..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..
....Cotabato,..Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117.00,118.00,120.00,124.00,479.00,130.00,125.00,136.00,158.00,549.00,163.00,175.00,171.00,172.00,681.00,205.00,233.00,256.00,354.00,1048.00,350.00,414.00,342.00,799.00,1905.00,1173.00,1182.00,1258.50,1257.90,4871.40,1342.24,1682.14,1405.06,1538.25,5967.69,2511.03,2390.22,1836.00,1753.86,8491.11,2786.75,2611.83,2923.90,2003.29,10325.77,2665.34,2721.80,3731.82,3566.71,12685.67,3670.34,3188.87,3727.35,4378.49,14965.05,3052.75,2681.58,3364.78,4117.82,13216.93,3686.51,3115.50,3710.73,4184.33,14697.07,3856.61,3286.29,3505.62,4120.70,14769.22,3759.67,3317.58,3394.75,3827.24,14299.24,3972.11,3577.84,3570.50,4142.64,15263.09,3950.20,3254.71,3622.44,4375.50,15202.85,3549.82,3504.14,3666.69,4697.07,15417.72,3787.90,3086.97,3348.87,4448.25,14671.99,3883.42,3312.52,3391.61,4052.91,14640.46,2833.20,2682.13,2953.56,3497.52,11966.41,2209.63,1512.57,2967.03,2948.71,9637.94,2611.13,1812.08,3230.55,3282.26,10936.02,4016.32,2199.01,3095.77,3360.48,12671.58,1355.94,879.72,1903.74,2538.85,6678.24,2175.50,681.70,2017.25,1849.40,6723.84,1248.15,1006.81,677.18,780.04,3712.18,1215.06,..,..,..,..
....Cotabato,....Marine Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..
....Cotabato,....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,117.00,118.00,120.00,124.00,479.00,130.00,125.00,136.00,158.00,549.00,163.00,175.00,171.00,172.00,681.00,205.00,233.00,256.00,354.00,1048.00,350.00,414.00,342.00,799.00,1905.00,1173.00,1182.00,1258.50,1257.90,4871.40,1342.24,1682.14,1405.06,1538.25,5967.69,2511.03,2390.22,1836.00,1753.86,8491.11,2786.75,2611.83,2923.90,2003.29,10325.77,2665.34,2721.80,3731.82,3566.71,12685.67,3670.34,3188.87,3727.35,4378.49,14965.05,3052.75,2681.58,3364.78,4117.82,13216.93,3686.51,3115.50,3710.73,4184.33,14697.07,3856.61,3286.29,3505.62,4120.70,14769.22,3759.67,3317.58,3394.75,3827.24,14299.24,3972.11,3577.84,3570.50,4142.64,15263.09,3950.20,3254.71,3622.44,4375.50,15202.85,3549.82,3504.14,3666.69,4697.07,15417.72,3787.90,3086.97,3348.87,4448.25,14671.99,3883.42,3312.52,3391.61,4052.91,14640.46,2833.20,2682.13,2953.56,3497.52,11966.41,2209.63,1512.57,2967.03,2948.71,9637.94,2611.13,1812.08,3230.55,3282.26,10936.02,4016.32,2199.01,3095.77,3360.48,12671.58,1355.94,879.72,1903.74,2538.85,6678.24,2175.50,681.70,2017.25,1849.40,6723.84,1248.15,1006.81,677.18,780.04,3712.18,1215.06,..,..,..,..
....Cotabato,..Aquaculture,..,..,..,..,..,..,..,..,..,44.00,..,..,..,..,44.00,..,..,..,..,42.00,..,..,..,..,41.00,..,..,..,..,41.00,..,..,..,..,43.00,..,..,..,..,43.00,..,..,..,..,40.00,..,..,..,..,41.00,..,..,..,..,59.73,..,..,..,..,66.74,..,..,..,..,54.00,2.00,1.00,2.00,1.00,6.00,5.00,1.00,..,1.00,7.00,9.00,7.00,..,5.00,21.00,10.00,9.00,10.00,5.00,34.00,13.00,..,12.00,6.00,31.00,11.00,5.00,10.00,6.00,32.00,28.00,46.00,16.00,14.00,104.00,35.00,43.00,25.00,16.00,119.00,15.00,17.00,43.00,52.00,127.00,45.00,30.00,74.00,71.00,220.00,45.25,45.80,96.00,105.00,292.05,47.50,51.50,107.80,106.00,312.80,62.62,51.01,99.52,119.50,332.65,88.46,82.50,115.50,108.14,394.60,101.25,90.68,139.55,119.71,451.20,91.38,80.87,100.77,137.35,410.36,99.89,82.81,99.41,144.72,426.82,73.69,62.54,94.85,177.34,408.42,107.88,96.29,81.98,177.83,463.98,117.79,104.65,97.86,206.22,526.52,139.59,90.64,111.95,203.71,545.89,169.37,104.37,91.04,177.65,542.44,156.42,85.16,90.07,147.77,479.42,135.02,68.93,72.90,135.91,412.75,150.25,112.07,76.60,148.56,487.48,167.26,120.39,104.28,137.61,529.54,134.17,132.40,116.00,149.83,532.41,109.71,138.81,102.84,145.07,496.43,134.36,94.04,106.60,130.81,465.81,80.13,72.16,47.89,98.95,299.14,120.11,73.52,91.25,90.76,375.65,73.37,35.78,91.32,96.95,297.42,92.02,86.24,111.82,164.36,454.44,124.61,..,..,..,..
....Sarangani,FISHERIES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3920.00,3032.00,5335.00,3872.00,16159.00,2079.00,3121.00,9492.00,10226.00,24918.00,4151.00,3664.00,6949.00,11448.00,26212.00,4734.00,4203.00,7729.00,8641.00,25307.00,4410.00,4856.00,9088.00,8507.00,26861.00,6361.00,6405.00,7184.00,4621.00,24571.00,5832.00,5973.00,7758.00,4496.00,24059.00,6055.00,5781.00,7784.00,6683.00,26303.00,6196.70,5895.11,7120.80,6788.00,26000.61,6197.70,6814.50,6226.00,8805.50,28043.70,5906.52,6919.53,6566.89,8505.12,27898.06,5578.87,7396.32,6977.68,8389.30,28342.17,6170.88,7727.18,5915.44,9167.50,28981.00,6665.93,8193.89,6379.95,6585.58,27825.36,6131.55,5581.52,6460.80,6991.01,25164.88,6183.28,5443.54,5928.32,7031.31,24586.45,6030.91,5476.62,5246.86,6604.42,23358.82,6642.71,5590.95,5194.98,6755.31,24183.95,6517.02,6321.98,5459.51,6091.01,24389.53,6061.25,5698.34,6009.95,5891.32,23660.86,6707.11,5703.12,5837.99,5478.37,23726.58,4899.79,3413.53,4693.46,5636.46,18643.24,3611.13,2846.40,4146.42,4507.07,15111.03,3876.92,1685.10,3776.85,3674.45,13013.31,3226.76,1883.02,3054.69,3050.82,11215.29,2501.33,3114.68,5543.98,5168.17,16328.15,3699.52,3155.44,4609.88,5634.58,17099.41,5109.87,4561.22,4670.21,5519.84,19861.14,5419.51,8214.31,9517.53,11727.50,34878.85,10247.16,7403.56,6386.32,8053.98,32091.01,8925.71,16529.45,7997.68,9377.32,42830.16,4574.13,3745.44,4534.33,4982.20,17836.11,4743.37,..,..,..,..
....Sarangani,..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,159.00,166.00,173.00,139.00,637.00,165.00,170.00,178.00,118.00,631.00,134.00,163.00,545.00,514.00,1356.00,187.00,162.00,474.00,421.00,1244.00,285.00,216.00,242.00,267.00,1010.00,305.00,280.00,210.00,169.00,964.00,320.00,269.00,229.00,207.00,1025.00,323.00,301.00,217.00,220.00,1061.00,338.00,302.00,198.00,248.00,1086.00,317.35,297.38,212.39,246.92,1074.04,280.10,239.91,210.82,229.15,959.98,248.62,201.52,199.53,219.82,869.49,284.63,273.22,109.76,108.83,776.44,171.33,221.81,108.40,92.04,593.58,115.81,160.35,68.95,91.62,436.73,102.54,130.45,58.69,74.16,365.84,204.97,171.16,153.85,134.38,664.36,208.15,210.31,146.75,151.25,716.46,178.80,191.42,77.71,136.72,584.65,98.39,108.60,76.73,67.79,351.51,29.08,27.23,34.25,38.11,128.67,27.39,30.80,23.04,15.77,97.00,30.74,15.05,22.75,13.29,81.83,22.35,17.16,20.80,17.41,77.72,28.23,30.22,46.18,89.18,193.81,43.00,48.03,51.94,96.86,239.83,29.24,40.67,161.35,92.99,324.25,43.16,79.27,74.04,109.99,306.45,59.58,134.88,153.29,190.84,538.60,276.19,96.05,338.15,196.29,906.68,172.39,164.60,270.99,473.38,1081.36,91.72,..,..,..,..
....Sarangani,..Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1710.00,2342.00,3085.00,2432.00,9569.00,1692.00,2584.00,4182.00,7085.00,15543.00,3711.00,3027.00,2918.00,7156.00,16812.00,3565.00,3030.00,6199.00,7089.00,19883.00,3018.00,3021.00,6731.00,5995.00,18765.00,4719.00,4526.00,4818.00,2454.00,16517.00,4193.00,4232.00,5344.00,2338.00,16107.00,4474.00,4284.00,4756.00,3609.00,17123.00,4364.00,4287.00,4546.00,3742.00,16939.00,4395.00,4508.00,4180.00,5885.00,18968.00,4315.03,4439.40,4413.99,5767.40,18935.82,3995.50,4928.96,4561.38,5622.68,19108.52,4101.61,5768.25,3471.35,6778.91,20120.12,4398.11,6079.07,3409.83,4827.17,18714.18,4186.21,3441.08,3375.01,4249.00,15251.30,3963.48,3322.41,3314.55,4199.82,14800.26,3796.62,3533.64,3077.21,3785.80,14193.27,3815.24,3428.26,2612.78,3827.00,13683.28,3525.35,3520.91,2824.86,3405.76,13276.88,3344.04,3592.87,3182.63,3115.22,13234.76,3999.67,3893.90,3164.22,3156.10,14213.89,2370.53,2050.60,2531.83,3186.10,10139.06,1466.41,1711.55,2268.71,2419.02,7865.69,1577.34,534.67,1868.57,1249.29,5229.87,889.25,570.83,1244.09,948.24,3652.41,1155.32,1780.18,1791.36,1860.37,6587.23,1509.14,1334.51,1818.71,1934.50,6596.86,1917.53,1890.19,1720.82,1765.34,7293.88,2488.03,4597.36,5742.52,7820.26,20648.18,6576.57,4654.92,3577.78,4799.53,19608.80,5850.01,11193.61,4564.53,6305.90,27914.05,1937.12,1530.16,1535.39,1211.15,6213.82,1654.66,..,..,..,..
....Sarangani,....Marine Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1710.00,2342.00,3085.00,2432.00,9569.00,1692.00,2584.00,4182.00,7085.00,15543.00,3711.00,3027.00,2918.00,7156.00,16812.00,3565.00,3030.00,6199.00,7089.00,19883.00,3018.00,3021.00,6731.00,5995.00,18765.00,4719.00,4526.00,4818.00,2454.00,16517.00,4193.00,4232.00,5344.00,2338.00,16107.00,4474.00,4284.00,4756.00,3609.00,17123.00,4364.00,4287.00,4546.00,3742.00,16939.00,4395.00,4508.00,4180.00,5885.00,18968.00,4315.03,4439.40,4413.99,5767.40,18935.82,3995.50,4928.96,4561.38,5622.68,19108.52,4101.61,5768.25,3471.35,6778.91,20120.12,4398.11,6079.07,3409.83,4827.17,18714.18,4186.21,3441.08,3375.01,4249.00,15251.30,3963.48,3322.41,3314.55,4199.82,14800.26,3796.62,3533.64,3077.21,3785.80,14193.27,3815.24,3428.26,2612.78,3827.00,13683.28,3525.35,3520.91,2824.86,3405.76,13276.88,3344.04,3592.87,3182.63,3115.22,13234.76,3999.67,3893.90,3164.22,3156.10,14213.89,2370.53,2050.60,2531.83,3186.10,10139.06,1466.41,1711.55,2268.71,2419.02,7865.69,1577.34,534.67,1868.57,1249.29,5229.87,889.25,570.83,1244.09,948.24,3652.41,1155.32,1780.18,1791.36,1860.37,6587.23,1509.14,1334.51,1818.71,1934.50,6596.86,1903.39,1886.36,1712.90,1763.57,7266.22,2486.10,4595.45,5740.43,7817.27,20639.25,6574.49,4652.93,3575.88,4798.94,19602.23,5848.90,11193.19,4563.54,6299.15,27904.78,1936.80,1529.28,1534.30,1210.83,6211.20,1654.23,..,..,..,..
....Sarangani,....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14.14,3.83,7.92,1.77,27.66,1.93,1.91,2.09,2.99,8.93,2.08,2.00,1.90,0.59,6.57,1.11,0.43,0.98,6.75,9.27,0.32,0.89,1.09,0.32,2.62,0.43,..,..,..,..
....Sarangani,..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2210.00,690.00,2250.00,1440.00,6590.00,228.00,371.00,5137.00,3002.00,8738.00,275.00,467.00,3853.00,4174.00,8769.00,1035.00,1010.00,985.00,1038.00,4068.00,1205.00,1673.00,1883.00,2091.00,6852.00,1357.00,1663.00,2124.00,1900.00,7044.00,1334.00,1461.00,2204.00,1989.00,6988.00,1261.00,1228.00,2799.00,2867.00,8155.00,1509.70,1307.11,2357.80,2826.00,8000.61,1464.70,2004.50,1848.00,2672.50,7989.70,1274.14,2182.75,1940.51,2490.80,7888.20,1303.27,2227.45,2205.48,2537.47,8273.67,1820.65,1757.41,2244.56,2168.77,7991.39,1983.19,1841.60,2860.36,1649.58,8334.74,1774.01,1918.63,2977.39,2649.97,9320.00,2103.99,1960.78,2544.82,2739.87,9349.46,2131.75,1812.53,2110.96,2744.46,8799.71,2622.50,1991.53,2428.35,2793.93,9836.31,2783.52,2590.76,2487.90,2534.00,10396.19,2538.41,1914.05,2749.61,2639.38,9841.45,2609.05,1700.62,2597.04,2254.48,9161.18,2500.18,1335.70,2127.38,2412.25,8375.51,2117.33,1104.05,1854.67,2072.28,7148.34,2268.84,1135.38,1885.53,2411.87,7701.61,2315.16,1295.03,1789.80,2085.17,7485.16,1317.78,1304.28,3706.44,3218.62,9547.11,2147.38,1772.90,2739.23,3603.22,10262.72,3163.10,2630.36,2788.04,3661.51,12243.01,2888.32,3537.68,3700.97,3797.25,13924.22,3611.00,2613.75,2655.25,3063.61,11943.61,2799.51,5239.79,3095.00,2875.14,14009.44,2464.63,2050.68,2727.95,3297.67,10540.93,2996.99,..,..,..,..
....South Cotabato,FISHERIES,..,..,..,..,31582.00,..,..,..,..,33692.00,..,..,..,..,38047.00,..,..,..,..,41630.00,..,..,..,..,45088.00,..,..,..,..,50141.00,..,..,..,..,46561.00,..,..,..,..,46131.00,..,..,..,..,50563.00,..,..,..,..,53671.00,..,..,..,..,43709.81,..,..,..,..,64621.55,..,..,..,..,53295.00,18669.00,16272.00,16456.00,15940.00,67337.00,9600.00,10548.00,9237.00,7469.00,36854.00,9335.00,9587.00,13336.00,15148.00,47406.00,12547.00,13772.00,18461.00,25670.00,70450.00,14902.00,15350.00,16383.00,18652.00,65287.00,17014.00,15686.00,26139.00,40986.00,99825.00,37125.00,36523.00,36852.00,28247.00,138747.00,37581.00,34696.00,35731.00,36362.00,144370.00,38038.00,36167.00,35313.00,36452.00,145970.00,38303.00,39768.00,32359.00,37164.00,147594.00,38002.90,45275.00,46979.80,52280.85,182538.55,52215.14,43299.33,56894.65,54572.54,206981.66,37739.59,35367.60,48531.39,50060.74,171699.32,41581.34,51774.13,40778.28,51792.10,185925.85,40151.36,60789.39,46850.34,65615.04,213406.13,57966.17,67092.40,57899.49,72134.98,255093.04,54816.89,64043.87,39290.80,71773.10,229924.67,56992.25,43630.97,49896.23,60457.93,210977.37,45016.28,44420.20,37636.40,47698.03,174770.92,43132.91,51751.06,53777.41,65513.23,214174.61,57897.08,62309.09,52000.82,46842.41,219049.40,63851.40,70431.07,55374.01,66607.24,256263.73,63892.19,81498.73,60405.97,66139.66,271936.56,55693.35,66598.58,64087.28,56909.89,243289.10,80099.17,66213.10,64535.90,69483.96,280332.13,83879.13,72601.73,61680.38,68945.08,287106.32,77040.41,66560.46,62351.43,72321.78,278274.08,57253.18,86702.34,67115.78,68086.37,279157.67,65154.61,63641.11,55771.04,50914.27,235481.03,54678.74,74004.20,52944.46,56586.69,238214.10,49137.56,37948.28,60987.21,68200.10,216273.16,68781.13,87803.99,57557.54,57637.87,271780.53,63926.85,61464.16,66505.40,68817.26,260713.67,51296.01,..,..,..,..
....South Cotabato,..Commercial Fisheries,..,..,..,..,14263.00,..,..,..,..,16116.00,..,..,..,..,24627.00,..,..,..,..,25735.00,..,..,..,..,30049.00,..,..,..,..,39794.00,..,..,..,..,36737.00,..,..,..,..,36789.00,..,..,..,..,40171.00,..,..,..,..,42531.00,..,..,..,..,34510.00,..,..,..,..,56008.00,..,..,..,..,41503.00,10454.00,11538.00,8999.00,8389.00,39380.00,8137.00,9008.00,8522.00,6979.00,32646.00,7639.00,8206.00,11730.00,13241.00,40816.00,10341.00,12306.00,16803.00,22545.00,61995.00,12750.00,14270.00,14338.00,16577.00,57935.00,15363.00,14890.00,24245.00,39276.00,93774.00,34811.00,35160.00,35132.00,25357.00,130460.00,35036.00,33485.00,33961.00,34384.00,136866.00,35811.00,34840.00,33833.00,34537.00,139021.00,35972.00,38203.00,30982.00,35027.00,140184.00,35786.00,43721.00,45640.00,50551.00,175698.00,50031.00,41808.00,55432.00,52899.00,200170.00,35701.04,33604.23,46832.99,48442.07,164580.33,40209.48,50764.13,39770.17,50744.74,181488.52,38679.22,59798.93,45600.17,64796.98,208875.30,56512.70,66022.01,56887.95,70844.55,250267.21,53427.17,63101.85,38296.83,70424.41,225250.26,55372.72,42536.08,48885.71,59095.76,205890.27,43400.99,43267.76,36524.02,46249.65,169442.42,41563.14,50544.52,52631.83,64053.95,208793.44,56317.40,60954.43,50572.79,45430.82,213275.44,62349.08,69032.25,53929.64,65149.33,250460.30,62597.25,80368.66,59096.04,64498.22,266560.17,54302.34,65494.29,62779.90,55396.03,237972.56,78234.99,65013.45,62919.71,67978.08,274146.23,81514.77,71058.44,60182.94,67365.16,280121.31,74921.02,65538.03,61407.51,71161.44,273028.00,55993.73,85523.74,66048.46,66913.84,274479.77,63915.60,62530.22,54729.18,49697.89,230872.89,53629.61,72791.47,51651.97,54976.20,233049.24,47514.71,36429.25,59498.21,65767.17,209209.35,66426.79,84594.54,55533.19,54480.53,261035.05,62337.18,59669.30,64426.36,66325.01,252757.85,49197.46,..,..,..,..
....South Cotabato,..Municipal Fisheries,..,..,..,..,17065.00,..,..,..,..,17033.00,..,..,..,..,12692.00,..,..,..,..,15162.00,..,..,..,..,14263.00,..,..,..,..,9704.00,..,..,..,..,9177.00,..,..,..,..,8601.00,..,..,..,..,9288.00,..,..,..,..,9920.00,..,..,..,..,7975.00,..,..,..,..,7247.00,..,..,..,..,9703.00,2017.00,2571.00,1871.00,4885.00,11344.00,353.00,419.00,351.00,229.00,1352.00,556.00,499.00,816.00,1064.00,2935.00,1103.00,496.00,694.00,2145.00,4438.00,1021.00,485.00,1047.00,1970.00,4523.00,708.00,343.00,1004.00,1575.00,3630.00,1221.00,855.00,805.00,2772.00,5653.00,1732.00,851.00,881.00,1778.00,5242.00,1400.00,938.00,846.00,1740.00,4924.00,1431.00,1088.00,690.00,1882.00,5091.00,1454.00,1116.00,693.00,1463.00,4726.00,1385.24,1086.28,796.79,1426.09,4694.40,1218.11,1223.11,939.62,1210.37,4591.21,537.79,482.21,288.21,650.84,1959.05,556.11,463.79,428.66,388.94,1837.50,516.94,369.15,427.61,522.95,1836.65,430.34,392.93,372.55,499.12,1694.94,419.43,367.55,351.93,490.72,1629.63,440.49,362.27,376.71,622.55,1802.02,524.84,401.22,376.92,540.25,1843.23,537.61,443.93,528.94,561.86,2072.34,526.12,504.29,456.52,542.66,2029.59,431.32,389.09,564.38,807.00,2191.79,576.78,462.00,642.60,815.30,2496.68,1041.51,813.40,1026.52,923.57,3805.00,1576.97,1163.16,1037.46,1061.21,4838.80,1259.61,415.07,256.68,328.27,2259.63,303.87,578.91,525.44,483.85,1892.07,435.82,569.26,575.73,636.65,2217.46,555.21,764.35,807.04,795.41,2922.01,778.24,898.74,1065.07,1728.12,4470.18,1754.76,1528.42,881.49,826.55,4991.22,896.72,717.69,936.17,973.86,3524.44,1319.58,..,..,..,..
