Geolocation,Subsector,1980 Quarter 1,1980 Quarter 2,1980 Quarter 3,1980 Quarter 4,1980 Annual,1981 Quarter 1,1981 Quarter 2,1981 Quarter 3,1981 Quarter 4,1981 Annual,1982 Quarter 1,1982 Quarter 2,1982 Quarter 3,1982 Quarter 4,1982 Annual,1983 Quarter 1,1983 Quarter 2,1983 Quarter 3,1983 Quarter 4,1983 Annual,1984 Quarter 1,1984 Quarter 2,1984 Quarter 3,1984 Quarter 4,1984 Annual,1985 Quarter 1,1985 Quarter 2,1985 Quarter 3,1985 Quarter 4,1985 Annual,1986 Quarter 1,1986 Quarter 2,1986 Quarter 3,1986 Quarter 4,1986 Annual,1987 Quarter 1,1987 Quarter 2,1987 Quarter 3,1987 Quarter 4,1987 Annual,1988 Quarter 1,1988 Quarter 2,1988 Quarter 3,1988 Quarter 4,1988 Annual,1989 Quarter 1,1989 Quarter 2,1989 Quarter 3,1989 Quarter 4,1989 Annual,1990 Quarter 1,1990 Quarter 2,1990 Quarter 3,1990 Quarter 4,1990 Annual,1991 Quarter 1,1991 Quarter 2,1991 Quarter 3,1991 Quarter 4,1991 Annual,1992 Quarter 1,1992 Quarter 2,1992 Quarter 3,1992 Quarter 4,1992 Annual,1993 Quarter 1,1993 Quarter 2,1993 Quarter 3,1993 Quarter 4,1993 Annual,1994 Quarter 1,1994 Quarter 2,1994 Quarter 3,1994 Quarter 4,1994 Annual,1995 Quarter 1,1995 Quarter 2,1995 Quarter 3,1995 Quarter 4,1995 Annual,1996 Quarter 1,1996 Quarter 2,1996 Quarter 3,1996 Quarter 4,1996 Annual,1997 Quarter 1,1997 Quarter 2,1997 Quarter 3,1997 Quarter 4,1997 Annual,1998 Quarter 1,1998 Quarter 2,1998 Quarter 3,1998 Quarter 4,1998 Annual,1999 Quarter 1,1999 Quarter 2,1999 Quarter 3,1999 Quarter 4,1999 Annual,2000 Quarter 1,2000 Quarter 2,2000 Quarter 3,2000 Quarter 4,2000 Annual,2001 Quarter 1,2001 Quarter 2,2001 Quarter 3,2001 Quarter 4,2001 Annual,2002 Quarter 1,2002 Quarter 2,2002 Quarter 3,2002 Quarter 4,2002 Annual,2003 Quarter 1,2003 Quarter 2,2003 Quarter 3,2003 Quarter 4,2003 Annual,2004 Quarter 1,2004 Quarter 2,2004 Quarter 3,2004 Quarter 4,2004 Annual,2005 Quarter 1,2005 Quarter 2,2005 Quarter 3,2005 Quarter 4,2005 Annual,2006 Quarter 1,2006 Quarter 2,2006 Quarter 3,2006 Quarter 4,2006 Annual,2007 Quarter 1,2007 Quarter 2,2007 Quarter 3,2007 Quarter 4,2007 Annual,2008 Quarter 1,2008 Quarter 2,2008 Quarter 3,2008 Quarter 4,2008 Annual,2009 Quarter 1,2009 Quarter 2,2009 Quarter 3,2009 Quarter 4,2009 Annual,2010 Quarter 1,2010 Quarter 2,2010 Quarter 3,2010 Quarter 4,2010 Annual,2011 Quarter 1,2011 Quarter 2,2011 Quarter 3,2011 Quarter 4,2011 Annual,2012 Quarter 1,2012 Quarter 2,2012 Quarter 3,2012 Quarter 4,2012 Annual,2013 Quarter 1,2013 Quarter 2,2013 Quarter 3,2013 Quarter 4,2013 Annual,2014 Quarter 1,2014 Quarter 2,2014 Quarter 3,2014 Quarter 4,2014 Annual,2015 Quarter 1,2015 Quarter 2,2015 Quarter 3,2015 Quarter 4,2015 Annual,2016 Quarter 1,2016 Quarter 2,2016 Quarter 3,2016 Quarter 4,2016 Annual,2017 Quarter 1,2017 Quarter 2,2017 Quarter 3,2017 Quarter 4,2017 Annual,2018 Quarter 1,2018 Quarter 2,2018 Quarter 3,2018 Quarter 4,2018 Annual,2019 Quarter 1,2019 Quarter 2,2019 Quarter 3,2019 Quarter 4,2019 Annual,2020 Quarter 1,2020 Quarter 2,2020 Quarter 3,2020 Quarter 4,2020 Annual,2021 Quarter 1,2021 Quarter 2,2021 Quarter 3,2021 Quarter 4,2021 Annual,2022 Quarter 1,2022 Quarter 2,2022 Quarter 3,2022 Quarter 4,2022 Annual,2023 Quarter 1,2023 Quarter 2,2023 Quarter 3,2023 Quarter 4,2023 Annual,2024 Quarter 1,2024 Quarter 2,2024 Quarter 3,2024 Quarter 4,2024 Annual,2025 Quarter 1,2025 Quarter 2,2025 Quarter 3,2025 Quarter 4,2025 Annual,2026 Quarter 1,2026 Quarter 2,2026 Quarter 3,2026 Quarter 4,2026 Annual
....Pangasinan,..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27866.00,..,..,..,..,19358.00,..,..,..,..,27773.00,..,..,..,..,35024.00,..,..,..,..,38231.00,..,..,..,..,40379.00,..,..,..,..,46298.00,..,..,..,..,52499.00,..,..,..,..,69981.00,..,..,..,..,77868.00,19837.00,28272.00,28641.00,44790.00,121540.00,33491.00,32690.00,34060.00,43992.00,144233.00,36460.94,47885.20,35851.65,50164.38,170362.17,33926.12,60757.43,65096.28,86115.26,245895.09,43192.88,56695.88,103712.31,129461.57,333062.64,50856.86,97499.96,104071.33,156247.50,408675.65,86780.58,72822.13,70396.44,193812.26,423811.41,105190.14,64209.19,40381.64,39159.63,248940.60,38042.78,25591.94,59500.24,42625.93,165760.89,37492.20,27693.46,42453.28,63319.51,170958.45,24213.83,33408.75,18575.69,31288.79,107487.06,33163.39,36445.59,23519.10,43313.65,136441.73,35790.57,30296.76,33216.82,59919.43,159223.58,42021.13,34826.81,49618.54,64839.88,191306.36,66887.01,66190.14,89357.16,61300.23,283734.54,87419.55,83899.45,94334.02,99749.34,365402.36,34628.72,45999.83,48925.38,45657.42,175211.35,59331.83,152895.28,161514.62,102591.06,476332.79,38165.22,101603.01,209600.62,86327.11,435695.96,31862.04,66825.20,134651.16,103247.16,336585.56,47094.72,168148.72,176444.25,103033.59,494721.28,43947.07,155205.60,155342.39,99888.56,454383.62,278066.85,389295.11,158476.75,188269.53,1014108.24,253421.78,354586.21,247317.28,209065.63,1064390.90,305921.10,..,..,..,..
....Pangasinan,..Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,471230.00,..,..,..,..,277004.00,..,..,..,..,199646.00,..,..,..,..,177043.00,..,..,..,..,141238.00,..,..,..,..,212605.00,..,..,..,..,215365.00,..,..,..,..,236893.00,..,..,..,..,245566.00,..,..,..,..,284380.00,69580.00,57735.00,98004.00,92664.00,317983.00,103794.00,78591.00,108148.00,172659.00,463192.00,150405.55,133059.46,147562.77,203264.83,634292.61,167424.87,185197.39,208195.93,199794.51,760612.70,196057.19,360928.49,241251.48,264277.74,1062514.90,194451.41,229440.90,277014.11,310600.61,1011507.03,184747.83,400102.89,238676.79,279573.24,1103100.75,238904.65,259530.35,235436.21,640815.03,1374686.24,282446.92,291125.11,234272.73,475383.38,1283228.14,211496.18,361239.47,186745.20,408472.49,1167953.34,148801.13,279192.89,158272.52,355382.87,941649.41,145696.63,278052.96,136082.53,364465.29,924297.41,170815.00,309176.80,175059.06,393335.28,1048386.14,197063.84,320633.34,180128.46,401780.32,1099605.96,231822.00,165402.63,143736.98,311438.76,852400.37,273252.75,173558.17,150807.18,341628.28,939246.38,255248.45,237550.50,236241.48,613325.53,1342365.96,321408.00,250094.30,202505.63,603258.61,1377266.54,427332.94,264438.77,175429.90,438920.53,1306122.14,331019.95,338809.02,197207.57,492245.64,1359282.18,342019.35,334302.81,201717.12,505404.50,1383443.78,353254.98,343538.28,189599.92,547177.43,1433570.61,279268.22,302009.81,146348.65,401445.35,1129072.03,311309.67,386195.70,207993.91,440940.93,1346440.21,338011.46,..,..,..,..
....Pangasinan,....Marine Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,471230.00,..,..,..,..,272663.00,..,..,..,..,194088.00,..,..,..,..,173720.00,..,..,..,..,138169.00,..,..,..,..,208879.00,..,..,..,..,213750.00,..,..,..,..,234056.00,..,..,..,..,242360.00,..,..,..,..,280877.00,63340.00,53247.00,83679.00,74315.00,274581.00,92497.00,73482.00,94478.00,162716.00,423173.00,131643.55,113737.95,129575.77,179161.83,554119.10,142897.50,162839.39,186770.93,176947.64,669455.46,171176.89,333228.49,211415.16,223193.74,939014.28,142353.41,189690.58,244394.39,260706.39,837144.77,140326.54,337473.19,205909.87,244138.06,927847.66,195988.96,234682.10,224310.84,451515.77,1106497.67,272448.84,284784.51,225002.59,379383.46,1161619.40,202714.34,353464.31,176587.20,363899.33,1096665.18,141387.55,271133.19,147892.29,348480.09,908893.12,137287.11,271165.00,125638.44,357561.45,891652.00,162103.68,300430.26,140401.87,376753.15,979688.96,191322.39,312090.74,168131.58,388436.20,1059980.91,220910.48,156440.16,129686.67,296961.90,803999.21,259058.85,164733.76,138354.61,326546.73,888693.95,242638.97,225395.68,219964.99,590012.84,1278012.48,314706.05,240268.78,178776.47,582359.12,1316110.42,412545.34,252882.79,164560.91,418335.73,1248324.77,307955.47,265460.53,156000.20,459785.65,1189201.85,322269.12,272508.86,171347.18,480299.77,1246424.93,335475.98,285129.77,152563.40,505424.63,1278593.78,234875.71,230857.66,110325.94,364641.46,940700.77,259640.68,328612.81,173117.21,401699.86,1163070.56,291096.85,..,..,..,..
....Pangasinan,....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4341.00,..,..,..,..,5558.00,..,..,..,..,3323.00,..,..,..,..,3069.00,..,..,..,..,3726.00,..,..,..,..,1615.00,..,..,..,..,2837.00,..,..,..,..,3206.00,..,..,..,..,3503.00,6240.00,4488.00,14325.00,18349.00,43402.00,11297.00,5109.00,13670.00,9943.00,40019.00,18762.00,19321.51,17987.00,24103.00,80173.51,24527.37,22358.00,21425.00,22846.87,91157.24,24880.30,27700.00,29836.32,41084.00,123500.62,52098.00,39750.32,32619.72,49894.22,174362.26,44421.29,62629.70,32766.92,35435.18,175253.09,42915.69,24848.25,11125.37,189299.26,268188.57,9998.08,6340.60,9270.14,95999.92,121608.74,8781.84,7775.16,10158.00,44573.16,71288.16,7413.58,8059.70,10380.23,6902.78,32756.29,8409.52,6887.96,10444.09,6903.84,32645.41,8711.32,8746.54,34657.19,16582.13,68697.18,5741.45,8542.60,11996.88,13344.12,39625.05,10911.52,8962.47,14050.31,14476.86,48401.16,14193.90,8824.41,12452.57,15081.55,50552.43,12609.48,12154.82,16276.49,23312.69,64353.48,6701.95,9825.52,23729.16,20899.49,61156.12,14787.60,11555.98,10868.99,20584.80,57797.37,23064.48,73348.49,41207.37,32459.99,170080.33,19750.23,61793.95,30369.94,25104.73,137018.85,17779.00,58408.51,37036.52,41752.80,154976.83,44392.51,71152.15,36022.71,36803.89,188371.26,51668.99,57582.89,34876.70,39241.07,183369.65,46914.61,..,..,..,..
....Pangasinan,..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,264656.00,207135.00,373273.00,191669.00,1036733.00,362021.00,149891.00,279237.00,244297.00,1035446.00,227221.00,262283.00,343107.00,744122.00,1576733.00,228176.00,272238.00,351811.00,551042.00,1403267.00,280721.00,348773.00,117089.00,376645.00,1123228.00,329751.00,498701.00,180318.00,251910.00,1260680.00,261777.00,507209.00,198104.00,670981.00,1638071.00,342291.00,635089.00,268072.00,877400.00,2122852.00,421631.00,649877.00,371628.00,809427.00,2252563.00,414051.00,500117.00,505435.00,741986.00,2161589.00,376110.00,510615.00,502181.00,1076798.00,2465704.00,574542.00,633500.00,623411.00,1512886.00,3344339.00,787589.00,809386.00,795719.00,1789832.00,4182526.00,1001990.65,1115015.40,1087557.00,2162736.00,5367299.05,1119053.16,1178437.41,1065624.06,2572729.18,5935843.81,1243698.98,847360.24,994405.68,4066923.40,7152388.30,1556216.86,1018481.40,852988.13,3044537.63,6472224.02,1626339.90,1742169.61,1000103.24,2536728.37,6905341.12,1669631.35,1555345.56,1017286.96,4450597.36,8692861.23,1685788.32,2330150.28,1330740.83,5200309.56,10546988.99,2050542.95,2544456.93,1327019.84,4743232.40,10665252.12,2180990.09,2964358.91,1754999.22,6506780.20,13407128.42,2257169.17,2975495.25,1858429.52,5435999.52,12527093.46,2391927.87,2613013.42,1711887.96,5773322.09,12490151.34,2234913.24,2952737.53,1801536.64,5879726.49,12868913.90,2644525.05,2186025.41,1889785.18,6358599.72,13078935.36,2863228.64,2414639.84,2171881.95,7325036.19,14774786.62,2851630.97,2416478.91,2115552.44,8071811.70,15455474.02,3089544.34,3071909.54,2898983.16,9523989.56,18584426.60,2911676.67,3349085.95,3858951.13,8412733.83,18532447.58,3671941.94,3729075.07,4291494.02,9095783.60,20788294.63,3421418.39,3549723.65,3676788.16,9794680.83,20442611.03,3789324.46,4673457.18,4261738.81,11382918.24,24107438.69,3879291.04,..,..,..,..
..Region II (Cagayan Valley),FISHERIES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59851.00,..,..,..,..,53349.00,..,..,..,..,226319.00,..,..,..,..,179369.00,..,..,..,..,173812.00,..,..,..,..,207009.00,..,..,..,..,318147.00,43738.00,36814.00,25903.00,21801.00,552806.00,46860.00,32835.00,23792.00,7272.00,473680.00,30197.00,31273.00,30610.00,16551.00,716806.00,40832.00,38899.00,30706.00,11114.00,763917.00,36812.00,48387.00,34312.00,29134.00,851474.00,24633.00,34536.00,38155.00,41052.00,840317.00,43230.00,48928.00,45383.00,53272.00,1035365.00,53521.70,60120.00,58107.00,60837.00,1292335.70,63207.00,85745.00,92973.00,83348.00,1602280.00,627883.00,594811.00,518610.00,522405.25,2263709.25,701729.00,688291.00,522408.00,419205.00,2331633.00,809005.61,805729.17,620070.55,479423.82,2714229.15,862935.65,768309.74,611204.95,680644.86,2923095.20,1027979.27,924039.06,824403.09,660778.28,3437199.70,1082775.80,1089291.15,949909.07,775552.64,3897528.66,1228174.20,1161209.41,996610.52,770571.98,4156566.11,1195262.37,1123621.41,1100706.29,771615.29,4191205.36,1279811.97,1155189.04,1036927.71,851293.07,4323221.79,1237282.37,1335120.96,1141935.80,938350.07,4652689.20,936250.47,1250679.19,1247227.55,1161383.11,4595540.32,1026958.68,1388513.40,1233175.61,1218300.72,4866948.41,1059551.56,1476019.80,1228168.86,1200362.11,4964102.33,1035387.34,1647608.79,1262081.19,1144369.99,5089447.31,1087166.29,1521333.70,1213198.84,1066048.65,4887747.48,1044516.06,1553725.65,1306456.92,1052864.94,4957563.57,968246.12,1505783.91,1287421.56,1034196.61,4795648.20,863772.62,1547499.92,1326948.70,1023371.19,4761592.43,776523.84,1741028.09,1316852.56,1068996.48,4903400.97,806008.76,1806496.24,1354573.19,1137958.67,5105036.86,958789.92,2204176.25,1698846.94,1273104.14,6134917.25,1277362.72,2747203.84,1970854.72,1372729.02,7368150.30,1377521.44,2420361.79,1913232.44,1103390.46,6814506.13,1377635.13,2492775.96,2002602.78,1206899.24,7079913.11,1338201.38,..,..,..,..
..Region II (Cagayan Valley),..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,166695.00,..,..,..,..,109466.00,..,..,..,..,62559.00,..,..,..,..,75314.00,..,..,..,..,76794.00,..,..,..,..,73584.00,..,..,..,..,62823.00,..,..,..,..,79994.00,..,..,..,..,83312.00,..,..,..,..,130096.00,..,..,..,..,149166.00,..,..,..,..,212688.00,..,..,..,..,279915.00,..,..,..,..,403536.00,229112.00,261780.00,169248.00,154316.00,814456.00,251018.00,280423.00,187623.00,109000.00,828064.00,337054.00,321015.87,207867.49,138416.97,1004354.33,357558.76,273883.08,195480.15,136589.02,963511.01,380067.44,326615.44,294715.32,142362.71,1143760.91,379072.84,373396.85,283773.13,151542.27,1187785.09,383616.44,263367.70,272735.75,138868.05,1058587.94,330021.20,221189.39,265178.52,138457.92,954847.03,357923.60,295405.41,302541.31,139327.08,1095197.40,319938.79,342494.28,293766.02,138339.04,1094538.13,150226.49,339580.40,286020.08,126785.11,902612.08,162102.43,336471.25,250064.72,103569.12,852207.52,161805.51,362257.33,263572.43,103399.64,891034.91,154128.33,407297.13,289741.92,102621.54,953788.92,160367.35,374807.67,289144.46,90586.33,914905.81,157999.17,349748.97,205378.51,61202.19,774328.84,130744.54,279958.71,179604.10,44113.18,634420.53,98340.26,268305.21,107902.53,36784.12,511332.12,63106.18,227421.68,97427.03,33779.06,421733.95,57474.67,234881.61,79770.18,32995.10,405121.56,58334.91,280143.43,90314.18,32121.06,460913.58,76183.40,338448.22,111980.29,40365.88,566977.79,75739.35,310672.59,89412.40,32596.71,508421.05,74600.85,296198.07,82789.10,34016.79,487604.81,100978.46,..,..,..,..
..Region II (Cagayan Valley),..Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86080.00,..,..,..,..,350966.00,..,..,..,..,300098.00,..,..,..,..,528181.00,..,..,..,..,559054.00,..,..,..,..,572733.00,..,..,..,..,552775.00,..,..,..,..,631864.00,..,..,..,..,779835.00,..,..,..,..,873471.00,321086.00,242578.00,265412.00,274792.00,1103868.00,371529.00,315129.00,259265.00,233553.00,1179476.00,387204.61,356055.30,326886.06,236252.85,1306398.82,386313.89,347721.66,321234.80,280484.21,1335754.56,483593.67,380065.44,352058.77,279839.57,1495557.45,549263.13,478412.23,441377.78,334968.29,1804021.43,644686.53,583298.70,483313.83,367499.12,2078798.18,659905.96,564802.38,554480.03,443391.50,2222579.87,719175.37,634888.24,553623.86,518085.60,2425773.07,751567.14,675305.13,603971.99,544837.09,2575681.35,598229.52,587416.01,641799.30,599161.37,2426606.20,623357.91,668879.00,673994.22,679441.77,2645672.90,668534.42,729915.24,627766.39,643267.90,2669483.95,642059.16,789409.69,630920.12,605246.73,2667635.70,642270.20,737317.35,626015.59,579527.65,2585130.79,661312.64,757885.30,669950.60,591910.91,2681059.45,642669.37,766304.42,691583.44,559597.62,2660154.85,579891.12,803060.68,772275.97,539560.71,2694788.48,499915.96,840011.08,753916.39,522546.14,2616389.57,524235.77,862325.38,825757.94,535109.12,2747428.21,534983.26,1039886.66,901686.00,667535.51,3144091.43,832808.17,1394799.21,1104698.56,703583.36,4035889.30,866650.54,1249086.65,1015197.63,609856.10,3740790.92,881767.00,1241153.01,1053252.43,650783.88,3826956.32,849957.42,..,..,..,..
..Region II (Cagayan Valley),....Marine Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86080.00,..,..,..,..,269694.00,..,..,..,..,120495.00,..,..,..,..,348216.00,..,..,..,..,378458.00,..,..,..,..,314630.00,..,..,..,..,379611.00,..,..,..,..,443254.00,..,..,..,..,532329.00,..,..,..,..,554163.00,237994.00,159289.00,174498.00,197690.00,769471.00,266015.00,223895.00,177469.00,151496.00,818875.00,287563.11,248802.21,218287.28,152470.67,907123.27,280962.98,238567.27,191018.10,175349.62,885897.97,335057.70,254891.06,221616.67,177796.06,989361.49,390056.89,336144.10,261418.75,193354.94,1180974.68,449637.35,420734.20,255113.13,204093.09,1329577.77,421179.98,378571.13,301373.27,257604.97,1358729.35,460336.31,463084.53,325341.11,281238.04,1529999.99,463418.55,483294.95,353498.83,299824.02,1600036.35,321350.51,391144.26,347614.52,306376.34,1366485.63,357428.20,451704.27,353568.21,303218.35,1465919.03,393839.34,531737.48,375141.09,335426.76,1636144.67,408286.96,599780.97,425298.36,359821.02,1793187.31,452692.56,577339.85,426725.92,347025.60,1803783.93,480759.37,564313.95,462305.49,351459.61,1858838.42,445071.15,598892.58,478845.16,349270.88,1872079.77,401349.53,626441.28,493816.50,315832.53,1837439.84,331710.31,658094.49,486843.21,302455.16,1779103.17,341990.44,687032.43,547100.97,304345.16,1880469.00,344597.79,840386.97,653864.02,433326.27,2272175.05,631064.53,1174742.68,862019.23,478789.25,3146615.69,661540.17,1051640.73,783191.45,402889.60,2899261.95,662737.85,1040652.44,800538.25,425903.67,2929832.21,634725.89,..,..,..,..
..Region II (Cagayan Valley),....Inland Municipal Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81272.00,..,..,..,..,179603.00,..,..,..,..,179965.00,..,..,..,..,180596.00,..,..,..,..,258103.00,..,..,..,..,173164.00,..,..,..,..,188610.00,..,..,..,..,247506.00,..,..,..,..,319308.00,83092.00,83289.00,90914.00,77102.00,334397.00,105514.00,91234.00,81796.00,82057.00,360601.00,99641.50,107253.09,108598.78,83782.18,399275.55,105350.91,109154.39,130216.70,105134.59,449856.59,148535.97,125174.38,130442.10,102043.51,506195.96,159206.24,142268.13,179959.03,141613.35,623046.75,195049.18,162564.50,228200.70,163406.03,749220.41,238725.98,186231.25,253106.76,185786.53,863850.52,258839.06,171803.71,228282.75,236847.56,895773.08,288148.59,192010.18,250473.16,245013.07,975645.00,276879.01,196271.75,294184.78,292785.03,1060120.57,265929.71,217174.73,320426.01,376223.42,1179753.87,274695.08,198177.76,252625.30,307841.14,1033339.28,233772.20,189628.72,205621.76,245425.71,874448.39,189577.64,159977.50,199289.67,232502.05,781346.86,180553.27,193571.35,207645.11,240451.30,822221.03,197598.22,167411.84,212738.28,210326.74,788075.08,178541.59,176619.40,278459.47,223728.18,857348.64,168205.65,181916.59,267073.18,220090.98,837286.40,182245.33,175292.95,278656.97,230763.96,866959.21,190385.47,199499.69,247821.98,234209.24,871916.38,201743.64,220056.53,242679.33,224794.11,889273.61,205110.37,197445.92,232006.18,206966.50,841528.97,219029.15,200500.57,252714.18,224880.21,897124.11,215231.53,..,..,..,..
..Region II (Cagayan Valley),..Aquaculture,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59851.00,..,..,..,..,53349.00,..,..,..,..,59624.00,..,..,..,..,69903.00,..,..,..,..,111253.00,..,..,..,..,131695.00,..,..,..,..,155273.00,43738.00,36814.00,25903.00,21801.00,128256.00,46860.00,32835.00,23792.00,7272.00,110759.00,30197.00,31273.00,30610.00,16551.00,108631.00,40832.00,38899.00,30706.00,11114.00,121551.00,36812.00,48387.00,34312.00,29134.00,148645.00,24633.00,34536.00,38155.00,41052.00,138376.00,43230.00,48928.00,45383.00,53272.00,190813.00,53521.70,60120.00,58107.00,60837.00,232585.70,63207.00,85745.00,92973.00,83348.00,325273.00,77685.00,90453.00,83950.00,93297.25,345385.25,79182.00,92739.00,75520.00,76652.00,324093.00,84747.00,128658.00,85317.00,104754.00,403476.00,119063.00,146705.00,94490.00,263571.63,623829.63,164318.16,217358.18,177629.00,238576.00,797881.34,154439.83,237482.07,224758.16,289042.08,905722.14,199871.23,314543.01,240560.94,264204.81,1019179.99,205335.21,337629.64,281047.74,189765.87,1013778.46,202713.00,224895.39,180762.54,193880.39,802251.32,165776.44,317321.55,244197.79,255173.94,982469.72,187794.46,323682.78,319408.17,435436.63,1266322.04,241498.34,383163.15,309116.67,435289.83,1369067.99,229211.63,383847.23,336830.04,453694.57,1403583.47,239199.85,450901.97,341419.15,436501.72,1468022.69,284528.74,409208.68,298038.79,395934.67,1387710.88,225204.25,446091.38,431127.81,399751.84,1502175.28,194832.21,459520.78,416234.02,430485.81,1501072.82,185541.24,476134.03,446770.20,447026.36,1555471.83,213501.70,673595.33,465509.14,512671.28,1865277.45,224298.32,709289.25,449045.07,569854.45,1952487.09,365471.75,884146.16,706846.76,573447.57,2529912.24,368371.15,1013956.41,754175.87,628779.78,2765283.21,435131.55,860602.55,808622.41,460937.65,2565294.16,421267.28,955424.88,866561.25,522098.57,2765351.98,387265.50,..,..,..,..
....Batanes,FISHERIES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4954.00,..,..,..,..,7372.00,..,..,..,..,3503.00,..,..,..,..,8855.00,..,..,..,..,7834.00,..,..,..,..,2987.00,..,..,..,..,3140.00,..,..,..,..,12873.00,..,..,..,..,11027.00,..,..,..,..,10282.00,1292.00,4675.00,5115.00,5500.00,16582.00,4200.00,12500.00,2940.00,2307.00,21947.00,10560.00,14748.73,4234.64,90.00,29633.37,7364.65,17170.11,7415.59,2374.73,34325.08,14195.80,7907.54,2568.00,2220.10,26891.44,15705.10,21488.23,3583.21,2781.17,43557.71,15328.27,18553.48,5072.77,2895.51,41850.03,23343.65,35507.67,5942.35,4047.95,68841.62,29223.69,44403.39,5956.20,7342.63,86925.91,38588.51,45223.90,6873.85,7959.46,98645.72,35355.62,38321.10,10022.89,9525.46,93225.07,36640.44,41517.57,9679.00,9166.08,97003.09,38503.41,47309.06,10999.75,9788.43,106600.65,36650.33,46036.01,12282.56,10329.41,105298.31,29593.01,42029.88,10224.78,7978.62,89826.29,34135.65,46467.02,10253.03,8131.79,98987.49,36615.54,46937.76,10385.80,9929.26,103868.36,38174.74,49336.07,11611.21,9372.59,108494.61,42565.53,57306.10,13361.28,9178.78,122411.69,41466.08,58279.01,13791.96,9465.87,123002.92,40623.35,83365.64,42236.92,26956.20,193182.11,179550.90,122325.24,56188.80,35506.09,393571.03,158002.90,145213.44,103118.28,36297.10,442631.72,175842.59,166710.46,87471.73,111798.40,541823.18,150319.03,..,..,..,..
....Batanes,..Commercial Fisheries,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,..,..,..,..
