Commodity,Year,SU Production,SU Imports,SU Gross Supply,UT Exports,UT Seeds,UT Feeds and Waste,UT Processing,UT Total Net Food Disposable,UT Per Capita kg/yr,UT Per Capita gm/day
Squash,1992,130581,0,130581,0,8,10446,0,120127,1.87,5.12
Squash,1993,118652,0,118652,0,7,9492,0,109152,1.67,4.57
Squash,1994,118699,0,118699,0,8,9496,0,109196,1.59,4.36
Squash,1995,117255,0,117255,0,8,9380,0,107867,1.58,4.32
Squash,1996,119544,0,119544,0,8,9564,0,109972,1.57,4.31
Squash,1997,120181,0,120181,0,8,9614,0,110558,1.55,4.23
Squash,1998,107631,0,107631,0,8,8610,0,99013,1.35,3.71
Squash,1999,110809,0,110809,0,8,8865,0,101936,1.36,3.74
Squash,2000,106023,0,106023,0,8,8482,0,97533,1.27,3.49
Squash,2001,113432,0,113432,0,8,9075,0,104349,1.34,3.67
Squash,2002,281064,0,281064,0,14,22485,0,258565,3.25,8.91
Squash,2003,280098,0,280098,0,14,22408,0,257677,3.18,8.71
Squash,2004,272764,0,272764,0,14,21821,0,250929,3.04,8.32
Squash,2005,272538,0,272538,0,14,21803,0,250721,2.94,8.06
Squash,2006,257705,0,257705,0,14,20616,0,237075,2.73,7.47
Squash,2007,259408,0,259408,0,14,20753,0,238642,2.69,7.38
Squash,2008,252843,0,252843,0,14,20227,0,232602,2.57,7.04
Squash,2009,247759,0,247759,0,14,19821,0,227925,2.5,6.86
Squash,2010,244701,0,244701,0,13,19576,0,225111,2.42,6.62
Squash,2011,223791,0,223791,0,13,17903,0,205875,2.17,5.95
Squash,2012,222634,0,222634,0,13,17811,0,204810,2.12,5.81
Squash,2013,223522,0,223522,0,13,17882,0,205627,2.09,5.74
Squash,2014,222207,0,222207,0,13,17777,0,204418,2.05,5.61
Squash,2015,217908,0,217908,0,13,17433,0,200463,1.97,5.41
Squash,2016,214147,0,214147,0,13,17132,0,197002,1.91,5.23
Squash,2017,206024,0,206024,0,13,16482,0,189529,1.82,4.98
Squash,2018,202229,0,202229,0,13,16178,0,186038,1.76,4.82
Squash,2019,194771,0,194771,0,13,15582,0,179176,1.67,4.58
Tomato,1990,183962,4,183966,72,78,12873,27584,143359,2.33,6.39
Tomato,1991,177227,1,177228,0,76,12406,26584,138162,2.2,6.02
Tomato,1992,165423,1,165424,68,71,11575,24803,128907,2.01,5.5
Tomato,1993,138486,2,138488,0,61,9694,20773,107960,1.65,4.52
Tomato,1994,150632,1,150633,21,68,10543,22592,117408,1.71,4.69
Tomato,1995,155823,b/,155823,0,70,10908,23373,121472,1.78,4.87
Tomato,1996,162644,1,162645,4,66,11385,24396,126794,1.81,4.97
Tomato,1997,166353,43,166396,1,67,11648,24959,129722,1.81,4.97
Tomato,1998,132984,b/,132984,0,58,9309,19948,103669,1.42,3.88
Tomato,1999,145362,2,145364,0,66,10176,21805,113319,1.52,4.15
Tomato,2000,148101,91,148192,0,65,10373,22229,115525,1.51,4.14
Tomato,2001,146031,30,146061,0,64,10224,21909,113863,1.46,4
Tomato,2002,149259,130,149389,0,65,10457,22408,116458,1.46,4.01
Tomato,2003,150055,0,150055,0,65,10504,22508,116977,1.44,3.95
Tomato,2004,172344,1,172345,0,69,12064,25852,134360,1.63,4.45
Tomato,2005,173740,0,173740,0,69,12162,26061,135448,1.59,4.35
Tomato,2006,175596,0,175596,0,67,12292,26339,136898,1.57,4.31
Tomato,2007,188761,b/,188761,0,68,13213,28314,147165,1.66,4.55
Tomato,2008,195810,b/,195810,0,69,13707,29372,152663,1.69,4.62
Tomato,2009,198948,b/,198948,0,69,13926,29842,155111,1.7,4.67
Tomato,2010,204272,0,204272,0,69,14299,30641,159263,1.71,4.68
Tomato,2011,203582,950,204532,0,68,14317,30680,159466,1.68,4.61
Tomato,2012,203593,12,203605,0,68,14252,30541,158744,1.64,4.51
Tomato,2013,207668,b/,207668,0,67,14537,31150,161914,1.65,4.52
Tomato,2014,214573,10,214583,0,65,15021,32187,167309,1.68,4.59
Tomato,2015,214774,65,214839,0,63,15039,32226,167511,1.65,4.52
Tomato,2016,210720,0,210720,b/,63,14750,31608,164298,1.59,4.36
Tomato,2017,218793,b/,218793,0,64,15316,32819,170594,1.64,4.49
Tomato,2018,220825,0,220825,0,64,15458,33124,172179,1.63,4.46
Tomato,2019,223294,b/,223294,0,64,15631,33494,174106,1.62,4.45
