Commodity,Year,SU Production,SU Imports,SU Gross Supply,UT Exports,UT Seeds,UT Feeds and Waste,UT Processing,UT Total Net Food Disposable,UT Per Capita (kg/yr),UT Per Capita (gm/day)
Tiesa,2015,947,0,947,0,0,57,0,890,0.01,0.02
Tiesa,2016,892,0,892,0,0,54,0,838,0.01,0.02
Tiesa,2017,875,0,875,0,0,52,0,822,0.01,0.02
Tiesa,2018,845,0,845,0,0,51,0,795,0.01,0.02
Tiesa,2019,788,0,788,0,0,47,0,741,0.01,0.02
Watermelon,1990,87506,19,87525,5481,0,4923,0,77121,1.25,3.44
Watermelon,1991,103626,2,103628,6048,0,5855,0,91725,1.46,4
Watermelon,1992,106283,2,106285,3595,0,6161,0,96529,1.5,4.12
Watermelon,1993,101545,11,101556,2869,0,5921,0,92766,1.42,3.88
Watermelon,1994,89433,65,89498,1879,0,5257,0,82362,1.2,3.29
Watermelon,1995,82435,24,82459,3116,0,4761,0,74582,1.09,2.99
Watermelon,1996,71599,56,71655,1685,0,4198,0,65772,0.94,2.58
Watermelon,1997,66995,51,67046,482,0,3994,0,62570,0.87,2.4
Watermelon,1998,72173,5,72178,948,0,4274,0,66956,0.92,2.51
Watermelon,1999,63297,0,63297,528,0,3766,0,59003,0.79,2.16
Watermelon,2000,59382,3,59385,1163,0,3493,0,54729,0.72,1.96
Watermelon,2001,58284,13,58297,976,0,3439,0,53882,0.69,1.89
Watermelon,2002,78935,0,78935,554,0,4703,0,73678,0.93,2.54
Watermelon,2003,92498,0,92498,439,0,5524,0,86535,1.07,2.92
Watermelon,2004,107057,0,107057,132,0,6416,0,100510,1.22,3.33
Watermelon,2005,115075,0,115075,511,0,6874,0,107690,1.26,3.46
Watermelon,2006,117254,2,117256,150,0,7026,0,110080,1.27,3.47
Watermelon,2007,125863,0,125863,422,0,7526,0,117915,1.33,3.65
Watermelon,2008,103248,0,103248,535,0,6163,0,96550,1.07,2.92
Watermelon,2009,97106,0,97106,549,0,5793,0,90764,1,2.73
Watermelon,2010,110238,0,110238,1602,0,6518,0,102118,1.1,3
Watermelon,2011,101524,0,101524,666,0,6051,0,94807,1,2.74
Watermelon,2012,105095,0,105095,1293,0,6228,0,97574,1.01,2.77
Watermelon,2013,130005,0,130005,85,0,7795,0,122125,1.24,3.41
Watermelon,2014,131530,0,131530,169,0,7882,0,123479,1.24,3.39
Watermelon,2015,148030,0,148030,275,0,8865,0,138890,1.37,3.75
Watermelon,2016,143880,0,143880,74,0,8628,0,135178,1.31,3.59
Watermelon,2017,147319,0,147319,11,0,8839,0,138470,1.33,3.64
Watermelon,2018,150524,0,150524,11,0,9031,0,141482,1.34,3.67
Watermelon,2019,143477,0,143477,5,0,8608,0,134864,1.26,3.44
